age,ielts_score,CGPA,work_experience,financial_status,interview_country,visa_approved
22,8.5,3.45,5,Low,Australia,0
26,8.5,2.83,4,Medium,Canada,0
32,5.8,2.98,5,High,Australia,0
28,6.9,3.46,2,Low,UK,0
23,5.9,3.32,1,Medium,USA,0
34,8.6,3.24,5,Medium,Canada,1
30,5.0,2.78,4,High,UK,0
25,5.9,3.93,3,High,USA,0
28,6.6,2.37,5,Medium,Canada,0
30,5.9,2.23,0,Medium,UK,0
30,8.9,2.57,1,Low,USA,0
24,6.0,2.5,5,High,Canada,0
31,6.4,3.92,1,Medium,USA,0
20,5.7,2.02,4,Low,Germany,0
22,8.7,3.76,5,Low,USA,0
30,6.6,2.81,5,Medium,Canada,0
34,6.0,3.13,5,Medium,Canada,0
28,6.0,3.39,4,High,UK,0
22,7.3,2.09,4,Low,Canada,0
30,8.9,3.04,1,High,UK,1
30,8.9,2.08,3,High,UK,0
29,8.9,2.2,1,Medium,USA,0
21,6.5,3.25,4,High,UK,0
23,8.7,2.55,5,Medium,UK,0
24,6.8,2.28,1,Medium,USA,0
26,7.0,2.1,3,Medium,USA,0
26,7.1,3.61,0,Medium,Canada,0
28,5.3,3.27,1,Low,UK,0
32,5.7,2.06,3,Medium,Canada,0
27,8.5,3.27,4,Medium,Canada,1
32,8.6,2.21,4,Medium,UK,0
34,5.8,2.65,5,Medium,Australia,0
21,6.2,3.32,0,Medium,USA,0
31,8.3,2.57,5,Medium,Canada,0
27,5.8,3.52,0,Medium,USA,0
27,8.5,3.04,3,Medium,USA,1
24,8.3,2.5,4,High,USA,0
34,8.2,3.11,2,Medium,USA,1
32,8.6,2.07,5,Low,UK,0
22,8.5,2.88,0,Medium,Canada,0
28,8.7,2.65,5,Medium,USA,0
31,8.5,2.84,4,High,Germany,0
26,7.4,3.22,5,Medium,Australia,1
20,5.6,2.85,5,High,Australia,0
27,7.4,3.11,2,Low,Australia,0
29,8.8,2.22,4,Low,Australia,0
32,8.9,2.62,3,Medium,UK,0
24,7.9,2.85,4,Medium,UK,0
25,7.8,2.11,1,Low,Australia,0
28,8.8,3.9,2,Medium,Australia,1
29,6.2,3.81,5,High,UK,0
34,5.6,2.67,2,High,Canada,0
33,6.2,3.25,5,High,USA,0
27,8.8,2.95,4,High,USA,0
33,5.8,3.13,4,Medium,UK,0
30,5.9,2.24,5,Low,UK,0
33,5.8,3.09,2,Low,Australia,0
33,6.9,2.51,4,Medium,UK,0
22,8.2,3.22,2,Low,USA,0
32,6.5,3.54,5,Medium,Canada,0
24,5.4,3.8,2,Low,USA,0
23,8.0,2.07,3,Medium,Germany,0
33,7.4,3.05,2,High,Australia,1
20,6.9,2.82,4,Medium,USA,0
24,8.9,2.45,4,Medium,Australia,0
29,6.9,2.53,4,High,Canada,0
26,7.9,3.65,4,Medium,Australia,1
20,5.6,3.48,2,Medium,UK,0
23,6.7,3.81,5,Medium,UK,1
25,5.8,3.57,2,Low,UK,0
30,6.4,2.11,1,Medium,Australia,0
31,6.9,2.22,1,Low,Germany,0
28,5.7,3.36,0,Low,Germany,0
30,8.2,3.32,1,Medium,Australia,1
27,6.5,3.78,4,Medium,Germany,0
21,8.6,3.05,0,High,USA,0
30,7.7,3.15,1,Medium,Canada,1
22,5.7,3.04,4,Medium,USA,0
29,7.6,3.36,0,Low,Australia,0
32,5.1,2.79,1,Low,UK,0
24,8.2,3.23,4,Medium,Germany,1
30,8.9,2.98,3,Medium,Germany,0
26,7.7,3.89,3,Medium,USA,1
22,8.7,2.84,2,High,USA,0
31,6.2,2.26,2,Medium,Canada,0
26,6.7,3.64,0,Low,Canada,0
24,6.7,3.01,4,Low,Canada,0
29,5.4,2.32,2,Low,USA,0
25,8.2,3.86,5,High,USA,1
25,7.0,2.24,1,Medium,USA,0
30,7.0,2.14,5,Medium,Germany,0
30,7.7,2.54,0,Low,UK,0
33,5.7,3.31,2,High,Canada,0
31,8.2,2.22,4,Medium,Australia,0
23,6.5,3.94,5,Low,UK,0
31,5.3,3.07,1,High,Germany,0
27,5.8,3.15,5,High,Canada,0
28,6.0,3.9,1,High,UK,0
21,5.7,2.94,1,Medium,USA,0
28,6.0,3.39,4,Medium,UK,0
30,9.0,2.07,3,High,UK,0
31,7.2,2.07,1,Medium,Australia,0
23,7.4,3.49,3,Low,Canada,0
25,5.7,3.87,5,Low,Australia,0
33,5.2,3.45,0,Medium,UK,0
26,6.2,2.31,1,Medium,USA,0
23,8.1,3.66,4,Medium,USA,1
27,7.2,3.18,5,Medium,Australia,1
32,5.0,2.13,4,Medium,UK,0
33,8.2,2.77,1,High,UK,0
29,5.4,3.55,2,High,Canada,0
27,6.8,2.41,2,High,Canada,0
20,9.0,3.65,3,Medium,UK,1
27,5.5,3.15,1,High,USA,0
29,8.3,2.9,3,Low,Australia,0
33,8.2,2.0,5,Medium,USA,0
31,6.8,2.52,1,Medium,UK,0
22,9.0,3.64,3,Medium,Canada,1
24,6.2,2.21,0,High,USA,0
33,6.3,3.02,5,Medium,UK,0
29,5.6,2.06,4,Low,Australia,0
27,6.5,2.52,2,Medium,USA,0
30,6.2,2.33,2,Medium,Australia,0
25,7.4,2.83,0,Low,UK,0
23,5.2,3.19,4,Medium,Canada,0
34,6.2,2.88,2,Low,Canada,0
23,5.0,3.64,0,Medium,Germany,0
31,5.0,2.34,2,Medium,UK,0
23,8.3,3.24,5,Medium,USA,1
25,8.0,3.72,2,Medium,UK,1
26,8.0,3.2,1,High,Australia,1
32,6.4,2.9,0,High,Australia,0
24,7.8,3.47,5,Medium,Canada,1
29,6.0,2.18,5,Medium,Australia,0
33,6.2,3.93,4,Low,Australia,0
27,7.2,2.68,4,Medium,USA,0
26,7.8,2.4,2,High,USA,0
27,6.1,3.92,1,High,Canada,0
34,7.7,2.01,0,High,UK,0
23,8.8,3.58,4,High,Canada,1
27,7.0,2.84,3,High,UK,0
32,6.6,3.62,3,Medium,Canada,1
25,5.9,3.72,0,High,Germany,0
22,6.4,2.63,1,High,USA,0
32,7.1,3.78,3,Medium,UK,1
27,8.8,3.98,3,Medium,Australia,1
32,6.0,3.9,2,Medium,USA,0
26,5.9,3.06,3,Medium,UK,0
29,8.8,2.4,2,Medium,UK,0
24,7.4,3.62,1,Low,Australia,0
30,7.9,3.88,0,High,USA,0
23,8.3,3.92,3,High,Germany,1
20,5.3,3.74,3,High,Germany,0
29,6.9,2.43,3,Medium,UK,0
22,5.6,3.29,0,High,UK,0
21,7.5,3.85,5,Medium,USA,1
27,8.8,2.97,0,Low,Canada,0
33,5.2,3.63,3,Medium,Canada,0
27,6.1,2.21,2,High,UK,0
31,9.0,3.54,4,High,Germany,1
24,5.0,2.13,0,Medium,Australia,0
33,5.6,3.1,4,Medium,Australia,0
24,5.3,2.86,4,High,UK,0
34,8.1,2.37,2,Low,USA,0
30,8.0,2.87,4,Low,Canada,0
23,8.1,3.44,2,Low,UK,0
20,8.1,3.52,5,Medium,UK,1
20,8.3,3.84,2,Medium,Australia,1
32,8.1,3.39,4,Low,Australia,0
25,6.9,3.99,3,High,Canada,1
34,8.0,2.57,1,High,Australia,0
23,7.4,2.31,2,Medium,UK,0
23,6.5,2.19,1,Low,Germany,0
22,8.3,3.17,3,Low,USA,0
33,8.2,2.69,3,High,USA,0
28,5.7,2.41,1,Low,Canada,0
22,5.1,2.43,3,Medium,UK,0
27,6.3,2.69,4,High,Australia,0
21,6.6,3.37,3,Medium,Canada,1
23,5.7,3.2,1,Low,USA,0
20,8.4,3.59,4,Medium,UK,1
30,5.1,2.64,1,Medium,UK,0
24,6.9,3.43,1,Low,USA,0
21,5.2,3.74,2,High,Canada,0
30,7.1,3.68,3,Medium,Australia,1
32,6.9,3.32,5,Medium,Australia,1
20,8.1,3.7,0,Medium,Germany,0
20,7.8,2.18,3,High,Canada,0
21,8.4,2.95,0,Medium,USA,0
24,7.2,2.56,5,Medium,UK,0
31,8.3,2.98,5,High,Germany,0
34,7.9,2.25,0,High,USA,0
34,8.1,2.22,3,High,Australia,0
28,7.4,2.22,3,Medium,USA,0
25,7.9,2.18,0,Medium,Australia,0
31,6.6,2.98,0,High,Canada,0
23,5.3,2.24,5,High,Germany,0
34,6.7,3.68,5,Medium,Canada,1
22,5.7,2.57,5,Medium,USA,0
27,7.5,3.92,0,High,Germany,0
22,6.1,3.13,3,Medium,UK,0
20,8.8,3.27,3,Medium,UK,1
23,6.1,3.25,1,Low,Canada,0
30,5.4,2.67,0,Medium,Australia,0
32,8.5,3.74,3,Medium,UK,1
24,6.7,3.99,4,High,Australia,1
24,6.4,2.32,1,Medium,Australia,0
24,8.5,2.98,1,High,UK,0
27,7.6,3.01,5,Medium,Australia,1
27,7.1,3.56,2,High,Canada,1
31,6.3,2.86,5,Medium,Australia,0
32,6.2,3.35,1,Medium,UK,0
23,7.3,2.72,2,Medium,Canada,0
34,7.0,2.12,1,Medium,Canada,0
28,6.1,2.92,4,High,UK,0
20,5.7,3.51,3,Low,Canada,0
24,8.3,3.29,5,Low,Australia,0
24,7.8,3.05,5,High,USA,1
24,9.0,3.83,5,High,Australia,1
27,7.1,2.96,1,Medium,Germany,0
28,9.0,2.72,5,High,Canada,0
22,6.8,2.79,1,Low,UK,0
28,7.1,3.45,2,Medium,Australia,1
32,5.8,2.66,3,Medium,USA,0
30,5.6,3.28,0,Medium,Australia,0
27,8.8,2.77,4,Medium,UK,0
22,8.9,3.15,0,Low,UK,0
21,7.2,2.46,0,High,Canada,0
34,6.1,2.4,4,High,UK,0
23,8.8,3.08,2,High,UK,1
34,8.2,2.54,3,Medium,UK,0
32,5.7,2.2,4,High,UK,0
31,6.2,2.53,0,Medium,Canada,0
21,5.0,2.79,2,Medium,Australia,0
23,7.3,2.64,3,Medium,UK,0
24,7.1,3.22,1,Medium,USA,1
21,5.7,2.72,3,High,UK,0
31,6.4,2.38,5,High,USA,0
27,8.8,3.82,5,Medium,UK,1
20,7.6,3.16,2,Medium,UK,1
22,8.5,2.46,3,Medium,USA,0
26,8.4,2.66,0,Medium,USA,0
29,8.7,3.14,1,Medium,Australia,1
20,5.2,2.26,5,Medium,USA,0
32,6.0,2.77,3,Medium,Australia,0
30,6.7,2.37,3,High,UK,0
34,7.6,2.73,0,Medium,Canada,0
21,7.4,2.87,5,High,Australia,0
22,6.0,3.1,2,Medium,Australia,0
33,5.8,2.05,1,Medium,USA,0
33,6.7,3.39,1,High,UK,1
21,6.0,3.82,1,Low,Canada,0
21,8.9,2.6,4,Medium,UK,0
31,8.9,2.21,4,Medium,USA,0
30,5.5,3.8,1,Medium,Australia,0
25,7.8,2.85,4,Medium,UK,0
26,5.9,3.38,3,Medium,UK,0
25,7.9,3.23,5,High,Australia,1
30,8.1,3.71,3,High,USA,1
25,5.2,2.97,1,High,Canada,0
34,7.8,3.4,1,Low,Australia,0
28,8.6,2.09,5,High,UK,0
27,5.9,2.02,1,Medium,Germany,0
33,5.5,3.56,5,Low,UK,0
27,7.3,3.54,4,Low,Germany,0
25,7.1,2.31,5,Low,USA,0
24,8.5,3.23,1,Medium,Australia,1
28,6.8,2.67,0,Medium,Canada,0
31,6.7,2.39,3,Medium,USA,0
21,7.9,3.88,3,High,USA,1
26,5.3,3.87,2,High,USA,0
25,5.2,3.35,5,Medium,Canada,0
26,7.0,3.99,3,High,UK,1
31,5.4,2.35,3,Medium,Germany,0
23,8.8,3.66,1,High,UK,1
28,7.6,3.12,2,Low,Germany,0
26,8.0,2.36,0,Medium,Germany,0
21,5.9,3.25,5,Medium,Canada,0
32,7.0,3.98,5,Medium,UK,1
23,5.5,2.44,0,Medium,UK,0
24,5.8,2.94,1,Medium,UK,0
21,7.3,2.2,1,Low,USA,0
29,6.1,2.53,0,Low,USA,0
27,8.7,2.59,0,Medium,Canada,0
20,9.0,3.15,1,Medium,Germany,1
34,5.0,2.13,3,Medium,USA,0
22,8.0,3.77,0,Medium,UK,0
34,5.5,3.92,2,High,Australia,0
33,7.3,3.36,0,Medium,USA,0
20,5.9,3.34,4,Medium,Canada,0
34,8.9,2.6,2,Medium,UK,0
24,8.5,3.79,3,High,Canada,1
27,7.4,3.64,0,Low,UK,0
26,5.7,2.24,1,Medium,Australia,0
28,8.1,3.43,5,Low,UK,0
21,7.1,2.25,2,Medium,Germany,0
31,7.4,2.47,1,Medium,USA,0
27,7.9,3.64,5,Medium,Canada,1
27,6.7,2.95,4,Medium,USA,0
33,5.0,2.91,0,Low,USA,0
25,6.5,2.51,0,Low,UK,0
22,6.7,3.24,2,Medium,USA,1
21,6.5,2.28,3,Medium,Australia,0
33,8.3,3.59,5,Medium,Germany,1
27,6.3,3.07,1,Medium,UK,0
25,6.7,3.69,1,High,Australia,1
23,5.2,2.99,1,Low,Germany,0
24,7.9,2.59,4,High,USA,0
24,5.9,2.02,3,Medium,UK,0
32,5.9,2.82,3,Low,UK,0
28,7.3,3.89,1,Medium,Australia,1
32,8.9,3.67,1,Low,Australia,0
32,6.6,4.0,5,High,UK,1
28,6.3,2.31,0,Medium,Canada,0
27,5.1,3.28,2,High,Australia,0
27,8.1,2.27,3,Medium,UK,0
31,6.0,3.81,3,High,Germany,0
21,8.1,2.7,4,Medium,UK,0
33,6.1,3.79,1,Low,UK,0
22,5.1,2.41,4,Medium,UK,0
33,7.0,2.32,4,High,UK,0
27,8.6,2.36,0,Medium,UK,0
32,5.8,3.56,0,High,Canada,0
24,5.6,3.73,3,Low,Germany,0
26,5.7,2.08,5,High,UK,0
33,7.8,2.3,0,High,Canada,0
27,6.5,2.01,4,Medium,UK,0
25,6.0,2.12,0,Medium,Australia,0
34,6.4,2.18,0,Medium,USA,0
24,6.2,2.59,5,Low,UK,0
27,7.2,2.43,5,High,Canada,0
20,5.5,3.32,2,Low,Canada,0
20,7.0,4.0,5,Medium,Australia,1
20,6.2,3.32,4,Low,Germany,0
22,8.7,2.0,1,Medium,Canada,0
29,6.7,2.26,1,High,Australia,0
32,5.4,2.22,4,Medium,Canada,0
31,8.7,2.84,3,Medium,UK,0
25,8.8,2.56,3,Medium,Germany,0
25,5.7,3.93,1,Low,UK,0
24,8.3,2.34,2,High,Australia,0
32,8.4,3.33,3,High,USA,1
32,6.4,2.33,2,High,Canada,0
33,5.6,3.08,5,High,Canada,0
26,8.2,2.05,0,Medium,Australia,0
24,5.1,2.1,2,Medium,Australia,0
33,7.5,2.06,0,Medium,USA,0
21,6.4,2.31,2,Medium,UK,0
23,7.4,2.01,1,Medium,UK,0
20,8.2,2.98,1,Low,UK,0
26,8.3,2.78,5,High,UK,0
23,9.0,2.12,0,Medium,USA,0
32,7.6,2.16,4,High,USA,0
23,5.9,3.55,1,High,USA,0
32,6.1,2.05,0,Low,UK,0
23,6.7,3.84,4,Medium,UK,1
22,8.4,2.74,3,Medium,Australia,0
27,6.5,2.29,3,Low,USA,0
23,7.8,3.72,1,Medium,UK,1
27,5.2,2.71,1,Medium,USA,0
28,6.7,3.14,1,High,UK,1
20,5.7,2.99,1,Medium,Germany,0
34,8.8,3.2,1,Medium,USA,1
23,8.2,2.36,5,Medium,USA,0
25,5.6,2.79,5,High,Canada,0
27,6.6,2.59,3,Low,USA,0
33,5.3,3.55,0,Low,UK,0
25,8.0,3.57,3,Medium,Canada,1
31,5.8,3.99,3,Medium,Canada,0
25,8.2,4.0,4,High,USA,1
29,5.3,2.19,1,Medium,UK,0
23,7.3,2.93,5,Medium,Canada,0
28,7.4,3.5,3,Medium,Germany,1
26,6.3,3.34,5,Medium,Australia,0
33,5.7,2.97,3,Medium,UK,0
30,6.3,2.2,5,Medium,Canada,0
25,7.0,2.94,3,Medium,Australia,0
20,8.9,3.91,3,Medium,USA,1
21,6.8,2.88,3,High,Australia,0
31,5.8,2.06,3,Medium,Canada,0
25,5.1,2.8,4,Low,UK,0
30,5.0,2.94,2,Low,UK,0
34,6.7,3.48,0,Medium,UK,0
20,6.2,2.46,3,Low,Australia,0
34,5.5,3.16,4,Medium,USA,0
34,5.7,2.35,5,Low,Germany,0
30,6.4,3.23,3,Medium,USA,0
24,7.7,3.04,5,Medium,UK,1
20,7.4,3.72,1,Low,USA,0
32,5.3,2.92,2,High,UK,0
22,5.6,2.57,1,High,USA,0
31,8.6,3.06,5,High,Canada,1
31,5.3,3.12,5,High,Germany,0
31,5.8,2.18,2,High,UK,0
26,6.3,3.14,2,Medium,Germany,0
24,5.9,3.39,1,Low,UK,0
34,6.2,3.77,3,Low,Australia,0
31,7.9,2.43,2,Medium,Canada,0
34,5.4,2.91,4,High,USA,0
29,6.4,2.12,2,High,Canada,0
20,7.4,2.33,1,Medium,Australia,0
20,5.2,3.85,4,Medium,USA,0
34,5.2,3.88,0,Medium,Canada,0
27,7.0,2.08,2,Medium,Australia,0
30,8.6,3.07,3,Medium,USA,1
33,6.8,2.28,2,Medium,Canada,0
32,6.6,3.41,4,High,Canada,1
28,5.0,3.25,5,Medium,USA,0
26,7.9,3.03,4,Medium,Canada,1
32,5.7,3.04,3,High,UK,0
22,7.8,3.23,0,High,Canada,0
31,6.4,2.88,3,Low,Australia,0
25,5.2,3.46,2,High,Canada,0
22,6.3,3.42,4,High,Canada,0
29,7.6,2.68,0,High,Canada,0
23,8.1,3.44,1,Medium,Australia,1
31,7.5,2.69,4,Medium,Australia,0
23,7.8,3.18,4,Medium,Canada,1
22,5.9,2.42,1,Medium,UK,0
29,8.9,2.63,1,Medium,USA,0
25,5.9,2.44,3,Low,Canada,0
24,5.7,3.98,2,Low,Germany,0
30,6.0,3.22,1,Low,UK,0
28,8.9,3.35,3,Medium,Canada,1
28,5.3,3.28,0,Low,Australia,0
22,8.1,2.06,5,Medium,Canada,0
32,5.4,3.44,0,Medium,UK,0
28,8.1,3.56,0,Medium,UK,0
32,6.1,2.68,4,High,USA,0
31,7.9,3.17,3,Medium,UK,1
22,5.2,2.06,2,Low,Australia,0
23,6.3,2.42,1,Medium,USA,0
20,6.9,2.38,1,High,USA,0
24,5.1,2.51,4,Medium,USA,0
31,5.7,2.76,3,High,UK,0
28,5.7,2.44,0,Medium,Canada,0
34,6.9,2.46,5,Low,Germany,0
21,5.5,3.91,1,High,Germany,0
23,8.9,2.51,0,High,Germany,0
29,8.5,3.13,0,High,Germany,0
21,5.9,3.28,3,Medium,Australia,0
33,5.9,2.62,3,Medium,Canada,0
27,8.8,2.14,4,High,Canada,0
28,6.2,2.95,5,High,USA,0
22,6.7,3.98,2,Medium,UK,1
32,7.8,2.57,4,High,UK,0
34,6.4,2.01,1,Medium,Canada,0
28,8.6,3.59,1,High,UK,1
25,7.4,2.5,4,Medium,UK,0
25,7.3,3.7,3,Low,Germany,0
26,7.2,2.51,1,High,UK,0
31,5.4,3.74,3,Low,UK,0
24,8.2,3.83,4,Low,UK,0
25,7.3,3.16,4,Medium,UK,1
30,5.2,3.67,1,Low,UK,0
20,8.4,3.73,0,Medium,Australia,0
22,7.9,2.7,5,Medium,Canada,0
31,6.2,3.32,2,Low,Australia,0
28,6.1,3.21,3,Medium,UK,0
31,7.0,2.86,2,Medium,Germany,0
24,5.0,3.51,2,Low,USA,0
24,8.2,2.94,4,Medium,Australia,0
27,8.8,2.53,4,High,UK,0
30,6.8,2.55,4,Medium,USA,0
30,7.1,2.0,3,Medium,Canada,0
32,8.2,2.15,2,Medium,Germany,0
21,6.1,2.28,2,Low,Australia,0
32,7.0,3.42,5,Medium,USA,1
26,5.4,2.23,4,Medium,Australia,0
28,7.8,2.44,0,Low,USA,0
26,8.2,2.95,4,High,Canada,0
31,5.3,2.67,4,High,USA,0
24,8.5,3.56,1,Medium,UK,1
32,6.5,2.2,4,Medium,Australia,0
25,8.7,3.96,3,High,Australia,1
23,8.6,3.65,2,High,UK,1
33,8.2,3.0,4,Medium,UK,0
31,8.3,2.25,0,Medium,Canada,0
26,6.2,2.19,2,Medium,Australia,0
20,6.5,2.32,2,Medium,UK,0
23,6.0,2.36,0,High,USA,0
22,6.4,3.51,1,Medium,Germany,0
32,7.2,3.94,5,Low,UK,0
23,8.5,3.51,0,High,Canada,0
20,7.2,3.54,3,High,UK,1
31,7.8,3.89,0,High,USA,0
32,5.5,2.2,5,Medium,Canada,0
21,8.8,2.2,1,High,UK,0
31,7.3,3.79,4,High,USA,1
30,8.1,3.1,4,High,USA,1
32,9.0,2.5,2,Medium,USA,0
28,8.4,2.4,4,Medium,UK,0
34,7.0,3.21,4,High,UK,1
26,8.5,3.27,0,Medium,Australia,0
32,7.6,3.52,2,Medium,Canada,1
25,7.9,3.29,2,High,USA,1
21,7.5,3.44,0,High,Australia,0
20,6.2,3.43,3,High,USA,0
21,6.3,2.1,3,Medium,UK,0
26,7.2,3.42,3,Medium,Canada,1
21,8.5,2.32,5,Medium,Australia,0
22,6.8,3.0,0,Medium,USA,0
27,7.2,2.5,4,Medium,USA,0
26,6.5,3.36,1,Medium,Germany,0
31,5.1,2.6,3,Low,Australia,0
30,7.6,3.82,4,Low,USA,0
30,7.3,2.1,3,Medium,Canada,0
33,8.9,2.94,1,High,Germany,0
30,7.0,2.85,4,Medium,Australia,0
28,7.1,2.38,3,Low,USA,0
31,6.1,2.14,0,Medium,Germany,0
23,5.4,2.45,5,Medium,Germany,0
26,7.8,2.26,3,High,Canada,0
20,8.2,2.37,2,High,Australia,0
30,8.5,3.72,0,Low,UK,0
30,6.6,3.45,0,High,Australia,0
21,7.8,2.28,1,Medium,UK,0
26,6.1,3.8,4,Medium,USA,0
34,6.0,3.77,1,High,Australia,0
21,9.0,2.5,0,High,UK,0
25,8.4,2.1,1,Medium,USA,0
32,6.0,3.39,4,Medium,USA,0
29,6.7,3.17,0,Medium,USA,0
31,7.3,2.75,3,Low,USA,0
28,5.1,2.1,5,High,Australia,0
30,8.8,2.26,5,High,UK,0
24,5.4,3.2,1,High,USA,0
29,8.3,3.34,0,Medium,UK,0
26,8.9,2.41,5,Medium,USA,0
32,7.8,2.9,0,Medium,USA,0
20,8.9,3.75,3,High,Canada,1
27,5.1,2.48,2,Low,USA,0
28,6.4,3.75,1,Low,USA,0
34,6.9,2.58,4,Medium,Canada,0
32,8.1,3.72,3,Low,Germany,0
24,7.6,3.16,3,Medium,Germany,1
25,7.9,3.51,2,Medium,Germany,1
32,5.6,2.68,5,Medium,USA,0
30,8.4,2.28,3,High,Australia,0
27,8.3,2.3,1,High,Canada,0
23,8.1,2.33,4,High,Australia,0
21,8.3,2.4,3,Low,Australia,0
34,5.9,3.77,5,Medium,Canada,0
29,5.6,2.98,5,Medium,USA,0
27,8.6,2.44,0,Low,Germany,0
21,8.8,3.26,0,Medium,Australia,0
24,6.7,2.17,3,Low,Canada,0
34,6.8,2.37,5,High,Canada,0
32,8.0,3.11,4,High,Australia,1
25,7.0,2.97,2,High,Canada,0
24,6.3,2.44,2,Low,UK,0
25,5.8,2.09,0,High,Canada,0
25,5.1,3.2,1,High,Germany,0
22,7.4,3.77,4,High,Canada,1
30,5.6,3.54,3,Medium,USA,0
30,8.4,2.4,5,High,Canada,0
22,8.9,3.39,2,Medium,Germany,1
28,6.8,2.46,0,High,Australia,0
22,5.5,3.53,1,Medium,USA,0
22,7.3,3.51,2,High,Canada,1
30,7.3,2.44,1,Medium,USA,0
33,5.5,2.04,4,Medium,Canada,0
21,7.6,3.05,5,High,UK,1
26,6.3,3.26,1,Low,UK,0
29,8.4,2.55,5,Medium,UK,0
29,7.4,2.84,1,Medium,UK,0
23,6.7,2.92,0,Medium,Australia,0
20,8.9,3.46,1,High,Australia,1
25,7.0,2.39,5,Low,Australia,0
24,8.5,2.18,5,Low,USA,0
33,6.1,2.54,4,Medium,USA,0
30,6.8,3.0,0,Medium,USA,0
21,5.3,2.28,1,Low,Canada,0
25,6.7,2.46,0,High,USA,0
20,8.6,2.99,5,Medium,Australia,0
22,8.3,3.44,1,Medium,Germany,1
23,8.9,2.05,3,Medium,Australia,0
32,8.0,3.14,2,Medium,UK,1
22,6.1,2.77,0,Low,UK,0
34,5.6,3.12,2,Medium,USA,0
32,5.7,3.28,3,High,USA,0
25,7.6,2.07,0,Low,Canada,0
30,6.5,3.08,2,Medium,USA,0
23,6.7,3.89,4,Medium,Canada,1
33,8.4,2.85,2,Low,UK,0
20,7.9,3.83,5,High,Germany,1
24,5.8,3.94,3,Medium,Canada,0
24,5.7,3.24,3,Medium,UK,0
28,8.3,3.03,4,High,USA,1
27,8.8,3.55,0,Medium,Germany,0
34,5.7,3.58,2,Medium,Australia,0
27,8.8,3.25,3,Low,UK,0
24,6.7,2.0,3,High,Canada,0
27,8.6,3.31,5,High,Canada,1
33,8.0,3.76,3,Medium,Germany,1
29,8.6,2.14,0,Medium,Germany,0
26,7.6,2.6,2,Low,USA,0
20,5.6,3.71,5,Medium,Germany,0
31,5.2,3.25,1,Medium,USA,0
26,7.5,2.23,5,Medium,Germany,0
30,5.2,3.19,0,High,Germany,0
27,5.9,3.24,5,Low,USA,0
22,5.8,2.22,1,Medium,Canada,0
28,6.7,2.34,3,Medium,UK,0
27,7.4,3.17,2,Medium,USA,1
21,8.6,2.83,5,Low,Canada,0
25,8.7,2.46,4,High,Canada,0
23,8.9,3.25,5,Medium,UK,1
22,8.1,2.22,2,Low,Canada,0
30,8.7,2.23,4,High,UK,0
25,8.2,2.02,2,High,Canada,0
29,8.6,3.31,2,Medium,Australia,1
32,5.4,3.86,1,Medium,UK,0
34,8.8,2.04,4,Low,UK,0
28,5.9,2.8,4,Medium,USA,0
21,7.3,2.35,4,Low,Germany,0
29,7.1,3.29,2,Medium,Canada,1
29,7.3,2.89,1,High,UK,0
29,7.8,3.18,5,Medium,USA,1
24,7.2,3.68,1,High,Australia,1
25,7.8,3.14,2,Low,Australia,0
23,7.1,3.07,0,Medium,UK,0
26,5.0,2.29,3,Low,Australia,0
21,7.5,2.92,2,Medium,Canada,0
26,7.2,3.26,0,High,Canada,0
21,7.3,3.41,4,Medium,USA,1
20,5.0,2.16,2,Medium,USA,0
30,6.9,3.37,3,Low,Australia,0
24,8.5,2.39,1,Medium,USA,0
21,6.3,3.32,3,High,USA,0
27,6.8,2.56,3,High,USA,0
31,5.5,3.18,1,High,Australia,0
31,6.8,2.31,2,Medium,Germany,0
31,6.6,3.92,3,High,UK,1
27,8.5,3.4,3,High,Canada,1
20,5.1,2.51,5,Medium,Australia,0
23,8.8,3.66,1,Medium,Germany,1
33,7.3,3.91,2,Medium,Australia,1
28,7.1,3.09,2,Medium,Germany,1
24,8.5,2.7,4,Medium,Canada,0
31,5.8,2.38,1,Medium,USA,0
30,5.8,3.24,0,High,Canada,0
29,8.5,2.5,2,Medium,Canada,0
32,8.7,3.77,0,Medium,Canada,0
25,8.4,2.54,4,Medium,USA,0
22,5.2,2.21,3,Low,UK,0
24,7.6,3.98,3,Low,UK,0
33,6.8,2.78,2,Medium,Germany,0
31,8.2,3.31,1,Low,Canada,0
32,5.6,2.53,4,Medium,USA,0
32,8.7,2.5,4,Medium,Canada,0
32,6.3,2.86,0,Low,USA,0
20,6.3,3.7,0,Medium,Australia,0
27,5.7,3.13,4,Medium,Australia,0
30,5.0,3.05,5,High,USA,0
34,6.3,2.77,4,High,Canada,0
25,5.6,2.49,3,Medium,Australia,0
31,8.0,3.52,4,Medium,Canada,1
21,8.0,2.03,3,High,UK,0
23,8.3,3.88,0,Medium,Germany,0
23,5.0,3.54,4,Medium,USA,0
28,6.4,2.64,2,Medium,USA,0
28,5.0,3.68,1,Low,UK,0
24,7.0,2.68,3,High,UK,0
31,8.6,2.64,4,Medium,Canada,0
22,6.6,2.61,1,High,UK,0
20,8.5,2.8,0,High,Australia,0
25,8.8,3.65,2,Medium,UK,1
27,6.0,2.52,4,Medium,USA,0
20,5.0,3.24,4,High,Canada,0
30,8.0,2.33,5,High,USA,0
20,7.3,3.98,0,High,UK,0
34,6.4,2.45,0,High,USA,0
30,6.5,3.66,5,Medium,Australia,0
