job_role,education_level,experience_years,skills,certifications,salary_range,location,target
Web Developer,Bachelors,7,"Python, Cloud, Security, R",Yes,Medium,Remote,1
AI Engineer,Bachelors,11,"Cloud, R, DL, Networking",No,Low,USA,1
Database Admin,Bootcamp,7,"ML, JS",Yes,Medium,UK,1
AI Engineer,PhD,8,"Security, ML, Cloud",Yes,Medium,USA,1
Cloud Engineer,Bootcamp,13,"Python, HTML, Cloud, Networking",No,Medium,UK,1
DevOps Engineer,PhD,2,"Security, Networking",Yes,High,India,1
AI Engineer,Bachelors,4,"ML, Networking",No,High,Canada,0
ML Engineer,PhD,11,"DL, Security",Yes,High,India,1
AI Engineer,Masters,0,"CSS, Excel, DL, Networking",No,Medium,India,1
Research Scientist,Bootcamp,7,"Excel, SQL, Security, HTML",No,Low,Remote,1
Web Developer,Bootcamp,9,"Networking, CSS, Excel, HTML",No,High,Canada,1
DevOps Engineer,PhD,7,"R, Cloud",No,High,Remote,1
Web Developer,Masters,7,"ML, R, SQL, DL",Yes,Low,Remote,1
Database Admin,Masters,3,"R, Networking, Excel, HTML",Yes,Medium,USA,1
DevOps Engineer,Bootcamp,6,"CSS, Python, SQL",Yes,Low,USA,1
Cloud Engineer,PhD,13,"Security, Cloud, Networking, R",Yes,High,Remote,1
Web Developer,Bootcamp,6,"HTML, R",No,High,Canada,1
Cloud Engineer,Bootcamp,9,"Networking, R",No,Low,India,0
Data Scientist,Masters,11,"JS, SQL",No,High,Canada,1
AI Engineer,Bachelors,2,"Networking, Python, HTML, R",No,Medium,Remote,0
Data Scientist,Bachelors,10,"ML, CSS",Yes,Medium,USA,1
Data Scientist,Bootcamp,4,"ML, Networking",No,Low,UK,0
Web Developer,PhD,6,"SQL, HTML, Cloud, Networking",Yes,Medium,UK,1
AI Engineer,PhD,14,"CSS, DL",No,Medium,Germany,1
Business Analyst,Bachelors,4,"Python, CSS, DL",Yes,Low,Germany,1
Research Scientist,PhD,14,"SQL, Python",Yes,Medium,Canada,1
DevOps Engineer,Bachelors,9,"HTML, Networking",No,High,Remote,1
Data Scientist,Masters,4,"JS, HTML, Excel, DL",No,High,Germany,1
Business Analyst,Masters,13,"Cloud, Excel",Yes,High,Canada,1
Web Developer,PhD,9,"JS, SQL, R",Yes,Medium,India,1
Database Admin,Bachelors,10,"HTML, Security, Excel",No,Low,UK,1
Database Admin,Bachelors,7,"Python, JS, HTML, DL",No,High,Germany,1
Cloud Engineer,Masters,2,"DL, Networking, CSS, Cloud",Yes,Medium,USA,1
Research Scientist,Masters,1,"Security, CSS",No,Low,UK,0
Database Admin,Bootcamp,14,"Networking, SQL",No,Low,Remote,0
Research Scientist,Bachelors,9,"HTML, CSS",No,Medium,Canada,1
Database Admin,Masters,4,"DL, SQL, Security, ML",No,Medium,UK,1
Cybersecurity Analyst,Bachelors,2,"Networking, Security, Python, ML",No,Medium,Germany,0
ML Engineer,Bachelors,1,"HTML, Cloud",No,High,UK,0
Cloud Engineer,Masters,3,"Networking, DL, Excel",No,Medium,USA,1
Cybersecurity Analyst,Bootcamp,1,"SQL, ML, JS",No,Medium,UK,0
DevOps Engineer,Bootcamp,7,"Security, DL, HTML",No,High,Germany,1
Research Scientist,Bootcamp,2,"Security, Networking",Yes,Low,Canada,0
Data Scientist,Masters,2,"DL, ML, Cloud, R",Yes,Low,Remote,1
Research Scientist,PhD,1,"Python, JS, Cloud, R",No,High,India,1
Cloud Engineer,Masters,0,"R, Security, Cloud",Yes,Low,UK,1
Cloud Engineer,Bachelors,6,"Cloud, Excel, Networking",No,Low,India,0
ML Engineer,Bootcamp,4,"Cloud, HTML, Excel",No,Low,UK,0
Cybersecurity Analyst,Masters,7,"Cloud, JS, SQL, DL",Yes,Low,Canada,1
AI Engineer,PhD,2,"ML, R",No,Low,Germany,1
Web Developer,Masters,4,"HTML, Security, DL",Yes,High,India,1
ML Engineer,Bachelors,10,"Python, DL",Yes,High,USA,1
Cloud Engineer,Bachelors,3,"HTML, JS",Yes,High,Canada,1
Web Developer,PhD,7,"SQL, Networking, DL, HTML",Yes,Low,India,1
AI Engineer,Bootcamp,4,"Python, ML",Yes,Low,Canada,1
Web Developer,Bachelors,6,"HTML, R",No,Medium,Remote,1
Cybersecurity Analyst,Masters,6,"Excel, Cloud, JS, HTML",No,Low,Remote,1
Data Scientist,Masters,1,"Cloud, R, DL, Networking",Yes,High,Canada,1
DevOps Engineer,Bachelors,12,"Security, JS, Networking",No,High,UK,0
Research Scientist,Masters,1,"R, Security",Yes,Low,USA,1
Cloud Engineer,PhD,5,"DL, SQL",Yes,Low,USA,1
Web Developer,Bootcamp,9,"Security, HTML",No,Medium,Canada,1
Cloud Engineer,Masters,10,"Python, CSS, ML, Networking",Yes,Low,Remote,1
ML Engineer,Bachelors,9,"Security, DL, CSS",No,High,UK,1
Data Scientist,Masters,14,"Excel, SQL",No,Medium,Remote,1
AI Engineer,Bootcamp,13,"SQL, Cloud, Security, JS",Yes,Low,USA,1
ML Engineer,Masters,9,"JS, Python, Cloud, Excel",Yes,High,Remote,1
Research Scientist,Masters,14,"Networking, SQL, Python, ML",No,Medium,USA,1
Web Developer,Bootcamp,8,"JS, CSS, DL",No,Low,Germany,1
AI Engineer,PhD,0,"R, DL",Yes,High,UK,1
AI Engineer,Bootcamp,10,"SQL, HTML",No,Medium,Germany,1
Database Admin,Masters,5,"HTML, DL, Security",Yes,Low,Remote,1
DevOps Engineer,PhD,7,"Networking, ML, Security, Python",Yes,Low,Germany,1
Research Scientist,Bootcamp,10,"HTML, JS, R",Yes,Low,Germany,1
AI Engineer,Bootcamp,1,"Cloud, CSS, Excel, SQL",Yes,High,USA,0
Cloud Engineer,Bachelors,11,"Security, CSS",Yes,Medium,India,1
Database Admin,Bootcamp,5,"Security, R, DL, Cloud",Yes,High,India,1
AI Engineer,Bachelors,10,"Networking, HTML, Excel",No,High,Canada,1
Web Developer,Bootcamp,10,"Excel, JS, Networking",Yes,High,Germany,1
Business Analyst,PhD,6,"DL, SQL, JS, ML",Yes,High,India,1
Cybersecurity Analyst,Masters,0,"Python, HTML, DL, ML",No,High,UK,1
AI Engineer,Bootcamp,9,"ML, Cloud, Networking",No,Medium,Germany,1
Cloud Engineer,Masters,0,"SQL, Python, Cloud",Yes,High,Remote,1
ML Engineer,Masters,6,"JS, ML",No,High,Germany,1
Cybersecurity Analyst,Bachelors,5,"CSS, DL, Excel, R",Yes,High,Canada,1
Web Developer,PhD,3,"HTML, Excel",No,High,Canada,1
AI Engineer,PhD,6,"JS, Python, Excel",No,Low,India,1
ML Engineer,Bachelors,13,"SQL, Networking, Python",No,Low,Germany,0
Data Scientist,Bachelors,5,"ML, Networking",No,Medium,UK,0
Web Developer,Bachelors,1,"Python, Security",No,High,India,0
Web Developer,Bachelors,12,"Cloud, DL, HTML, JS",Yes,Low,India,1
AI Engineer,Bachelors,13,"ML, R, Security, DL",No,Low,UK,1
DevOps Engineer,Bachelors,14,"Security, R, Python, Cloud",No,Medium,Canada,0
Database Admin,Bachelors,10,"JS, SQL, ML, CSS",No,Medium,USA,1
Web Developer,Bootcamp,5,"Security, ML, JS, R",No,Low,Remote,0
Data Scientist,Bachelors,3,"ML, R",No,High,Remote,0
Web Developer,Bachelors,12,"DL, JS, CSS",No,Low,India,1
Business Analyst,PhD,12,"Excel, ML, HTML, CSS",Yes,Low,India,1
Cybersecurity Analyst,Masters,12,"HTML, Excel, Networking, ML",No,High,UK,1
Research Scientist,Bootcamp,9,"HTML, R",No,High,Germany,1
Data Scientist,PhD,12,"ML, CSS",No,Medium,Canada,1
Research Scientist,PhD,5,"CSS, Networking, Security",Yes,Medium,Canada,1
Database Admin,Bachelors,0,"SQL, Security, ML",No,High,Germany,0
Business Analyst,Masters,6,"Excel, Cloud, Networking",No,Low,Remote,1
Data Scientist,Masters,4,"Python, SQL, Cloud, R",No,Low,Remote,0
Web Developer,Bootcamp,4,"ML, DL",Yes,Medium,USA,1
Data Scientist,Bachelors,8,"R, HTML, Excel",Yes,Medium,Germany,1
Cloud Engineer,Bachelors,12,"ML, R, SQL, Cloud",Yes,High,Canada,1
Web Developer,PhD,2,"DL, R, SQL, JS",Yes,Low,USA,1
ML Engineer,Masters,3,"Cloud, ML",Yes,High,UK,1
ML Engineer,Bachelors,6,"Cloud, SQL, Excel, HTML",Yes,Medium,UK,1
Research Scientist,PhD,11,"ML, HTML, R, Security",Yes,Low,UK,1
Cybersecurity Analyst,Bootcamp,14,"Security, ML, Cloud",No,Medium,India,1
Data Scientist,PhD,7,"ML, HTML",No,High,Canada,1
DevOps Engineer,Bootcamp,4,"Python, Networking, Excel, R",No,Low,Germany,0
Cybersecurity Analyst,Bootcamp,11,"ML, DL",No,Medium,UK,1
Database Admin,Bootcamp,14,"Security, Python, Excel, Networking",Yes,Medium,Canada,1
Database Admin,PhD,10,"JS, DL",No,High,Germany,1
ML Engineer,Masters,1,"SQL, ML",Yes,Low,UK,1
Data Scientist,Bachelors,7,"Excel, DL",Yes,High,Germany,1
Research Scientist,Masters,9,"Excel, SQL",Yes,Low,USA,1
Cloud Engineer,PhD,13,"Security, ML, CSS, SQL",No,Medium,Germany,1
ML Engineer,PhD,5,"CSS, DL, JS, Excel",No,High,Remote,1
Business Analyst,Masters,1,"ML, Security, HTML, Networking",No,Low,India,1
Web Developer,Bachelors,4,"Security, CSS, Networking",Yes,Medium,Canada,0
Data Scientist,Masters,4,"ML, JS, HTML, CSS",No,Low,India,1
ML Engineer,PhD,7,"HTML, Excel, CSS",Yes,Low,UK,1
Research Scientist,Bachelors,9,"ML, Excel, R",No,Medium,Germany,1
Web Developer,Bootcamp,12,"ML, Networking, Python, R",Yes,Medium,USA,1
Cybersecurity Analyst,PhD,12,"Networking, Security, HTML",Yes,Low,Canada,1
ML Engineer,Bootcamp,11,"Networking, JS, Python, CSS",Yes,High,Germany,1
Database Admin,PhD,2,"Cloud, HTML",Yes,High,UK,1
Cybersecurity Analyst,PhD,4,"ML, Excel, Security",No,Medium,Canada,1
Cybersecurity Analyst,Bootcamp,9,"ML, JS, Python",Yes,High,Germany,1
Data Scientist,Bachelors,13,"Networking, HTML, Cloud, CSS",Yes,Low,Germany,1
Database Admin,PhD,5,"Security, Cloud, CSS",No,Low,Germany,0
Research Scientist,PhD,7,"Cloud, JS, CSS",No,High,UK,1
ML Engineer,PhD,0,"Excel, SQL",No,Medium,Remote,0
AI Engineer,Masters,0,"Security, Python, ML",Yes,Medium,USA,1
DevOps Engineer,Masters,2,"ML, DL, SQL",No,Low,USA,1
Data Scientist,Bootcamp,0,"DL, JS",No,High,Remote,0
Data Scientist,Bachelors,11,"Excel, JS, Python",No,High,USA,1
ML Engineer,Bootcamp,6,"Security, SQL, Networking, HTML",No,High,UK,1
DevOps Engineer,PhD,7,"Excel, Python, Cloud, SQL",Yes,Low,Remote,1
Cloud Engineer,Bachelors,0,"SQL, HTML",Yes,Medium,Canada,1
Research Scientist,Masters,7,"Cloud, JS, ML, Excel",No,Low,UK,1
AI Engineer,Bootcamp,13,"R, CSS, Security, Networking",No,Medium,Canada,0
ML Engineer,Bootcamp,3,"Excel, Networking, JS",Yes,Medium,Remote,0
Database Admin,Masters,8,"Networking, Python",No,Medium,Germany,1
Cloud Engineer,PhD,8,"Python, R, Cloud, Security",No,Low,Canada,1
AI Engineer,PhD,6,"Python, DL",No,Low,Remote,1
ML Engineer,Bootcamp,0,"DL, Security",No,Low,UK,0
AI Engineer,PhD,2,"Cloud, HTML, R, JS",Yes,Medium,Canada,1
Cloud Engineer,Bachelors,4,"Excel, HTML, ML, R",Yes,High,USA,1
ML Engineer,PhD,10,"DL, Python, Security, CSS",Yes,Low,Germany,1
Data Scientist,Bootcamp,10,"Python, ML",Yes,Low,USA,1
ML Engineer,Bachelors,12,"Excel, SQL, Security, Cloud",Yes,Medium,India,1
Web Developer,PhD,4,"Python, SQL",Yes,Medium,India,1
Research Scientist,Bootcamp,12,"Networking, JS, R",No,High,Canada,0
DevOps Engineer,PhD,12,"Cloud, ML",No,High,India,1
Cybersecurity Analyst,PhD,10,"DL, Excel, SQL, Cloud",No,Medium,Remote,1
Data Scientist,Bootcamp,1,"JS, DL, ML",Yes,High,Canada,1
ML Engineer,PhD,4,"DL, Networking",No,Low,Germany,1
ML Engineer,Bachelors,7,"Python, Excel, R, DL",No,High,India,1
DevOps Engineer,Bootcamp,8,"HTML, Cloud",Yes,Medium,Canada,1
Data Scientist,PhD,0,"DL, R",No,High,Germany,1
DevOps Engineer,Masters,0,"CSS, Networking",Yes,High,India,1
Web Developer,Bachelors,8,"JS, HTML",Yes,High,Germany,1
Research Scientist,PhD,6,"ML, Excel, Python",Yes,Low,UK,1
DevOps Engineer,Bootcamp,8,"CSS, JS, DL, R",No,Medium,India,1
Business Analyst,Bachelors,8,"R, Networking",No,Low,Canada,0
Cloud Engineer,Masters,13,"HTML, CSS, ML, Cloud",Yes,High,Remote,1
Business Analyst,Bachelors,12,"HTML, R, Cloud",No,Low,Germany,1
Database Admin,Bachelors,5,"HTML, Cloud",No,High,Remote,0
Database Admin,Masters,8,"HTML, Python, CSS, ML",Yes,Low,Germany,1
DevOps Engineer,Bachelors,6,"ML, JS",Yes,High,India,1
Cybersecurity Analyst,Masters,4,"Cloud, DL, Python",No,Medium,USA,1
Business Analyst,Bachelors,2,"JS, HTML",No,High,Canada,0
Cybersecurity Analyst,PhD,8,"ML, JS, Security, Cloud",No,Low,Remote,1
AI Engineer,PhD,0,"Excel, Python, SQL",No,High,Canada,1
Web Developer,Masters,9,"DL, Networking",No,Medium,USA,1
Database Admin,Bootcamp,2,"Security, Excel, DL",Yes,Medium,UK,1
Business Analyst,Bachelors,14,"Security, ML, SQL, Python",Yes,Low,India,1
Web Developer,Masters,10,"JS, SQL, ML",Yes,Low,Germany,1
DevOps Engineer,Bachelors,9,"SQL, Excel",No,Medium,USA,0
DevOps Engineer,Masters,14,"CSS, Networking, Python",Yes,High,Canada,1
Data Scientist,PhD,13,"Cloud, DL",No,Low,Remote,1
Research Scientist,PhD,3,"Security, Excel, Python",Yes,Low,USA,1
Research Scientist,Masters,5,"SQL, JS, ML",Yes,High,Canada,1
Business Analyst,Masters,4,"JS, Cloud",Yes,Medium,Germany,1
Cloud Engineer,Bootcamp,2,"Cloud, CSS, Security",Yes,High,India,0
Cloud Engineer,PhD,4,"Excel, R",No,Low,Remote,0
Cybersecurity Analyst,PhD,12,"JS, Cloud, Networking, Security",No,High,UK,1
Cybersecurity Analyst,PhD,7,"Excel, CSS, Cloud, Security",No,High,Canada,1
Research Scientist,Bootcamp,6,"Security, JS, ML, CSS",Yes,Medium,Germany,1
Web Developer,Bachelors,14,"SQL, HTML, Excel",Yes,Low,India,1
Cybersecurity Analyst,Bachelors,5,"Networking, DL",Yes,Medium,Canada,1
Research Scientist,PhD,10,"JS, Excel, HTML, SQL",Yes,Medium,USA,1
Data Scientist,Masters,8,"CSS, Cloud, SQL",No,High,USA,1
Research Scientist,Bachelors,10,"CSS, HTML, Excel, Cloud",Yes,High,India,1
Research Scientist,Bachelors,10,"SQL, Networking, DL",No,Medium,USA,1
Data Scientist,Bootcamp,5,"Python, R, Security, HTML",Yes,Low,UK,1
Data Scientist,PhD,10,"Networking, CSS",Yes,Medium,India,1
Web Developer,PhD,0,"Cloud, Python, R",Yes,Low,Remote,1
DevOps Engineer,Masters,12,"R, Security, Python, CSS",No,Medium,Remote,1
Web Developer,Bootcamp,1,"Networking, R",Yes,High,India,0
Database Admin,Bachelors,9,"HTML, SQL, DL, Cloud",No,High,UK,1
Business Analyst,PhD,8,"DL, SQL",Yes,Low,Germany,1
Data Scientist,Bootcamp,12,"Excel, JS, Security, CSS",No,Medium,Canada,0
Cloud Engineer,Bootcamp,13,"Networking, Security",Yes,Medium,Germany,1
DevOps Engineer,Bootcamp,1,"CSS, R, ML",Yes,Low,Germany,1
Cybersecurity Analyst,Masters,5,"Python, HTML, JS, CSS",Yes,High,Germany,1
Cloud Engineer,PhD,3,"CSS, Excel, Python, HTML",Yes,High,Germany,1
Web Developer,Bachelors,12,"Security, JS",Yes,Medium,Germany,1
Data Scientist,Bachelors,13,"ML, CSS, Excel",Yes,Medium,UK,1
AI Engineer,PhD,5,"JS, ML, Excel, DL",Yes,Medium,Canada,1
Database Admin,Masters,10,"DL, SQL",Yes,High,UK,1
DevOps Engineer,Masters,1,"DL, R, CSS",No,Low,Canada,1
Database Admin,PhD,6,"Security, Cloud",Yes,Low,Germany,1
Web Developer,PhD,7,"SQL, Excel, JS",Yes,Medium,USA,1
Cloud Engineer,Bachelors,1,"Python, Excel",Yes,Low,USA,0
Research Scientist,Bootcamp,9,"R, Networking, Security, Python",Yes,High,Germany,1
ML Engineer,Masters,12,"JS, CSS, DL",No,Medium,UK,1
Cybersecurity Analyst,Masters,13,"Excel, JS, R, SQL",No,High,India,1
AI Engineer,Bootcamp,2,"Python, R, HTML, CSS",No,High,USA,1
Business Analyst,Bachelors,5,"CSS, Excel, HTML",Yes,Low,Germany,1
Business Analyst,Masters,5,"DL, Security",Yes,Low,India,1
Data Scientist,Masters,2,"CSS, JS",No,High,UK,0
Data Scientist,Masters,6,"CSS, Python, JS",Yes,High,India,1
Cybersecurity Analyst,PhD,0,"Security, DL",Yes,High,Canada,1
Data Scientist,Bachelors,6,"Security, JS",No,Medium,India,0
ML Engineer,Masters,8,"CSS, Security, Networking",No,High,Germany,1
Data Scientist,PhD,3,"JS, DL, Cloud, Security",No,Medium,India,1
Cybersecurity Analyst,PhD,12,"DL, Security, R",No,Medium,Germany,1
Database Admin,Bootcamp,4,"CSS, Security, DL",No,Medium,Remote,0
AI Engineer,Masters,4,"Security, SQL, DL",No,High,UK,1
Cybersecurity Analyst,Bootcamp,11,"Security, Excel, Networking",Yes,High,Germany,1
Database Admin,PhD,10,"ML, Python, Cloud",Yes,Low,Germany,1
Cloud Engineer,Masters,4,"Excel, Networking, DL",Yes,High,USA,1
AI Engineer,Bootcamp,5,"DL, ML",Yes,Medium,Remote,1
DevOps Engineer,Bootcamp,3,"Cloud, JS",Yes,Low,UK,0
Cybersecurity Analyst,Masters,13,"Python, Excel",No,High,Canada,1
DevOps Engineer,Bootcamp,5,"Cloud, DL, JS",Yes,Medium,USA,1
Database Admin,PhD,1,"R, Security",No,High,India,0
AI Engineer,PhD,6,"Excel, Cloud, HTML, CSS",Yes,Low,Germany,1
Research Scientist,PhD,13,"DL, Python, ML",No,Medium,Germany,1
Business Analyst,Masters,3,"Excel, R",No,High,Germany,0
Business Analyst,PhD,14,"JS, SQL, Python, Security",Yes,High,Remote,1
Business Analyst,Bachelors,11,"ML, HTML, JS, DL",No,High,Remote,1
Database Admin,PhD,12,"DL, CSS",No,Medium,Germany,1
ML Engineer,Masters,8,"DL, R, Python",Yes,Low,UK,1
DevOps Engineer,PhD,12,"Excel, JS, HTML",No,High,Remote,1
Research Scientist,PhD,9,"ML, HTML, Excel",No,High,Remote,1
Cloud Engineer,Masters,5,"DL, Security",Yes,Medium,Remote,1
ML Engineer,Bootcamp,4,"CSS, SQL, HTML, Networking",No,High,UK,0
Research Scientist,Bootcamp,6,"CSS, Networking, Cloud",No,Medium,Remote,0
Cybersecurity Analyst,PhD,10,"R, Excel, Cloud, ML",No,Medium,Germany,1
Data Scientist,Masters,14,"R, Cloud, Networking",Yes,Medium,Remote,1
Cybersecurity Analyst,Bootcamp,14,"Cloud, Security",Yes,Low,Germany,1
Research Scientist,PhD,7,"Python, Networking, Excel",Yes,Medium,Canada,1
Data Scientist,PhD,7,"HTML, SQL",Yes,High,Remote,1
Research Scientist,Bachelors,1,"Security, Networking",No,Medium,India,0
Data Scientist,PhD,7,"Networking, JS, Excel, CSS",No,High,Germany,1
Research Scientist,Bachelors,9,"SQL, Python",No,Low,Germany,0
Data Scientist,Masters,13,"Python, HTML",No,Medium,Remote,1
ML Engineer,Bachelors,10,"ML, SQL, R",No,Low,Germany,1
Data Scientist,Bootcamp,9,"R, DL",No,High,Germany,1
AI Engineer,Masters,12,"R, SQL, DL, Excel",Yes,Low,India,1
ML Engineer,Masters,7,"DL, Networking",No,Medium,USA,1
AI Engineer,Bachelors,8,"JS, HTML",No,Low,Germany,1
Web Developer,PhD,6,"DL, SQL, Security, R",Yes,Low,USA,1
AI Engineer,Bootcamp,7,"ML, Networking, Security",No,Low,Remote,1
Database Admin,PhD,2,"JS, DL",No,Medium,UK,1
Cybersecurity Analyst,PhD,5,"Cloud, Excel, SQL, JS",No,High,Remote,0
Data Scientist,PhD,2,"CSS, Cloud",Yes,Low,Canada,1
Business Analyst,Masters,12,"R, JS, Networking, CSS",No,Medium,USA,1
Web Developer,Bootcamp,1,"SQL, DL",No,High,Remote,0
AI Engineer,Masters,14,"Cloud, JS, SQL, HTML",No,Medium,USA,1
Database Admin,Bachelors,12,"HTML, DL, Networking",Yes,High,USA,1
ML Engineer,Masters,7,"Networking, Python, Security",No,High,Remote,1
Research Scientist,Bachelors,5,"Cloud, Networking",No,Medium,India,0
Research Scientist,Bootcamp,12,"Python, HTML",Yes,Low,Canada,1
DevOps Engineer,Bachelors,13,"Cloud, Security, ML",Yes,Medium,Remote,1
ML Engineer,PhD,4,"Cloud, SQL",No,Low,India,0
Cloud Engineer,Bachelors,11,"JS, Cloud",Yes,Medium,USA,1
Business Analyst,Bachelors,5,"R, CSS, SQL, JS",No,Low,India,0
Cloud Engineer,Bootcamp,14,"Python, Cloud, Security",No,Medium,India,0
Research Scientist,Masters,4,"Security, R",No,High,USA,0
AI Engineer,Masters,8,"Security, Networking",No,Low,Germany,1
Database Admin,Bootcamp,9,"JS, Cloud, SQL, R",Yes,Medium,USA,1
Cybersecurity Analyst,Bachelors,7,"Security, CSS, Python, ML",Yes,Medium,Remote,1
Database Admin,Masters,3,"JS, Networking, DL",No,High,Canada,1
Research Scientist,Masters,4,"HTML, R, ML, SQL",No,High,UK,1
Business Analyst,Bootcamp,5,"JS, ML",No,Low,India,0
Cybersecurity Analyst,Bootcamp,2,"Python, R, HTML",Yes,Medium,USA,1
Business Analyst,Masters,14,"Excel, Python, R, Security",Yes,Medium,India,1
Business Analyst,Masters,1,"HTML, R, Networking",No,Low,Germany,1
Cloud Engineer,Bootcamp,2,"Cloud, CSS, ML, SQL",No,High,Canada,0
Data Scientist,Masters,9,"Cloud, ML",Yes,High,India,1
AI Engineer,PhD,0,"CSS, R",Yes,High,India,1
Web Developer,Bachelors,8,"Excel, HTML, Security",Yes,High,Canada,1
Cybersecurity Analyst,PhD,11,"Cloud, CSS",Yes,Low,India,1
Web Developer,Bachelors,2,"R, SQL",No,Low,Remote,0
AI Engineer,Bachelors,9,"R, SQL",Yes,High,Remote,1
Business Analyst,Bachelors,4,"DL, CSS, R",No,Medium,USA,0
Data Scientist,PhD,4,"SQL, Python, HTML",No,Medium,Germany,1
ML Engineer,Masters,0,"R, HTML, JS",Yes,High,UK,1
DevOps Engineer,Bachelors,8,"Cloud, DL, SQL, HTML",No,High,UK,1
AI Engineer,PhD,14,"Cloud, JS, DL",No,High,Canada,1
DevOps Engineer,Bootcamp,5,"R, HTML, Networking",Yes,High,India,1
Web Developer,Bootcamp,2,"Security, R, Excel",Yes,Medium,Remote,0
Research Scientist,Bootcamp,11,"CSS, Excel",No,Medium,USA,0
Cybersecurity Analyst,Masters,11,"SQL, Cloud, ML",Yes,Low,Germany,1
Cybersecurity Analyst,Masters,11,"Excel, CSS, SQL",Yes,High,India,1
Research Scientist,PhD,12,"SQL, Security",Yes,Medium,India,1
Research Scientist,PhD,2,"SQL, Security",No,High,Germany,0
Cloud Engineer,Bachelors,8,"SQL, Python, R",No,Low,Germany,0
ML Engineer,Bachelors,2,"Python, CSS",No,Medium,Canada,0
Cloud Engineer,Bootcamp,3,"JS, ML, Networking, R",No,Low,Canada,0
Business Analyst,PhD,0,"SQL, R, Cloud, Python",Yes,Medium,Germany,1
Business Analyst,PhD,12,"HTML, ML, Excel",Yes,Low,USA,1
DevOps Engineer,Bootcamp,14,"Security, R, Cloud, HTML",No,Medium,India,1
Web Developer,Masters,8,"CSS, Security, Networking, Python",No,Medium,Germany,1
Research Scientist,Bootcamp,8,"SQL, R, JS, Excel",Yes,Low,Remote,1
AI Engineer,Bachelors,14,"Security, Networking, DL",Yes,High,India,1
Cloud Engineer,Masters,13,"SQL, Networking, Python, Cloud",Yes,High,UK,1
Database Admin,Bachelors,5,"R, Python, SQL, DL",No,Low,India,0
Business Analyst,PhD,4,"ML, CSS, R, DL",Yes,Medium,Germany,1
Database Admin,Bachelors,10,"Cloud, DL, JS",No,High,India,1
DevOps Engineer,Bootcamp,9,"CSS, SQL",No,Medium,Remote,0
Research Scientist,Bootcamp,8,"Python, Networking",Yes,Medium,USA,1
DevOps Engineer,Bootcamp,7,"R, CSS, DL, Security",No,Medium,Remote,1
Cybersecurity Analyst,PhD,8,"Networking, CSS",Yes,Low,Canada,1
Business Analyst,Bachelors,3,"SQL, Networking, CSS",Yes,Medium,UK,0
DevOps Engineer,Bootcamp,3,"Excel, Cloud, R",No,Medium,Germany,0
Business Analyst,PhD,8,"ML, DL",No,High,Canada,1
Cloud Engineer,PhD,10,"Cloud, Security, Excel, DL",Yes,High,USA,1
AI Engineer,Bachelors,5,"Python, R",Yes,Medium,USA,0
DevOps Engineer,Masters,8,"Networking, SQL",Yes,High,India,1
Cybersecurity Analyst,Bachelors,4,"DL, Security",No,High,UK,0
Research Scientist,Bootcamp,6,"Excel, HTML, DL, CSS",No,Low,India,1
Business Analyst,PhD,12,"R, Python, HTML, DL",Yes,Medium,Remote,1
Cybersecurity Analyst,Bachelors,7,"R, SQL, Security, DL",No,Low,India,1
Data Scientist,Masters,4,"Excel, Cloud, Security, Networking",Yes,Medium,Germany,1
Database Admin,PhD,0,"Excel, ML, Python, Cloud",No,Low,Canada,1
Data Scientist,Bachelors,8,"Python, DL",No,High,UK,1
DevOps Engineer,PhD,14,"Security, SQL, Cloud, Excel",Yes,High,Germany,1
Cybersecurity Analyst,PhD,11,"R, DL, Security",No,Low,India,1
Business Analyst,Bootcamp,12,"Cloud, Networking",No,High,USA,0
Research Scientist,Bootcamp,4,"CSS, DL",No,Medium,UK,0
Data Scientist,Bachelors,14,"JS, Security, Python, DL",No,Medium,India,1
Cloud Engineer,Bootcamp,9,"Python, Networking",Yes,Low,Canada,1
Web Developer,Bootcamp,5,"SQL, DL, Security",No,Medium,USA,0
Cybersecurity Analyst,Bachelors,1,"SQL, R, CSS",No,Medium,USA,0
Database Admin,Masters,7,"JS, Security, Cloud",Yes,High,UK,1
Cloud Engineer,Bootcamp,14,"R, Excel, Python, CSS",Yes,High,Germany,1
DevOps Engineer,Masters,9,"DL, CSS, Networking, Excel",Yes,Low,UK,1
Cybersecurity Analyst,Bootcamp,14,"Python, CSS, Cloud",Yes,High,Germany,1
ML Engineer,Bachelors,3,"CSS, R, SQL, Cloud",Yes,High,Remote,0
Research Scientist,PhD,10,"Security, DL",No,Medium,Remote,1
Cybersecurity Analyst,PhD,7,"Networking, HTML, JS",No,High,India,1
Web Developer,PhD,12,"SQL, Cloud",No,Medium,Remote,1
DevOps Engineer,Masters,1,"Cloud, Security",Yes,Medium,Remote,1
ML Engineer,Bachelors,12,"Cloud, Security, CSS, JS",Yes,High,Germany,1
Database Admin,Masters,12,"Cloud, Networking, DL",Yes,High,UK,1
Database Admin,PhD,7,"SQL, DL, Python, CSS",No,Low,India,1
Research Scientist,Bachelors,10,"HTML, Cloud, R, DL",No,Medium,Germany,1
AI Engineer,Bachelors,9,"Networking, Security, JS",Yes,High,Remote,1
Cybersecurity Analyst,Bootcamp,5,"Cloud, Excel",Yes,Medium,UK,0
Cybersecurity Analyst,Bootcamp,7,"ML, Security",Yes,High,Canada,1
