Year,Country,CO2_Emissions,Temperature_Anomaly,Sea_Level_Rise_mm,Deforestation_Rate,Renewable_Energy_%,Population_Millions,Urbanization_%,Greenhouse_Gases_ppm,Climate_Risk_Level
2014,India,4841.82,0.948,5.78,2.4,50.21,584.25,31.57,424.97,Medium
1999,Canada,3924.65,0.87,2.24,4.23,44.29,542.05,60.49,398.82,High
2023,China,6022.05,0.869,2.35,2.95,15.54,1081.83,67.12,394.01,High
1981,Russia,6082.64,1.164,4.26,0.35,34.85,577.8,80.17,438.67,High
1986,Russia,4315.25,1.055,3.99,3.48,12.56,555.94,63.86,418.91,Medium
2011,Canada,5535.9,1.007,4.09,3.7,49.44,1296.95,82.1,398.24,High
1998,Russia,3712.97,0.919,4.08,2.48,42.74,1031.69,71.18,399.65,Medium
1991,UK,5246.74,0.901,2.57,4.49,20.36,283.06,40.89,411.96,High
1988,Russia,3773.13,1.405,3.57,1.0,10.11,1024.12,86.96,449.7,Medium
2006,Pakistan,4266.35,1.127,2.67,3.77,49.28,1115.4,21.79,386.22,High
1993,China,6294.81,1.219,3.82,1.93,11.24,292.56,74.95,362.03,High
1981,Australia,6772.11,1.496,3.44,3.04,55.81,205.39,29.6,419.65,High
2000,UK,2912.68,1.424,1.77,1.49,23.07,394.91,28.48,419.88,Medium
1983,UK,4769.2,0.897,4.7,2.8,26.36,1379.34,24.79,361.89,Medium
2000,Brazil,6016.56,0.877,3.7,1.12,35.81,303.22,35.62,400.95,High
2001,Brazil,3434.94,0.826,3.32,1.0,27.18,1248.47,27.87,401.97,Low
1981,Australia,4404.52,0.795,3.75,1.97,23.19,570.61,56.13,426.03,Low
1996,UK,5819.05,1.271,2.35,2.4,28.15,84.87,65.73,385.42,Medium
1998,Germany,4191.62,1.023,4.18,3.88,55.4,320.02,32.73,393.26,High
2019,Pakistan,3005.22,0.976,4.02,4.72,39.73,1178.13,38.0,400.57,High
2003,USA,4497.75,1.195,3.7,0.17,16.98,912.62,56.04,450.83,Low
1999,Germany,4683.25,1.378,4.23,2.37,35.73,1203.91,79.9,415.14,Medium
2017,China,7335.58,1.387,0.06,1.34,27.97,951.36,77.05,411.17,High
1991,Canada,8531.89,1.369,3.95,2.25,26.43,494.91,56.5,432.52,High
2004,Brazil,5504.05,0.728,3.84,1.82,42.92,47.46,46.37,400.1,Medium
2002,Germany,5142.47,1.339,3.04,1.62,42.93,921.07,43.89,412.15,Medium
2013,UK,3333.6,0.879,3.87,4.19,51.82,270.72,67.56,397.79,High
2011,Australia,2905.4,1.183,2.84,4.53,22.8,272.96,55.64,357.94,High
2003,Pakistan,6742.61,1.095,2.14,4.54,34.19,1085.68,77.67,403.23,High
2021,Pakistan,2792.31,0.212,3.33,1.79,47.53,20.69,56.72,394.61,Low
2004,Australia,5990.8,0.913,4.1,1.08,49.51,1366.74,88.23,411.03,Medium
1982,Brazil,8579.39,1.401,5.09,4.09,15.01,289.67,24.91,422.91,High
2004,India,3467.09,1.355,3.68,3.59,35.88,159.3,48.52,426.31,High
2007,India,2125.43,1.008,2.4,4.12,59.02,950.44,67.42,390.79,High
1991,India,5720.23,0.805,2.35,4.8,12.41,292.08,82.46,395.07,High
2005,Canada,6928.4,0.901,3.24,0.33,22.06,1298.85,35.64,375.99,High
2023,Germany,3514.63,1.326,2.15,2.02,21.45,1126.84,23.35,412.46,Medium
1987,Germany,6439.05,1.34,5.38,4.65,49.62,466.61,59.5,427.12,High
1984,China,6871.34,1.536,4.61,4.29,50.87,1007.57,45.06,400.79,High
1990,India,5573.33,0.974,3.99,0.67,33.34,887.36,70.42,360.06,Medium
2021,China,4403.32,1.822,4.81,2.87,19.7,1044.01,27.72,376.25,Medium
2014,UK,6211.18,0.806,3.6,4.96,34.83,529.86,44.22,408.66,High
2006,India,4217.17,1.72,3.48,3.12,42.55,877.03,79.91,420.7,Medium
2020,UK,4932.26,1.525,2.85,0.88,24.23,828.61,57.09,415.88,Medium
2023,Brazil,4453.88,0.931,3.67,3.15,15.4,364.1,25.18,432.71,Low
2017,Pakistan,5421.51,1.185,2.6,4.14,33.98,398.64,48.9,419.14,High
1998,Pakistan,5264.35,0.832,3.03,0.11,29.97,1295.65,83.34,450.03,Low
2011,UK,4961.27,1.047,3.5,2.95,56.08,105.55,39.96,401.23,Low
2007,India,4636.86,1.407,3.67,0.71,34.56,1075.19,61.93,387.97,Medium
2015,Australia,5892.47,0.985,3.89,1.4,37.52,1182.32,75.87,423.98,Medium
1997,Germany,3905.91,0.685,3.21,4.17,30.69,788.49,55.59,396.44,High
1989,India,3783.36,0.582,3.27,3.19,55.08,173.69,43.17,388.55,Low
2011,Russia,6703.91,0.824,2.96,3.51,19.77,48.86,49.64,390.84,High
1997,Russia,6394.43,1.059,2.18,0.51,12.63,88.3,71.69,422.74,High
1991,Canada,3961.72,1.39,5.09,1.4,33.74,408.63,30.82,410.65,Medium
1987,Germany,3867.89,0.839,3.45,0.57,57.09,260.83,37.26,375.65,Low
2012,Russia,3952.39,1.159,3.75,2.79,31.56,597.81,33.85,422.78,Low
2017,USA,2231.17,1.594,3.47,0.81,32.0,37.21,64.67,408.62,Medium
1993,Canada,6417.0,0.541,2.56,0.14,53.69,1213.52,52.43,424.61,High
1981,Pakistan,5541.41,1.16,5.86,2.69,54.81,1240.1,80.93,389.21,Medium
1988,India,3653.99,0.842,1.8,3.45,19.22,228.04,57.77,345.48,Low
2023,UK,6061.4,0.72,3.41,1.69,46.71,178.33,82.21,439.36,High
1984,Russia,6326.58,1.095,2.49,4.95,50.76,145.34,83.74,409.13,High
2013,Pakistan,4924.81,1.544,5.11,1.87,14.95,1261.09,72.59,384.36,Medium
1998,Germany,5678.32,1.001,2.76,3.57,52.33,1242.83,74.76,361.84,High
1986,China,5646.33,0.794,4.05,2.47,25.93,897.48,49.13,418.02,Medium
2018,Brazil,4978.28,0.694,1.53,3.83,18.98,164.39,86.31,396.17,High
2021,Australia,5044.15,1.08,3.73,4.54,57.1,1259.43,77.51,388.0,High
1996,Pakistan,5548.87,0.953,4.42,4.1,32.74,1091.13,62.02,430.33,High
2005,UK,5310.29,0.757,3.87,3.5,50.09,54.04,89.89,398.4,Medium
2006,Canada,4338.95,0.825,1.36,3.5,22.72,1203.62,48.08,431.89,Low
2022,Brazil,4172.83,1.144,2.29,3.16,45.77,252.08,39.28,473.8,Low
2007,Brazil,7395.54,0.84,3.21,3.62,20.56,1178.69,69.54,437.9,High
1999,Australia,4435.91,0.898,4.32,4.72,51.91,1182.98,85.24,401.34,High
1985,Russia,3078.35,0.932,2.65,1.91,11.12,739.28,38.12,395.06,Low
1987,Russia,6768.23,1.236,2.7,1.34,43.22,399.49,88.5,427.25,High
2011,USA,4936.21,1.132,2.63,0.44,27.89,910.25,27.69,401.67,Low
1998,Australia,4888.03,0.977,2.24,4.26,15.18,987.75,47.38,417.08,High
2011,Australia,4915.28,1.156,3.73,0.7,15.4,1266.7,39.99,391.18,Low
1998,Canada,6883.32,1.078,2.47,1.04,39.61,1178.14,45.18,431.71,High
2003,Germany,3540.18,1.257,5.44,4.68,21.1,60.39,56.19,383.25,High
2003,India,6646.97,0.526,3.02,4.48,17.18,1093.03,57.49,379.61,High
1996,USA,5498.14,1.592,2.45,4.85,22.96,117.99,21.62,369.61,High
1997,China,6378.8,0.953,1.39,1.35,45.35,1233.38,71.86,417.38,High
1991,UK,4318.71,0.88,0.9,2.69,50.98,68.01,70.12,397.0,Low
2020,UK,9024.37,0.9,5.21,1.64,58.74,1339.09,30.89,381.35,High
2002,Australia,4832.81,1.048,4.19,3.98,33.91,1343.31,46.8,406.23,High
1997,Australia,4907.12,0.733,3.36,1.47,31.35,804.21,66.98,352.81,Low
1995,Russia,3634.98,1.057,3.19,4.91,38.53,912.63,46.14,393.43,High
1995,Canada,4807.85,1.071,1.26,0.92,34.31,974.85,50.71,382.38,Low
2015,UK,3710.68,1.42,2.83,4.91,30.82,1027.05,56.0,422.54,High
2002,Canada,8246.63,0.762,1.79,2.14,54.62,610.46,60.04,402.24,High
2001,India,2302.79,1.598,2.95,1.04,23.29,495.39,67.64,367.49,Medium
2018,Canada,1518.39,0.855,2.51,2.4,44.3,774.9,88.3,434.54,Low
2012,India,4162.15,0.789,3.63,4.5,57.96,230.4,56.91,372.46,High
2003,Germany,5550.2,0.865,2.74,2.91,40.21,1261.56,76.13,425.78,Low
1999,Pakistan,7034.43,1.062,1.98,2.12,16.01,866.3,30.25,460.62,High
2012,Pakistan,5203.63,1.12,3.09,1.14,41.66,1335.33,75.43,446.05,Low
2010,Russia,4501.26,1.224,3.37,2.2,53.77,604.03,31.25,391.96,Medium
2019,India,5010.39,0.697,4.05,1.75,55.34,796.43,52.64,443.46,Medium
1987,Canada,6158.56,0.491,5.34,2.09,37.33,160.41,35.34,364.29,High
1989,Germany,3245.44,1.137,5.93,1.29,16.11,263.5,47.78,403.94,Medium
1980,India,6477.76,1.104,2.18,3.34,18.97,115.61,81.48,408.57,High
2000,UK,2205.6,1.137,2.94,4.06,37.15,965.74,28.98,429.86,High
2004,Canada,4632.59,1.059,2.51,0.19,56.18,981.12,54.19,402.42,Low
2011,Brazil,4852.06,0.688,0.61,2.82,50.99,1103.16,45.7,417.32,Low
1989,UK,2859.18,0.821,4.04,2.37,32.65,1065.53,77.63,410.23,Medium
1988,Canada,5051.24,1.142,4.24,0.73,33.71,1323.53,33.48,423.98,Medium
1999,Canada,4342.99,1.043,2.18,1.16,14.13,307.18,66.63,408.17,Low
1999,USA,5363.97,1.334,4.52,1.66,57.45,151.25,82.6,416.98,Medium
2019,China,5432.48,1.265,3.62,2.67,47.01,1254.74,32.38,405.16,Medium
1986,USA,5557.74,0.849,4.21,0.84,28.14,328.35,84.35,409.1,Medium
1990,Russia,4238.72,1.646,3.41,4.46,17.05,1093.6,34.96,394.67,High
2000,Canada,5227.73,0.589,2.92,2.12,25.81,1323.02,54.25,423.78,Low
2017,Canada,6817.32,0.803,4.2,4.12,56.47,533.72,38.01,380.43,High
1998,India,6195.41,1.034,3.75,2.32,28.15,680.17,25.89,381.03,High
1994,Australia,5454.52,0.621,2.88,4.8,43.11,314.18,23.64,414.24,High
1985,China,3550.4,0.634,4.24,4.18,56.89,830.01,38.2,383.88,High
1989,Australia,1112.15,0.454,3.2,4.53,44.35,207.63,88.84,399.86,High
1995,Germany,2018.7,1.218,2.78,1.33,50.14,16.78,38.07,428.61,Medium
2024,Pakistan,5959.21,-0.1,2.09,4.08,37.79,1251.89,54.38,427.45,High
1990,India,3796.02,1.123,5.42,3.4,25.31,388.38,60.64,444.09,Medium
2014,Brazil,3080.41,1.285,2.52,2.61,40.98,242.11,22.46,428.16,Medium
1987,Germany,4018.22,1.126,1.13,2.65,41.46,1085.46,42.69,411.39,Low
2007,China,4795.6,0.81,4.86,2.4,50.54,786.35,22.64,391.74,Medium
1982,USA,5126.37,0.625,3.89,1.89,15.47,489.02,33.25,424.18,Medium
1981,India,3899.92,1.489,0.96,4.29,43.23,727.49,39.24,370.49,High
1993,China,6372.39,1.116,4.56,0.79,24.66,189.0,41.54,416.57,High
2008,Pakistan,4672.44,0.568,3.99,4.8,13.07,1210.24,26.15,383.27,High
1982,China,4621.3,0.786,4.2,1.99,20.93,352.3,72.06,427.54,Medium
1980,Brazil,3613.12,1.351,3.55,2.07,20.81,864.86,36.68,422.32,Medium
1994,UK,7923.6,1.376,3.76,3.03,58.78,961.01,61.91,374.55,High
1999,Pakistan,4752.53,0.995,3.46,0.96,37.18,169.57,33.89,425.06,Low
2001,Pakistan,5814.5,1.49,3.16,0.44,59.09,10.98,76.94,349.69,Medium
2013,Australia,5259.65,1.046,4.0,4.6,19.16,794.07,49.62,436.57,High
2012,Brazil,6865.7,0.779,3.61,3.98,35.21,574.98,65.4,396.65,High
1988,Germany,3727.7,0.559,1.75,0.73,43.87,1384.69,63.75,412.66,Low
1982,Australia,5788.51,1.621,2.23,3.46,35.21,823.83,44.15,405.0,Medium
1981,China,4527.49,0.375,3.05,4.41,42.27,1257.93,80.28,399.63,High
1983,Brazil,5283.94,0.976,1.51,4.6,21.99,660.21,75.63,417.36,High
1995,Canada,4482.0,1.58,2.96,4.08,14.01,866.08,49.28,406.34,High
2012,Brazil,7871.03,0.945,3.43,2.63,30.57,732.83,74.15,415.6,High
1988,UK,4831.42,1.35,2.1,1.14,19.92,384.8,37.98,424.84,Medium
2019,China,2666.58,1.248,4.63,1.06,55.63,366.12,42.72,424.98,Medium
2017,Russia,4805.96,1.144,1.97,2.6,34.58,1189.61,21.09,421.02,Low
1997,Brazil,5199.88,1.038,2.57,2.54,40.44,943.43,85.53,411.42,Low
1995,USA,5196.42,0.876,3.74,1.88,26.1,952.41,37.11,413.93,Low
1987,India,3091.21,0.849,2.42,0.2,12.05,825.91,83.9,422.0,Low
2002,Canada,3223.97,0.778,3.69,3.3,14.37,492.61,33.25,402.15,Low
2015,Pakistan,7787.65,0.862,2.2,1.92,31.72,702.93,52.03,418.02,High
1982,Russia,4661.11,1.048,4.77,2.32,46.62,485.1,67.72,426.12,Medium
1994,UK,4817.08,0.757,2.43,4.91,30.47,363.56,30.64,426.88,High
2017,Brazil,8133.36,1.071,1.87,2.94,30.97,839.09,59.57,435.41,High
2012,China,6203.22,0.939,3.74,4.29,39.07,178.42,87.93,421.88,High
1997,Russia,4948.8,1.707,3.22,2.28,26.69,575.8,29.12,455.58,Medium
2002,Germany,5353.69,1.603,1.38,4.71,47.65,1319.83,33.13,387.94,High
2022,Canada,7992.85,1.038,3.52,0.43,57.0,1358.82,52.83,384.0,High
1982,China,4049.96,0.47,4.02,2.49,49.96,804.65,46.06,383.15,Medium
2009,China,6251.94,1.186,5.73,0.46,54.34,1166.05,25.66,409.37,High
2024,Germany,6021.96,1.456,3.51,4.25,43.34,256.75,80.38,397.04,High
1996,Russia,5090.44,0.349,1.51,3.54,22.82,1214.16,84.41,380.15,High
2011,Russia,4180.97,1.177,5.97,0.32,10.94,615.63,89.2,461.82,Medium
1986,Germany,5604.46,1.295,3.79,4.24,47.51,888.21,69.23,397.34,High
2018,USA,4995.98,1.108,1.02,2.06,53.77,75.59,69.15,437.77,Low
1993,Australia,6078.47,1.144,3.93,0.4,10.79,512.83,74.97,430.57,High
1994,Canada,2541.77,0.863,3.42,1.42,28.0,417.27,68.52,429.41,Low
2023,Pakistan,9774.66,1.123,4.08,4.45,13.87,420.95,35.21,407.24,High
1991,UK,5891.67,0.996,4.04,4.44,41.48,193.11,58.15,388.25,High
1987,USA,5725.87,0.866,3.96,0.24,52.77,947.69,38.17,400.12,Medium
1995,Pakistan,8082.84,0.921,3.52,1.87,16.71,790.9,30.16,402.88,High
2020,UK,4062.74,0.57,3.33,3.21,22.98,790.15,21.01,401.01,Low
2013,Brazil,3958.16,0.678,4.14,4.39,47.38,342.94,32.21,421.89,High
2003,India,4510.08,0.688,1.04,4.08,37.32,274.09,25.89,427.46,High
2008,Brazil,8258.47,1.128,2.48,2.52,29.03,628.35,39.17,382.13,High
1995,Germany,4861.09,0.771,3.65,0.85,50.94,379.48,21.3,379.86,Low
1984,UK,9136.71,1.337,2.48,0.63,41.96,62.12,54.68,392.77,High
1984,Russia,4201.31,0.951,3.48,1.04,30.48,1082.04,52.94,386.93,Low
2009,Australia,1071.16,1.059,2.07,1.83,46.81,330.03,80.32,418.84,Low
1984,Russia,2476.63,0.834,2.82,1.1,44.9,1393.76,26.92,418.16,Low
2022,Brazil,5884.81,1.157,3.48,3.11,27.18,872.48,79.37,414.52,Low
1992,Brazil,5971.66,1.042,4.14,4.35,57.67,1178.62,52.61,426.91,High
2014,UK,5544.08,1.402,4.97,2.5,31.82,738.27,28.64,398.92,Medium
2004,Pakistan,3456.41,1.33,4.33,2.13,59.36,1289.61,22.33,433.53,Medium
1993,Canada,3209.73,0.583,3.95,0.2,58.13,250.2,49.69,361.03,Medium
2023,China,2831.64,1.345,2.36,4.22,40.04,400.54,66.29,383.78,High
2005,Brazil,4528.67,0.868,3.88,4.83,35.98,246.15,53.56,381.21,High
1997,Germany,5523.64,0.934,2.42,4.17,55.98,1152.92,70.27,397.16,High
1999,Russia,6927.1,1.494,2.65,4.81,29.26,259.78,22.32,398.36,High
2013,Australia,6414.33,1.004,2.48,4.39,12.48,836.05,39.67,404.66,High
1986,UK,5271.93,0.912,5.05,1.08,13.56,888.42,50.52,428.08,Medium
1989,Pakistan,9026.64,1.412,3.28,3.31,34.6,1203.92,51.06,399.82,High
1994,Canada,5079.03,0.487,2.49,2.67,21.64,251.56,81.84,402.51,Low
1996,Canada,1611.84,1.139,5.59,0.97,22.84,1044.19,71.84,432.99,Medium
1990,India,3003.02,0.714,1.42,4.21,36.86,230.37,44.33,449.58,High
2013,China,5166.11,0.864,2.48,4.35,41.41,1398.33,78.28,439.43,High
2006,Pakistan,2997.98,1.136,4.02,1.08,49.76,1231.64,85.12,404.91,Medium
2000,Germany,6977.12,0.383,3.03,2.72,54.6,250.65,76.8,403.16,High
2010,Russia,5349.92,1.604,4.12,0.24,30.54,1015.61,23.2,435.62,Medium
1983,Germany,7021.75,1.181,2.76,1.09,40.03,1311.52,65.7,419.18,High
2020,Germany,5417.16,1.234,3.23,2.43,52.17,130.94,70.29,410.13,Medium
1996,China,1365.43,0.719,3.83,4.77,49.7,952.22,63.18,406.05,High
1999,Brazil,7272.86,0.578,3.48,2.1,27.41,1260.39,53.53,369.43,High
2004,UK,4916.11,1.031,2.38,0.62,59.93,897.1,80.98,410.06,Low
2019,Germany,4992.57,0.797,2.51,1.11,42.94,805.88,66.61,424.94,Low
2002,China,5716.34,0.86,2.63,3.14,26.87,52.71,86.35,415.56,Low
1994,Germany,4794.99,1.448,2.24,4.64,58.87,710.79,46.74,403.97,High
2012,USA,5853.82,0.923,4.04,4.34,59.82,1276.6,35.94,458.38,High
1998,UK,5357.51,1.163,3.83,4.21,13.81,1238.03,89.0,405.6,High
1994,Germany,4936.77,1.062,2.3,0.2,46.46,566.42,27.17,413.58,Low
2020,Germany,2855.85,1.501,4.51,2.94,29.39,644.98,65.4,459.51,Medium
1984,Canada,5066.65,0.564,4.52,2.31,17.65,491.38,67.59,393.77,Medium
1995,Canada,4824.75,0.811,5.12,2.75,55.65,1230.9,53.35,441.85,Medium
2024,Pakistan,6048.42,0.657,6.74,0.01,44.66,444.17,61.35,409.42,High
2011,Russia,6201.64,1.654,1.46,2.46,46.67,567.39,77.15,399.56,High
2001,China,4720.21,0.054,1.83,4.78,31.11,524.66,36.14,427.79,High
2022,USA,4542.05,1.161,3.42,2.18,48.6,895.22,46.31,377.76,Low
2011,China,6823.73,1.19,3.53,1.83,48.57,27.76,77.02,395.87,High
1992,India,6097.28,1.064,3.89,4.92,18.59,492.73,57.43,435.55,High
2017,Russia,4026.85,0.728,2.96,3.19,46.59,1367.01,39.24,382.13,Low
2005,Pakistan,2656.46,0.75,4.0,1.93,35.52,311.82,37.82,386.82,Medium
1996,Canada,7720.84,1.117,1.36,2.64,28.6,224.74,35.09,473.72,High
1984,Australia,6231.01,1.019,2.22,1.62,40.77,931.44,58.52,391.13,High
2012,Australia,6415.24,0.706,3.61,3.1,17.91,503.18,86.37,447.16,High
2006,UK,3315.11,1.039,4.51,3.46,28.17,486.24,38.95,395.44,Medium
1984,China,6216.48,1.119,3.35,3.01,37.72,829.38,50.98,386.74,High
2016,USA,3548.04,1.177,1.56,1.51,59.42,522.26,74.74,427.41,Low
1986,USA,6603.04,1.196,4.55,4.11,18.32,1130.52,41.74,448.17,High
1997,India,4815.48,0.606,3.49,4.34,56.33,1096.2,43.35,392.86,High
2010,USA,3005.34,0.882,2.31,3.48,36.79,359.19,38.31,407.19,Low
1985,Russia,5282.96,0.566,2.29,0.41,36.82,1004.89,68.96,373.34,Low
1981,Pakistan,5788.65,1.157,2.5,1.59,45.26,587.21,69.62,401.2,Low
1992,Australia,5914.56,0.572,2.38,2.56,12.92,366.59,62.0,403.42,Low
2021,Russia,5080.26,0.737,1.53,4.47,13.34,847.05,27.8,415.5,High
1990,Australia,1966.12,0.844,3.82,1.42,56.28,498.65,74.05,391.87,Medium
2005,USA,7205.81,1.05,1.94,1.53,20.04,1248.04,71.65,439.42,High
2000,Canada,5932.82,0.833,2.99,0.47,25.45,1290.49,45.07,432.3,Low
1981,Canada,5092.76,0.618,3.16,3.53,51.55,172.89,28.62,443.62,High
2019,Brazil,6929.21,1.121,2.78,2.91,33.72,22.97,26.05,399.83,High
1999,India,3038.29,1.069,4.02,4.68,39.29,1371.0,27.09,400.0,High
1996,USA,4456.5,0.423,3.61,4.94,36.25,619.32,56.4,448.16,High
1995,Canada,6514.65,0.932,2.9,0.49,31.14,204.46,58.59,419.03,High
2021,Australia,8265.14,1.091,2.16,1.42,46.37,399.5,70.36,436.61,High
1984,Pakistan,4313.74,1.156,1.84,1.12,33.86,276.86,61.65,386.3,Low
1993,USA,2335.92,0.871,4.28,3.1,28.21,388.56,36.81,387.11,Medium
2003,USA,6099.06,1.587,3.39,1.12,20.73,1167.03,71.64,420.62,High
1983,India,7072.64,1.025,4.27,4.68,12.23,494.32,45.14,403.26,High
2003,India,2353.12,1.297,2.04,3.24,59.2,402.69,49.75,436.24,Medium
1988,China,4787.73,0.866,3.8,2.45,53.98,413.66,79.51,399.57,Low
1982,Germany,6685.86,1.272,-0.17,3.34,42.97,603.43,67.87,400.02,High
1988,Germany,7218.68,0.966,6.37,4.92,34.88,505.07,27.53,465.05,High
1997,UK,2638.08,1.376,4.89,2.27,58.54,376.0,25.46,411.39,Medium
2015,Australia,4622.72,0.879,1.44,1.69,19.27,937.94,57.42,418.28,Low
1998,UK,4246.96,1.046,2.51,1.65,39.54,145.92,74.37,427.25,Low
2003,USA,3475.52,0.889,2.79,1.27,31.3,1090.24,35.39,386.44,Low
1983,China,5310.31,0.986,2.52,2.27,33.7,637.22,35.61,458.41,Low
1988,Canada,5499.55,1.037,2.76,3.35,16.0,160.68,34.82,423.54,Low
2012,USA,7695.26,0.389,3.59,4.76,43.35,991.42,63.53,404.54,High
1980,Germany,1359.62,1.382,2.24,1.53,32.36,750.02,60.3,444.82,Medium
2014,India,5798.81,0.526,1.72,1.78,33.64,146.14,31.78,367.49,Low
1989,Brazil,3805.01,1.367,5.1,4.83,18.88,367.29,22.02,419.65,High
1991,Canada,3237.37,1.196,4.39,0.3,36.77,603.59,37.04,423.36,Medium
1997,Pakistan,4593.85,1.289,2.96,4.93,31.49,898.76,59.19,425.24,High
1993,Canada,5426.19,0.795,2.92,1.77,25.34,104.11,70.91,399.76,Low
1989,China,4120.72,0.928,2.84,3.07,44.6,791.8,71.77,411.02,Low
1989,Australia,4603.42,1.237,3.11,1.52,38.02,772.86,21.4,395.16,Medium
1997,Germany,4985.63,0.541,2.97,2.06,58.8,520.44,79.86,395.88,Low
2003,Russia,5629.32,0.7,2.42,1.1,36.02,785.41,40.53,395.75,Low
1980,Australia,6709.54,0.481,2.35,0.76,48.17,240.14,84.43,406.13,High
2009,China,4702.78,1.301,2.52,4.86,52.92,683.09,61.62,355.44,High
1994,Brazil,5149.9,0.931,2.52,3.01,51.95,1136.89,23.81,406.82,Low
1987,Australia,5053.8,1.258,3.94,0.42,50.7,563.04,88.06,449.41,Medium
2014,UK,7596.64,1.217,4.18,1.46,23.24,230.0,56.49,423.77,High
1997,UK,5728.31,1.351,2.1,4.05,39.98,486.37,47.03,361.59,High
2020,USA,5579.91,0.861,4.15,2.51,59.26,71.8,59.7,467.07,Medium
1995,UK,4939.55,0.629,4.92,3.58,57.33,112.61,55.46,379.02,High
2000,Pakistan,5038.36,1.068,3.94,0.41,54.13,842.18,74.12,412.02,Medium
1994,USA,2081.98,0.936,2.87,1.93,48.33,523.86,80.27,450.82,Low
1984,Australia,4362.09,1.271,1.79,4.51,14.43,1318.53,38.66,401.99,High
2024,Canada,5797.45,1.052,1.59,2.36,31.33,778.42,36.45,430.01,Low
1986,Germany,5014.54,1.271,3.8,1.26,25.09,334.61,23.91,409.82,Medium
1986,Australia,4751.84,1.351,3.92,0.2,29.4,972.78,81.28,387.96,Medium
2006,China,7139.06,0.564,5.06,2.61,39.16,1067.69,50.67,410.07,High
2004,India,5594.18,0.423,2.21,3.51,29.68,585.55,44.65,457.55,High
2001,Canada,3231.96,0.593,1.75,2.21,31.27,756.77,53.8,446.2,Low
1992,Pakistan,2632.79,0.691,2.75,0.66,40.22,1136.1,88.22,438.66,Low
1996,Brazil,6423.34,0.94,0.86,2.59,54.04,896.96,68.7,425.29,High
2020,USA,3650.86,0.713,1.84,2.22,17.76,954.38,86.03,397.77,Low
2023,India,5411.03,1.191,6.32,4.19,23.51,788.0,59.47,392.69,High
1992,Pakistan,6196.94,1.136,3.78,4.15,10.82,986.62,49.28,442.41,High
2005,China,5404.31,0.981,2.29,1.78,54.59,577.92,27.15,390.31,Low
1988,Russia,7369.86,1.102,2.56,2.07,12.27,300.73,67.33,428.47,High
1984,USA,4749.77,1.213,5.51,1.05,51.53,662.23,53.53,436.21,Medium
2018,Russia,5458.43,0.832,1.47,1.34,52.11,1067.87,25.55,412.76,Low
2012,Pakistan,4369.49,1.214,3.88,4.04,11.04,241.94,54.76,419.33,High
1983,Australia,4579.74,0.465,0.23,4.73,53.75,22.23,54.71,447.87,High
2007,UK,6203.37,0.886,4.79,4.2,34.11,407.14,69.26,392.55,High
2005,UK,6388.24,1.254,3.13,1.52,58.12,280.7,82.2,411.24,High
1983,UK,2669.1,0.665,2.89,3.12,38.08,824.03,67.67,356.29,Low
1995,Russia,3840.62,0.655,4.19,2.62,49.55,168.06,51.4,404.68,Medium
2016,Russia,5315.38,0.809,3.61,2.91,39.65,125.23,81.67,412.12,Low
2001,Pakistan,5879.71,0.991,3.59,0.78,51.0,80.65,62.28,393.77,Low
2015,Canada,3165.29,0.956,3.35,4.36,48.08,872.24,58.8,401.85,High
2017,India,4169.63,1.183,3.97,2.66,19.46,345.38,77.34,382.75,Medium
2014,Canada,5810.89,1.389,3.29,2.2,38.14,18.83,31.91,417.36,Medium
2004,Australia,6085.3,1.05,3.75,2.72,29.65,521.2,87.53,406.61,High
1987,Russia,5591.56,1.272,3.05,3.62,10.45,220.79,54.26,468.67,High
1996,Germany,4761.09,0.975,1.55,2.88,40.86,565.89,61.19,402.46,Low
1997,Pakistan,3500.6,0.821,4.75,3.42,20.84,368.22,78.93,400.66,Medium
1991,UK,4439.46,1.337,3.96,0.47,53.86,1100.43,58.54,399.26,Medium
2012,Australia,6518.88,0.923,4.98,1.51,44.24,1066.32,37.12,440.09,High
2002,Pakistan,6374.62,0.622,4.03,2.59,16.86,1109.19,86.9,401.59,High
1991,China,3709.73,1.253,0.83,3.61,12.97,934.02,60.08,429.4,High
1990,India,7389.56,1.259,2.81,3.1,54.93,1096.86,75.69,460.57,High
1992,India,3850.78,1.157,3.64,0.38,58.06,859.07,30.19,405.95,Low
2014,Brazil,5225.57,1.026,2.51,4.53,52.24,1114.95,39.63,390.95,High
2006,India,3425.09,0.947,1.73,2.54,23.02,176.12,52.46,411.84,Low
2004,Canada,7540.24,0.833,3.82,4.09,24.54,931.86,44.26,431.55,High
2019,UK,6274.43,1.355,3.6,4.83,27.94,746.46,36.36,440.39,High
1982,Germany,5280.77,0.801,3.11,0.71,22.46,158.79,46.98,400.17,Low
2004,China,4365.09,0.557,3.99,3.34,45.92,1128.47,58.96,399.82,Medium
2024,China,8263.91,1.251,4.28,2.78,35.25,501.18,35.35,410.38,High
1989,USA,5780.44,0.96,3.2,0.74,35.68,844.45,84.86,377.56,Low
1996,Australia,8058.67,1.223,1.95,2.16,34.8,440.79,61.41,399.94,High
1982,Canada,5225.31,1.017,3.71,0.39,22.12,537.7,29.16,420.4,Low
2024,Russia,5269.69,1.144,3.45,0.63,50.46,581.99,26.35,401.95,Low
