student_id,age,hours_studied_per_week,attendance_rate,previous_term_score,assignments_completed,participation_score,sleep_hours_per_night,internet_access,family_support,study_group,practice_tests_taken,screen_time_hours,distractions_score,late_night_study,final_exam_score
3656,29,17.23,80.31,94.17,15,4.54,5.74,0,0,0,2,2.42,5.96,3.1,67.7
3657,21,10.24,85.37,73.11,17,5.98,5.76,0,0,1,13,4.75,7.72,2.94,65.28
3658,19,11.55,77.18,67.38,15,4.18,9.26,1,0,1,11,1.0,4.04,0.87,59.96
3659,27,15.92,66.6,69.03,11,5.46,6.94,1,1,0,13,5.06,6.79,2.13,61.75
3660,23,12.97,79.73,78.15,12,8.98,6.51,0,1,0,0,4.27,4.74,3.75,68.54
3661,17,13.51,93.75,80.37,15,3.9,6.99,1,1,0,14,4.09,6.84,1.31,69.1
3662,18,10.78,71.5,60.51,6,2.47,7.73,1,0,1,12,3.6,3.73,2.37,52.46
3663,21,18.0,91.16,73.13,8,8.81,8.01,1,0,1,6,2.27,5.31,1.5,71.23
3664,17,8.49,89.58,78.66,8,7.53,6.89,1,0,1,6,4.01,7.54,0.99,65.31
3665,23,20.76,80.59,46.73,14,5.9,6.62,0,1,1,14,4.89,7.65,2.76,63.3
3666,22,10.69,88.1,87.28,17,5.16,5.78,0,1,0,11,4.55,3.97,4.04,71.56
3667,25,8.39,77.6,68.27,12,6.59,6.85,1,0,0,3,2.96,5.64,3.1,54.68
3668,26,15.61,81.06,81.29,9,5.23,6.71,1,0,0,10,4.9,6.64,4.01,64.81
3669,17,14.63,74.9,70.28,15,7.92,6.01,1,0,1,3,5.02,6.36,3.44,63.3
3670,26,2.48,89.64,67.89,7,5.36,6.46,0,0,1,8,3.56,6.48,3.51,57.65
3671,27,13.48,98.62,69.94,11,4.7,8.74,1,0,1,13,4.05,8.21,1.41,67.33
3672,16,5.63,78.29,74.3,9,7.08,8.08,0,1,1,3,3.88,6.63,1.51,61.47
3673,26,8.23,96.9,81.28,12,4.35,7.33,1,0,0,4,3.52,7.81,1.98,64.45
3674,29,16.31,63.84,67.68,16,7.08,8.67,0,0,0,8,1.11,2.95,1.47,60.53
3675,21,8.06,76.23,57.41,5,3.59,7.1,1,0,1,5,4.51,7.85,1.9,49.46
3676,19,14.15,74.97,62.47,18,4.88,8.62,1,1,0,3,1.39,6.58,1.3,57.23
3677,23,10.47,100.0,59.14,6,6.33,6.9,0,0,1,1,3.81,4.27,2.2,62.41
3678,20,22.03,79.15,79.99,18,4.56,9.04,0,1,1,2,1.0,3.49,1.12,73.04
3679,18,11.89,92.76,59.37,19,7.95,7.72,0,0,0,6,1.75,2.29,0.8,62.19
3680,27,6.49,64.66,89.12,18,5.79,6.47,0,0,1,8,4.23,5.79,1.17,63.72
3681,24,6.84,86.15,72.44,15,6.39,5.18,1,0,1,8,2.02,5.2,2.61,62.72
3682,28,7.83,90.64,69.82,18,2.01,7.12,0,1,0,3,4.03,8.82,3.64,59.19
3683,26,12.99,84.64,86.56,5,7.1,7.13,0,0,0,12,5.43,5.73,2.99,67.98
3684,26,12.34,57.94,66.49,19,6.14,5.33,0,1,0,14,4.93,5.68,2.73,61.34
3685,27,17.2,86.77,67.36,12,1.98,6.61,0,1,1,4,3.39,5.13,2.25,64.44
3686,20,13.18,93.08,80.26,17,6.47,6.05,1,1,0,2,3.06,7.15,3.2,70.93
3687,17,12.99,98.15,79.79,18,6.64,7.32,1,1,0,9,2.56,5.14,0.38,74.0
3688,22,13.96,88.97,58.95,14,4.53,5.05,1,1,0,5,5.65,6.84,4.18,61.18
3689,29,11.69,68.21,100.0,17,3.77,6.9,1,1,0,2,3.74,4.39,0.38,70.04
3690,27,13.8,82.93,77.74,9,3.13,9.73,0,0,1,7,1.66,5.5,1.24,62.66
3691,26,16.25,94.0,55.88,10,6.01,8.35,1,1,0,8,4.08,5.51,0.57,64.38
3692,21,16.25,76.86,68.84,19,6.03,6.89,0,0,0,3,3.55,4.73,3.58,60.93
3693,18,9.61,90.63,82.05,13,5.53,9.17,1,0,1,12,1.88,4.43,1.6,70.01
3694,27,3.49,80.24,73.59,8,10.0,6.37,1,1,0,9,2.61,4.91,3.29,65.53
3695,22,8.29,85.93,81.24,8,5.91,8.15,1,0,1,6,3.66,5.79,0.07,64.65
3696,26,13.74,92.55,99.35,9,6.28,7.37,0,0,0,1,2.0,6.29,1.66,71.51
3697,18,0.0,77.95,82.14,15,2.77,6.3,1,0,0,2,4.05,7.88,3.3,52.7
3698,22,9.94,100.0,95.08,16,6.57,7.66,0,0,0,14,2.9,9.03,0.59,74.46
3699,27,14.57,86.52,79.16,9,7.83,10.0,1,0,0,2,2.71,5.75,2.08,66.07
3700,28,9.5,88.42,63.02,11,4.17,5.67,0,1,1,7,5.9,7.74,2.81,60.59
3701,16,6.72,77.62,89.15,12,10.0,5.63,1,1,1,0,6.17,8.92,2.53,70.63
3702,21,21.08,85.62,62.63,5,4.83,9.42,0,0,1,10,2.06,3.8,2.8,62.61
3703,19,19.23,82.33,82.53,5,6.25,5.98,0,0,1,1,3.17,5.67,1.82,68.35
3704,26,11.02,70.45,78.9,13,5.21,6.76,1,0,1,4,1.7,4.89,2.33,60.82
3705,26,18.92,69.73,60.92,9,5.17,6.26,1,0,1,2,6.16,9.93,2.12,54.39
3706,24,18.8,87.86,62.64,18,0.18,5.84,1,0,1,14,5.08,7.64,1.76,62.32
3707,26,6.65,84.13,69.0,9,7.68,7.64,0,0,1,9,2.85,3.72,3.36,61.54
3708,20,25.7,58.75,75.94,12,1.55,5.46,1,1,0,1,5.6,3.46,1.04,61.79
3709,16,7.61,63.59,87.14,5,8.45,5.41,0,1,1,4,3.72,6.05,2.74,64.31
3710,23,10.98,81.92,72.08,16,3.72,6.56,0,0,0,6,4.44,4.25,2.88,59.75
3711,16,6.82,84.31,94.02,5,4.89,7.73,0,1,0,4,2.37,3.77,0.42,66.19
3712,24,12.68,91.07,81.72,7,10.0,9.04,1,0,1,14,1.08,2.52,1.23,75.53
3713,24,5.71,72.63,63.57,13,4.0,6.89,1,1,1,1,3.34,5.14,1.88,55.4
3714,23,12.25,90.91,63.86,16,5.51,8.28,0,0,0,3,2.72,4.41,1.2,61.58
3715,27,17.7,81.93,72.32,16,3.44,8.94,1,1,1,11,3.42,8.13,0.52,68.87
3716,17,13.35,79.93,65.08,9,5.57,7.62,0,1,0,7,2.88,5.21,3.67,61.28
3717,21,10.96,83.58,70.27,6,6.77,8.17,0,1,0,5,4.71,7.55,1.7,62.28
3718,29,20.0,94.85,80.68,10,9.1,6.63,0,1,1,11,3.76,2.85,2.52,81.87
3719,19,7.79,90.57,74.52,11,0.69,4.58,0,1,0,7,4.97,8.24,0.6,58.02
3720,29,17.11,93.89,83.11,16,5.8,8.08,1,1,1,8,1.56,3.04,0.7,77.18
3721,16,10.76,78.13,63.15,12,7.15,5.27,1,0,1,0,4.57,6.02,1.73,57.3
3722,16,13.35,82.16,61.08,13,7.75,7.76,0,0,0,4,3.95,5.68,1.16,58.83
3723,18,12.42,73.38,54.66,15,4.4,5.72,0,1,1,10,3.59,7.03,2.24,56.21
3724,29,12.9,79.47,50.08,11,6.12,5.21,0,1,1,0,4.3,5.41,3.95,55.71
3725,25,11.99,81.04,66.1,11,9.71,6.76,1,0,1,1,3.28,6.52,1.8,64.06
3726,23,8.35,80.34,72.31,10,6.7,5.07,0,0,1,2,5.55,6.38,2.94,58.75
3727,17,9.41,92.13,69.11,10,10.0,7.05,0,0,1,4,5.15,6.83,2.46,65.69
3728,17,14.46,89.25,71.59,9,3.53,6.65,0,0,1,7,3.18,7.6,5.11,63.08
3729,28,11.71,92.59,96.06,17,4.53,6.61,1,1,1,10,4.08,8.51,1.76,75.4
3730,27,6.43,86.28,58.45,18,6.02,9.17,0,1,0,13,2.41,4.19,0.91,60.39
3731,16,8.71,95.73,68.32,5,3.9,8.13,1,0,1,7,1.25,4.6,3.34,61.28
3732,22,8.77,86.14,65.7,13,7.26,6.58,0,0,0,9,4.7,7.02,2.78,60.69
3733,23,11.96,94.66,60.67,9,3.71,8.13,0,0,0,2,2.5,4.73,1.1,55.17
3734,25,13.12,90.03,87.81,16,6.64,7.52,0,1,1,7,3.45,8.62,2.09,77.06
3735,16,12.68,92.35,71.2,9,2.93,6.45,0,1,1,13,2.82,4.53,1.81,63.46
3736,27,8.95,84.33,86.63,19,4.24,4.96,0,0,1,6,5.46,6.32,3.52,67.06
3737,23,12.31,72.61,58.07,9,6.47,5.87,1,1,0,9,2.58,5.87,1.4,58.81
3738,23,5.37,70.55,94.13,11,7.16,9.81,1,1,0,11,2.77,6.7,0.39,66.85
3739,21,0.0,100.0,98.81,10,4.02,7.01,1,1,1,11,4.98,5.07,0.46,72.73
3740,16,11.93,88.88,61.18,15,2.92,7.76,0,0,1,12,3.0,3.46,2.69,60.25
3741,29,3.93,89.43,71.52,13,7.08,9.45,0,1,1,7,1.0,4.56,2.24,66.75
3742,27,7.46,83.33,70.1,6,3.94,5.87,1,1,1,6,5.57,8.08,3.81,60.15
3743,27,6.16,80.41,78.36,12,6.76,8.53,0,0,1,3,2.22,3.35,0.92,61.59
3744,25,15.33,100.0,56.06,12,8.57,3.18,1,0,1,14,5.18,5.96,2.85,69.41
3745,22,6.13,73.8,77.28,13,7.26,5.42,0,1,1,13,6.77,5.93,2.78,65.72
3746,28,13.56,84.37,80.4,15,2.9,3.73,0,0,1,5,4.53,4.6,3.15,64.56
3747,17,9.73,84.49,64.48,10,8.45,6.91,0,0,0,3,3.03,5.35,3.15,57.83
3748,19,5.98,73.69,44.51,16,8.21,6.96,0,1,0,10,3.41,3.99,3.12,52.91
3749,22,4.29,72.28,63.53,8,4.77,5.85,1,0,1,2,4.26,6.0,0.54,50.98
3750,26,14.46,77.97,66.95,14,5.11,5.97,1,0,0,14,2.94,6.79,2.58,62.89
3751,20,14.08,81.56,80.87,6,8.84,10.0,0,0,0,6,3.6,5.85,0.61,65.48
3752,28,16.01,80.14,64.28,12,6.61,7.53,1,0,1,0,1.53,5.83,0.98,60.34
3753,20,21.29,93.13,57.91,16,6.83,7.71,0,0,1,3,2.39,6.03,1.41,64.96
3754,20,13.49,73.21,79.12,18,8.17,5.62,0,0,1,3,4.55,5.51,2.67,67.12
3755,20,13.53,89.05,76.17,14,7.06,5.77,1,1,1,3,4.52,5.12,2.61,73.61
3756,21,11.5,99.69,80.53,7,10.0,7.22,0,1,0,10,2.54,5.48,1.3,75.48
3757,27,12.64,93.93,72.29,15,8.78,6.46,1,1,1,6,2.77,4.76,0.06,72.02
3758,20,10.36,73.61,84.41,15,6.3,6.68,1,1,1,5,3.46,4.71,1.55,67.94
3759,22,7.63,55.47,77.89,9,6.24,6.5,0,1,1,8,2.85,3.18,1.13,59.61
3760,16,22.07,93.45,50.32,10,5.4,4.37,0,1,1,4,5.2,8.82,4.1,63.17
3761,23,2.79,89.97,74.13,17,8.44,7.48,1,1,0,7,1.98,6.23,3.22,65.61
3762,19,13.36,79.14,81.03,5,3.6,7.25,0,1,0,1,2.87,9.27,1.66,60.33
3763,22,14.3,97.81,72.2,13,7.79,7.75,0,0,1,4,4.11,6.07,1.15,69.59
3764,20,12.83,80.95,89.29,19,4.81,7.97,1,1,0,0,3.21,6.52,1.76,69.63
3765,21,7.27,86.08,66.3,17,2.29,9.62,1,1,0,7,3.06,6.49,2.12,58.39
3766,17,11.11,74.62,80.14,16,7.98,6.35,0,0,1,5,5.07,2.74,2.18,67.55
3767,22,9.76,88.19,57.02,9,6.87,7.24,0,0,0,4,4.18,5.52,0.95,53.15
3768,26,6.69,80.7,71.77,17,6.58,8.94,0,1,1,12,2.32,7.12,1.87,65.67
3769,24,11.82,79.97,65.18,5,5.38,6.39,1,0,0,8,3.87,6.38,0.62,55.36
3770,21,10.01,95.8,59.77,6,5.97,8.64,1,0,1,7,1.54,6.01,0.0,60.7
3771,27,9.28,87.14,56.1,13,4.74,6.21,0,0,1,5,6.17,7.34,2.22,56.15
3772,23,15.45,70.04,74.46,17,8.71,6.27,1,1,0,4,5.69,7.58,2.03,65.38
3773,24,6.74,91.92,76.92,17,8.77,5.34,0,0,0,9,2.44,4.71,2.42,68.17
3774,19,14.23,93.37,64.17,11,5.93,6.73,1,0,0,10,5.14,5.93,2.7,62.42
3775,25,8.97,76.68,56.94,5,6.05,10.0,0,0,0,5,1.0,2.1,2.43,51.29
3776,21,14.15,81.07,61.26,9,6.6,9.65,0,1,0,4,1.0,1.9,1.82,61.4
3777,18,12.36,85.54,80.91,19,7.85,7.08,1,0,1,12,3.07,7.12,2.52,72.11
3778,26,13.21,82.51,57.36,13,6.49,7.71,0,0,1,6,2.38,3.93,2.64,57.8
3779,24,7.11,86.24,85.45,19,5.11,8.65,1,0,0,7,1.84,4.0,1.8,62.87
3780,22,8.13,91.5,51.76,17,5.56,5.37,1,0,1,4,3.19,6.12,4.14,57.83
3781,25,7.72,80.08,75.15,13,6.6,6.33,1,1,1,13,5.94,8.05,2.32,66.21
3782,24,12.86,100.0,79.8,19,5.75,6.67,1,1,0,2,4.46,6.63,2.93,71.13
3783,26,15.72,77.88,86.46,17,5.26,4.17,1,0,0,7,6.79,8.44,4.26,67.14
3784,21,17.37,79.61,66.66,12,8.52,5.78,1,1,0,0,4.39,6.88,2.81,66.96
3785,29,9.48,100.0,62.63,8,6.89,6.02,1,1,0,1,3.68,4.58,3.09,60.44
3786,23,12.4,100.0,54.74,16,7.89,6.45,1,0,0,14,3.98,9.21,2.14,63.8
3787,22,3.9,85.38,82.72,11,4.26,6.61,1,0,1,0,1.0,5.9,2.4,61.23
3788,28,0.9,83.13,70.27,17,7.73,3.57,1,0,0,0,3.95,4.55,2.07,57.24
3789,29,7.64,74.27,66.31,15,6.1,7.58,0,0,0,11,1.36,3.82,1.74,56.77
3790,19,8.64,96.43,66.79,14,5.54,6.18,1,0,0,2,3.4,3.83,2.3,61.1
3791,19,4.21,86.73,74.86,18,4.68,7.61,0,1,1,10,5.18,6.94,1.54,66.07
3792,23,3.08,76.54,72.21,19,4.77,7.79,0,1,1,8,3.4,4.81,0.35,61.11
3793,17,14.62,89.06,85.98,10,5.11,6.65,0,0,0,13,4.52,2.92,1.01,71.02
3794,25,7.94,98.7,46.01,11,6.29,9.55,0,1,0,3,3.04,8.44,0.34,55.28
3795,25,3.56,91.86,81.97,15,5.89,4.39,1,1,1,4,5.16,7.39,3.1,66.11
3796,17,23.52,100.0,65.45,6,10.0,6.83,1,1,0,12,3.22,5.62,1.17,77.34
3797,19,12.79,96.6,70.9,15,7.03,7.01,1,0,1,7,1.37,6.22,1.35,68.81
3798,29,10.35,89.41,68.07,11,6.55,9.02,1,1,1,14,1.64,4.5,1.84,68.57
3799,18,15.31,84.67,70.83,7,5.88,6.75,0,1,1,0,2.94,6.46,2.9,64.04
3800,22,8.13,90.5,80.92,12,4.46,7.7,1,0,0,4,2.72,4.39,1.83,61.84
3801,25,19.84,97.17,74.51,16,4.43,7.17,0,1,1,5,4.07,7.35,0.61,73.14
3802,19,4.24,93.59,54.55,16,6.78,9.93,1,1,1,14,1.0,2.42,0.0,63.82
3803,20,5.39,95.55,71.06,19,3.0,6.4,1,0,0,14,4.55,9.35,1.82,62.66
3804,26,11.22,87.23,70.69,17,9.33,5.57,0,1,0,11,4.81,7.01,1.82,71.56
3805,21,8.08,92.66,76.33,11,9.22,6.16,1,0,1,2,4.76,7.35,2.52,68.39
3806,27,18.93,97.15,72.37,5,3.09,7.52,1,0,0,14,2.52,6.62,2.47,65.88
3807,16,3.9,83.35,70.92,16,8.5,9.01,1,0,0,7,4.58,6.31,1.31,60.4
3808,24,8.24,72.04,84.19,8,8.29,3.4,0,0,1,12,5.77,6.68,4.25,65.03
3809,20,13.07,100.0,58.82,5,8.34,4.99,1,1,0,7,4.29,5.4,2.97,65.21
3810,28,14.68,90.83,98.05,7,7.43,9.0,1,0,1,14,3.99,5.54,0.93,77.1
3811,22,16.87,80.6,65.13,19,9.38,6.27,1,0,0,5,5.28,6.96,1.73,65.99
3812,17,13.58,87.34,59.47,18,4.45,5.8,0,1,1,14,4.78,6.89,3.27,67.31
3813,27,22.85,82.53,81.31,14,5.15,6.21,0,0,1,6,4.04,5.16,2.37,73.14
3814,23,9.49,67.95,84.8,6,7.3,5.58,1,1,1,14,4.16,4.89,3.06,66.25
3815,16,12.73,83.16,86.92,12,6.18,5.31,1,1,0,8,4.66,7.72,2.9,70.15
3816,26,16.12,70.76,89.42,18,3.2,7.02,1,0,0,4,4.41,3.76,1.34,65.63
3817,24,10.27,87.03,77.65,13,7.72,5.76,0,1,0,10,3.85,8.62,5.12,69.11
3818,28,10.38,83.91,72.7,7,8.14,9.45,1,0,1,7,3.31,4.7,1.84,63.66
3819,25,9.52,96.34,76.46,13,5.65,3.19,1,1,1,1,5.28,6.98,4.03,66.1
3820,24,8.62,83.8,71.9,18,6.84,7.69,1,1,0,3,3.63,7.32,1.29,61.35
3821,19,6.2,88.74,65.43,15,8.0,5.85,1,0,1,5,5.0,9.75,1.05,61.58
3822,24,9.06,82.01,91.2,12,1.84,9.39,1,0,0,4,1.92,4.02,1.53,61.0
3823,18,4.1,81.2,93.76,17,4.96,5.43,1,0,1,9,5.21,4.13,3.8,67.56
3824,21,13.71,71.03,72.05,17,4.32,7.64,0,1,0,3,3.7,5.18,2.04,61.9
3825,22,3.88,94.9,69.2,17,5.78,9.32,0,0,1,10,1.38,1.69,1.55,63.49
3826,24,22.1,86.71,66.07,19,3.59,7.73,1,1,0,12,2.33,3.22,1.86,70.09
3827,18,20.27,79.17,51.77,14,3.52,5.96,1,0,1,6,4.23,2.9,1.37,56.66
3828,23,17.31,87.08,63.84,19,6.51,6.62,0,1,1,0,5.24,7.3,3.04,65.94
3829,20,10.74,80.85,65.78,10,9.75,7.19,1,0,1,13,5.28,6.21,1.97,65.12
3830,28,8.87,77.76,71.74,6,3.59,9.08,1,1,0,1,1.39,4.52,1.84,54.98
3831,29,17.89,87.49,59.97,15,9.31,7.11,1,0,0,1,3.72,6.84,3.4,66.3
3832,27,12.69,97.15,49.16,18,8.01,7.82,1,0,1,11,4.3,6.61,2.96,63.85
3833,19,14.57,82.31,79.83,10,8.1,5.25,1,1,0,2,4.75,4.26,2.55,69.07
3834,26,8.2,70.75,92.66,16,8.73,6.99,1,1,1,2,4.88,7.23,2.64,71.68
3835,29,17.09,78.85,46.45,5,5.23,8.76,1,1,0,9,2.12,4.14,0.7,55.44
3836,28,7.79,100.0,70.35,10,8.34,6.48,1,1,0,12,3.13,3.58,1.46,68.8
3837,28,12.31,76.89,82.28,10,3.05,6.17,0,1,0,7,3.66,5.17,1.17,64.19
3838,16,3.15,96.88,58.01,8,4.48,6.33,0,0,1,4,3.65,3.67,2.32,54.68
3839,18,8.5,82.61,54.78,7,6.75,8.62,0,0,1,3,2.65,3.83,2.42,53.74
3840,26,14.26,92.4,72.42,14,7.63,7.66,0,0,0,0,1.0,1.84,2.4,65.61
3841,20,9.52,83.94,69.22,19,3.32,7.49,0,1,1,1,2.06,3.61,0.89,63.3
3842,22,9.54,69.23,64.38,15,2.26,5.81,1,1,1,2,4.09,5.46,3.26,55.25
3843,22,15.69,80.88,91.75,5,6.91,4.27,1,0,1,14,4.71,5.31,3.42,71.97
3844,26,11.39,100.0,90.02,7,6.67,8.47,1,1,1,7,4.36,7.2,1.64,76.69
3845,26,17.94,83.68,79.91,11,7.48,6.24,1,1,0,6,3.99,5.28,4.17,72.48
3846,20,0.0,90.65,71.26,15,5.93,8.16,1,1,1,0,2.36,4.23,2.07,60.33
3847,27,14.58,81.64,68.16,9,3.46,7.66,0,0,1,2,3.63,6.83,2.26,58.51
3848,22,14.28,83.68,82.7,13,8.36,6.02,0,1,0,4,5.81,7.88,3.16,71.78
3849,24,4.06,88.22,69.3,16,7.65,5.26,1,0,0,7,2.87,5.73,3.13,62.11
3850,27,5.28,89.74,89.99,15,6.43,8.27,0,0,0,4,2.46,5.01,1.05,67.22
3851,19,16.12,100.0,87.11,6,10.0,3.73,1,0,1,9,5.12,5.13,1.87,76.77
3852,16,6.43,84.85,64.9,17,6.57,3.42,0,1,1,13,5.58,4.33,3.21,64.49
3853,25,8.57,83.21,81.31,11,9.13,9.22,1,1,1,11,3.31,5.86,1.04,71.13
3854,20,14.72,78.39,91.01,11,5.82,5.66,1,1,0,14,4.63,7.86,0.94,72.64
3855,19,10.09,71.88,80.08,12,0.25,7.16,0,0,1,13,4.08,7.55,1.2,57.11
3856,22,14.12,68.91,60.89,18,3.76,8.47,0,0,1,8,3.51,9.01,1.76,56.5
3857,28,7.42,91.64,69.04,16,0.57,10.0,1,1,0,7,1.2,4.66,0.35,59.75
3858,27,13.22,66.4,68.19,13,5.62,5.38,1,0,0,3,3.18,5.92,1.97,56.02
3859,26,17.13,99.07,73.75,5,8.45,6.62,0,0,1,0,3.48,5.79,2.03,69.61
3860,19,13.36,93.6,72.69,9,2.66,8.23,0,0,0,11,2.63,5.92,1.0,60.44
3861,29,0.81,82.07,68.1,8,7.54,6.87,1,1,0,11,3.1,3.61,1.94,62.47
3862,27,14.98,73.48,82.66,10,5.53,5.7,0,1,1,7,3.82,4.54,3.08,69.86
3863,16,12.03,85.3,88.62,9,7.92,8.29,1,0,1,4,2.48,5.12,1.85,70.58
3864,19,7.22,85.24,65.63,9,6.85,4.34,0,0,0,9,5.29,5.79,3.33,58.42
3865,17,18.67,96.29,54.71,17,4.09,8.35,1,0,0,4,3.11,6.8,2.09,60.55
3866,20,3.05,77.61,76.9,19,7.26,6.81,0,1,0,6,4.7,4.44,2.79,62.85
3867,25,21.07,81.25,72.53,14,6.02,6.87,1,0,1,8,3.83,8.13,1.69,66.51
3868,23,8.58,84.5,77.55,14,7.9,5.84,1,1,0,5,3.93,3.84,2.97,67.88
3869,18,19.57,82.25,64.3,9,10.0,6.5,0,0,1,6,3.62,5.4,2.88,68.5
3870,25,11.51,78.79,76.03,13,5.7,8.44,1,1,0,8,2.64,2.36,1.95,65.08
3871,24,5.11,67.88,61.62,18,9.39,7.25,1,0,1,6,3.35,5.88,3.29,56.39
3872,28,12.2,68.63,85.65,18,5.91,8.55,0,0,0,3,2.9,6.33,1.92,64.28
3873,20,13.38,78.27,92.76,8,7.33,7.74,1,0,0,3,4.03,6.22,1.58,67.76
3874,28,14.43,82.78,61.44,14,6.48,6.3,0,1,1,1,3.29,3.88,3.04,62.34
3875,25,17.01,95.02,41.45,13,4.75,6.46,0,1,1,8,4.61,7.52,3.0,59.94
3876,19,7.26,100.0,66.77,12,6.37,6.94,0,0,0,0,2.02,4.51,1.83,60.65
3877,20,14.18,100.0,66.35,9,5.21,6.2,0,0,0,0,4.58,4.58,1.09,62.75
3878,26,15.4,88.98,75.03,11,7.24,8.95,1,0,1,5,3.34,5.94,0.99,69.04
3879,25,10.38,100.0,72.95,11,3.98,5.15,0,0,1,3,3.69,6.46,3.28,63.78
3880,24,7.07,83.87,78.65,18,4.17,9.43,1,0,1,12,3.09,6.9,0.48,66.82
3881,21,6.97,79.77,100.0,16,7.86,5.83,1,1,0,9,4.43,6.05,2.2,73.2
3882,21,15.46,100.0,66.05,12,7.19,5.54,0,0,0,13,4.52,5.15,2.93,67.19
3883,23,15.71,74.37,68.28,10,7.25,6.83,1,0,0,13,3.76,5.39,1.16,61.0
3884,26,7.6,80.89,77.97,10,7.25,4.94,0,1,0,12,5.3,4.98,3.99,67.33
3885,19,5.06,82.41,50.58,12,8.21,9.35,0,0,0,12,1.0,5.13,0.94,56.05
3886,28,17.89,99.63,82.24,8,7.07,9.31,0,0,1,5,2.24,4.09,1.91,75.44
3887,18,3.99,79.09,65.34,12,7.96,9.0,0,1,0,10,1.08,4.08,1.98,60.83
3888,22,12.52,92.85,55.57,9,4.56,9.5,0,1,0,12,1.39,4.82,0.77,61.85
3889,20,7.71,80.97,62.68,12,7.15,8.73,1,1,0,7,2.96,6.4,1.2,59.34
3890,28,2.99,72.81,78.88,16,4.63,4.14,0,0,1,13,3.56,7.53,4.39,59.55
3891,18,12.34,87.4,82.95,5,3.63,7.87,1,0,1,0,3.76,6.42,2.35,64.4
3892,17,10.78,86.72,87.84,8,5.66,5.8,1,0,1,8,4.78,4.42,1.97,68.3
3893,25,18.89,73.48,78.14,14,7.42,8.15,0,0,0,7,1.92,6.8,1.33,65.51
3894,18,23.03,76.39,64.23,17,6.16,6.45,1,1,0,8,3.15,8.81,2.25,66.07
3895,29,10.79,77.11,79.59,18,9.7,6.2,1,1,1,3,3.34,5.65,1.79,70.54
3896,26,16.83,94.68,71.97,17,7.48,5.5,1,1,1,6,4.27,5.66,3.87,73.97
3897,28,16.92,89.66,100.0,10,6.98,7.73,1,0,1,3,4.47,4.16,2.46,78.84
3898,20,9.12,87.43,48.24,8,6.35,8.51,1,0,1,5,4.56,5.55,2.68,54.76
3899,26,7.41,89.95,92.31,11,3.42,5.25,0,1,1,3,4.21,4.15,3.42,71.17
3900,24,19.74,80.29,82.22,6,6.23,7.43,0,0,1,13,2.54,6.76,2.24,70.38
3901,21,9.9,89.82,77.89,18,6.17,7.54,0,1,1,2,2.52,2.35,2.72,69.09
3902,22,11.59,79.0,71.9,17,9.63,6.7,0,1,1,1,3.72,4.69,4.57,69.15
3903,16,10.27,71.73,66.27,5,4.54,6.57,1,0,0,3,3.67,6.63,2.65,52.53
3904,18,11.06,78.02,61.45,13,5.87,8.64,0,0,0,8,3.11,3.76,1.23,56.43
3905,17,8.71,87.16,54.34,5,4.67,8.83,0,1,0,14,4.12,4.75,0.76,54.83
3906,26,15.45,85.95,97.52,17,6.43,7.97,0,0,1,9,1.81,7.09,0.9,77.22
3907,19,17.97,95.63,84.32,12,2.65,7.92,1,1,0,1,3.1,2.39,1.31,71.45
3908,26,9.86,68.17,81.16,19,6.72,8.01,1,0,1,7,1.0,3.29,1.61,64.37
3909,25,4.85,82.86,77.45,8,6.15,6.01,1,0,0,8,3.51,8.86,1.46,57.19
3910,18,11.97,89.0,50.1,7,6.49,6.77,0,0,0,12,3.03,6.77,0.93,56.18
3911,20,4.32,75.44,69.78,10,10.0,6.93,1,1,0,6,2.09,2.6,1.52,63.18
3912,19,8.54,87.55,74.6,14,5.96,5.5,0,1,1,4,5.21,5.15,2.12,65.48
3913,17,17.84,80.97,87.05,11,7.1,8.06,1,0,0,9,2.03,2.54,1.92,71.61
3914,27,23.27,73.77,61.12,8,6.09,9.68,0,0,1,9,1.89,5.52,1.53,63.34
3915,21,13.59,96.27,76.43,8,8.31,9.91,1,1,1,1,1.73,3.54,1.59,72.22
3916,28,6.42,71.18,70.31,12,10.0,6.54,0,0,0,12,4.19,5.21,1.11,61.13
3917,27,15.6,95.07,73.54,18,9.54,6.17,0,0,0,4,3.3,3.69,2.24,70.41
3918,28,0.54,80.93,63.83,6,6.8,5.68,0,0,0,7,2.51,6.54,2.99,52.26
3919,26,8.26,75.67,77.54,7,3.57,7.89,1,1,0,9,4.32,1.61,0.73,59.15
3920,23,19.3,76.22,74.18,16,7.0,6.76,1,0,1,5,3.53,2.87,2.21,67.48
3921,21,15.43,77.7,50.78,6,2.8,8.6,0,1,1,2,1.98,5.33,0.49,55.34
3922,21,4.85,76.6,87.8,10,4.36,5.25,1,0,0,5,6.03,4.79,2.49,59.32
3923,24,3.44,87.76,99.61,10,4.93,7.11,1,0,0,3,1.66,6.41,4.14,64.04
3924,22,15.97,66.4,62.71,7,3.89,5.98,1,1,1,8,4.37,5.66,2.72,59.33
3925,28,11.48,97.47,87.06,7,6.12,7.26,1,1,1,11,1.46,5.77,0.67,75.56
3926,18,8.77,93.42,61.52,6,5.39,6.55,1,0,1,1,4.16,5.83,1.76,55.33
3927,21,13.77,98.95,66.93,10,4.63,4.12,0,0,1,9,5.64,6.79,3.37,66.15
