age,income,balance,transactions,loan,credit_score,products,tenure_years,is_active,churn
43,21915,99637,114,1,518,1,19,0,1
64,59980,45990,50,0,326,1,9,0,1
38,29440,21000,116,1,624,3,7,0,1
37,155891,57281,223,1,818,3,17,0,1
40,93415,25964,97,0,376,1,9,0,1
21,110352,46592,161,0,828,4,1,1,0
38,52225,78026,219,0,340,4,16,1,0
38,161406,10111,60,0,461,1,5,0,1
18,126860,47154,213,1,716,4,4,1,0
32,115367,49340,177,0,594,3,17,0,0
34,89656,14789,31,0,499,4,11,1,0
68,124780,36772,57,1,411,2,0,1,0
31,22961,-1768,47,1,531,3,2,0,1
36,98385,81122,108,0,661,3,10,0,0
67,52545,47203,272,0,471,3,3,0,1
51,71569,97181,137,0,799,4,7,0,0
23,152688,68150,206,0,421,4,3,0,1
62,143915,30650,49,1,750,4,14,1,0
66,94447,60895,37,0,640,1,18,1,0
23,45549,18452,111,1,606,4,9,0,1
22,92361,46349,167,1,582,2,8,0,1
24,38230,82877,130,0,390,2,7,0,1
50,70618,27866,221,0,371,4,9,0,1
30,134676,2334,30,0,485,3,11,1,0
68,28882,46855,271,0,389,2,8,0,1
18,101844,72470,27,1,764,2,5,0,1
30,137200,9256,164,0,560,3,17,1,0
60,195880,4003,72,0,662,2,8,0,0
44,135933,54854,98,0,640,3,12,0,0
24,42500,91045,35,0,526,4,3,1,0
69,101410,43683,165,1,484,1,17,1,0
20,160405,78795,192,0,404,3,18,0,1
42,73383,24270,33,0,802,4,4,1,0
50,86513,26827,149,0,515,4,19,0,0
57,177882,51559,93,1,530,2,16,1,0
34,176189,69968,178,0,315,3,0,1,0
62,92258,87910,199,0,331,3,16,0,1
31,33217,49855,257,0,611,3,5,1,0
54,192842,42284,93,0,804,3,16,1,0
40,106427,6262,282,1,390,1,15,1,0
41,65272,66072,97,0,820,4,0,1,0
46,103053,44836,287,0,511,2,14,1,0
55,81724,74965,217,0,475,4,10,0,1
44,166290,61434,150,0,661,3,7,0,0
55,57633,37647,40,0,532,3,9,0,0
57,61528,16451,87,1,479,4,1,0,1
62,29513,34582,1,0,713,1,3,1,0
67,191506,33214,61,0,834,3,13,0,0
40,194776,62367,232,0,330,1,6,0,1
48,92901,66120,223,0,616,2,1,0,0
53,80922,63017,119,1,760,3,12,0,1
34,124936,7617,52,0,536,1,12,0,0
54,120071,22150,56,1,657,4,18,0,1
20,120378,52364,47,0,656,4,6,1,0
53,70293,1164,206,0,489,4,4,1,0
22,119381,15795,133,1,527,1,13,0,1
63,75272,22868,108,1,312,4,4,0,1
32,28670,28385,72,0,575,1,11,0,0
69,47809,40800,56,1,445,1,6,0,1
66,38069,68876,262,0,570,3,0,0,0
23,115447,65838,29,0,352,3,6,0,1
27,138179,2886,54,0,722,1,3,1,0
49,119675,2789,149,0,695,1,1,0,0
40,156531,48529,259,0,771,1,2,1,0
65,179548,51650,4,1,413,1,18,1,0
34,82289,26798,131,0,466,3,0,0,1
63,47177,11496,170,1,522,3,11,1,0
37,23423,332,14,0,726,1,13,0,0
61,81001,69797,233,0,528,4,12,0,0
58,171432,5685,83,1,753,1,2,0,1
32,181304,37053,185,0,486,3,18,0,1
61,64940,13613,288,0,577,4,16,1,0
63,156433,72699,94,0,438,1,5,1,0
39,21401,82212,229,0,697,4,9,0,0
67,86948,36940,235,1,757,2,1,0,1
69,42814,84591,255,1,652,4,14,1,0
23,23230,13741,280,0,632,1,1,0,0
21,125825,99363,292,1,599,4,17,1,0
40,124153,48590,17,0,480,1,13,1,0
61,128998,1751,280,0,586,2,19,1,0
62,58824,47203,34,0,323,1,15,0,1
36,139410,33007,124,0,825,1,7,1,0
62,70416,97397,255,1,633,4,3,0,1
48,120563,87707,11,1,772,3,13,0,1
61,91812,58521,93,0,811,3,3,0,0
69,78876,97789,149,1,463,4,2,0,1
20,75572,14365,58,0,725,2,6,0,0
45,107304,19405,212,1,821,3,11,0,1
20,108668,81986,60,0,828,1,4,1,0
31,134266,7854,160,0,751,4,1,1,0
35,95111,87694,146,1,347,1,18,0,1
44,93367,64500,147,0,464,2,2,1,0
68,88348,81004,132,1,437,4,17,0,1
27,186315,65396,221,0,331,3,2,0,1
66,43357,81571,114,0,756,3,11,0,0
32,133234,-3877,262,0,419,2,2,0,1
36,105321,37011,174,1,448,2,7,1,0
26,57783,44967,208,1,761,4,5,1,0
21,145985,9650,244,0,440,3,5,1,0
32,71703,58290,97,1,492,2,3,0,1
68,136839,-2142,134,0,325,3,9,1,0
65,108557,44834,209,0,633,1,19,1,0
25,85923,52292,63,0,373,3,16,1,0
66,173320,91908,262,0,788,4,12,1,0
18,84748,64191,90,0,566,3,7,1,0
24,182526,22178,270,0,815,3,2,0,0
48,98728,90471,33,0,672,4,5,1,0
35,137849,94084,193,1,479,3,13,1,0
29,22380,24175,266,0,506,1,6,1,0
65,143256,29210,197,1,791,1,12,1,0
47,188175,42834,9,0,484,1,13,0,1
50,114389,35586,210,1,700,3,8,1,0
64,20743,-500,202,0,334,4,18,1,0
24,60124,79679,91,0,648,2,12,0,0
45,164200,17377,108,1,694,4,19,1,0
66,138174,38161,11,1,621,4,7,1,0
20,65653,27093,120,1,717,2,12,1,0
60,66072,38221,219,1,521,3,15,1,0
23,142214,55977,4,0,319,4,0,0,1
48,61302,-1880,274,0,586,2,10,0,1
55,97011,95849,235,1,593,2,1,0,1
32,126452,80961,36,0,651,4,14,1,0
24,51898,76753,27,1,836,3,9,1,0
60,123620,99179,299,1,699,2,18,0,1
47,37889,86482,170,0,767,4,12,1,0
44,162024,-2172,196,1,302,4,7,1,0
34,65985,75294,239,0,412,2,15,0,1
35,94106,78382,215,0,376,1,2,1,0
39,80139,90914,119,1,602,2,12,0,1
43,28897,93857,275,0,735,2,2,1,0
68,38798,18435,133,0,586,1,7,0,0
44,25656,82819,219,1,434,2,8,1,0
57,176418,92573,127,0,329,4,4,0,1
41,32193,93050,267,0,749,1,7,0,0
69,156219,48447,116,1,481,4,10,1,0
25,146474,49256,86,1,374,1,15,1,0
38,122748,31157,62,0,356,3,17,0,1
46,164501,72470,6,0,496,2,17,0,1
60,193263,98623,256,0,326,2,2,0,1
38,103366,22739,218,1,366,3,9,0,1
20,179836,31419,149,1,839,1,14,0,1
48,83628,14519,42,1,447,4,1,0,1
44,153474,33031,294,1,330,2,8,0,1
63,25642,6025,202,0,730,4,14,1,0
44,103746,-1505,170,0,590,3,9,0,1
26,27918,12721,148,1,541,4,18,0,1
50,138535,16472,116,0,346,2,1,0,1
50,134438,43940,14,0,736,3,2,1,0
43,168548,1196,165,1,455,3,1,1,0
45,41061,59538,278,0,783,2,17,0,0
61,136408,30779,90,1,731,2,15,0,1
60,181501,46811,210,1,480,4,13,0,1
48,189637,4356,236,0,534,1,16,1,0
18,40215,41002,203,0,786,1,13,0,0
37,140148,96039,278,1,579,3,10,1,0
29,133613,98611,178,0,342,2,16,0,1
34,192336,98117,247,0,402,4,18,0,1
32,76098,48865,45,0,671,4,0,0,0
51,88764,18140,248,0,546,3,15,0,0
67,113271,73446,237,1,845,4,18,1,0
33,160515,34365,245,0,532,4,6,0,0
21,143816,-4822,93,0,560,4,14,0,1
25,59276,77957,59,0,784,4,5,0,0
51,51711,80754,168,0,600,4,10,0,0
63,195749,84346,253,0,527,2,9,0,0
42,187129,17168,6,0,300,1,14,0,1
32,59764,17561,234,0,848,1,0,0,0
45,24844,32573,275,0,594,1,11,0,0
26,127181,51551,171,1,777,1,15,0,1
19,122539,18744,299,0,415,4,18,1,0
34,44630,38517,139,0,758,2,8,1,0
27,105132,66867,58,1,375,3,13,1,0
26,171625,92005,233,0,778,4,1,0,0
48,121510,54183,161,1,830,1,10,1,0
19,194987,64104,243,1,643,1,4,0,1
41,166236,97727,299,0,708,4,15,0,0
36,37025,93000,80,0,731,3,5,0,0
34,24839,31754,295,1,397,2,1,0,1
60,58937,91546,129,1,509,4,6,1,0
66,133074,80233,188,0,328,1,0,1,0
27,66660,1240,20,1,817,2,17,1,0
67,135911,9188,139,0,571,1,10,0,0
45,53260,93156,251,0,801,3,15,0,0
55,116200,52835,77,0,374,1,18,0,1
65,43206,23786,222,0,566,1,8,1,0
45,75763,28077,87,0,528,3,15,0,0
67,103059,87710,139,0,608,3,1,1,0
69,172946,24887,216,0,661,2,10,0,0
67,26794,37661,227,0,681,2,19,0,0
18,168711,36765,13,0,534,2,2,0,0
20,186335,95196,151,1,544,1,10,0,1
32,137973,37286,153,0,520,4,2,0,0
69,61961,29685,195,0,378,2,7,0,1
27,105801,54968,63,0,649,4,4,1,0
38,31736,67035,167,0,567,3,0,0,0
54,184986,82141,156,0,520,1,14,0,0
32,79395,74414,145,0,305,3,10,1,0
40,100338,40370,195,0,645,2,4,0,0
31,134946,-2759,122,0,367,3,1,0,1
32,99757,51393,96,0,445,1,7,1,0
27,89385,13357,65,0,426,4,8,0,1
26,85285,82858,267,1,575,1,4,0,1
61,173886,82446,277,1,308,4,0,0,1
56,140862,7232,141,0,539,4,13,0,0
22,197839,31746,264,0,724,2,19,0,0
42,155688,29083,201,1,483,3,12,0,1
59,110100,90415,262,0,588,2,8,0,0
43,85659,23005,185,0,340,4,8,1,0
25,87713,75994,275,0,479,2,3,0,1
39,168959,90871,78,1,823,2,11,1,0
69,66811,87684,179,0,423,3,19,1,0
42,166181,73802,114,1,587,3,10,0,1
65,83387,52954,215,1,746,2,12,0,1
29,153196,55211,193,1,445,4,17,1,0
26,121558,92181,19,0,339,4,11,0,1
27,87949,21065,280,0,580,1,8,0,0
65,171843,34563,120,0,401,2,17,1,0
27,26089,85315,35,0,782,1,1,0,0
26,25833,67084,2,0,648,2,15,1,0
43,166820,10499,46,0,643,4,11,0,0
52,69308,55733,139,0,527,2,19,0,0
44,62083,78292,187,0,626,1,17,1,0
48,172459,69984,224,1,726,2,16,1,0
36,135605,54691,283,0,817,4,6,1,0
60,99674,98410,74,0,737,4,4,1,0
55,21702,96507,80,0,845,2,0,1,0
23,185505,86806,231,1,708,3,5,0,1
32,41773,40975,30,0,840,2,9,0,0
46,163497,26145,248,0,476,3,9,1,0
64,58575,63218,196,0,810,2,6,1,0
62,40098,68458,110,0,813,4,12,0,0
22,92519,8265,193,0,416,1,7,1,0
31,172566,29905,76,1,581,4,11,1,0
19,148699,6767,19,0,601,3,14,0,0
40,22397,84067,10,1,494,4,5,0,1
61,46770,14190,131,1,342,4,6,1,0
69,58222,65386,179,1,703,2,5,1,0
63,113737,42555,46,0,597,4,2,1,0
36,69033,62493,121,0,499,3,0,0,1
41,85879,94235,138,1,734,1,16,0,1
37,98475,27815,49,0,450,3,18,1,0
64,35950,79190,216,0,668,4,18,0,0
44,116081,99071,208,0,448,1,0,0,1
69,68787,71488,52,1,464,3,10,0,1
41,108768,19302,141,0,387,4,4,1,0
34,110150,-439,17,1,833,3,11,0,1
42,115551,90291,108,1,597,2,6,0,1
63,126350,8591,226,0,703,1,8,0,0
48,147943,21640,252,1,485,3,17,0,1
45,82926,76216,102,0,749,4,0,0,0
67,24986,-4322,94,0,815,1,5,1,0
45,98485,7137,186,1,796,2,19,1,0
39,151307,12974,49,0,793,4,4,1,0
22,159065,30286,188,0,531,3,19,1,0
61,165908,51284,144,0,474,4,0,0,1
59,90760,12950,123,0,484,3,12,1,0
25,184078,73948,53,0,539,2,17,1,0
55,172380,93509,264,0,842,2,6,1,0
45,85587,-3195,159,0,805,1,14,0,1
64,177803,52823,277,1,668,1,11,0,1
29,95108,62656,295,1,322,2,13,0,1
42,28498,86573,247,0,430,4,15,0,1
55,65066,5821,155,0,774,4,5,0,0
61,197790,83605,224,0,657,2,12,0,0
32,109529,75527,21,0,559,1,10,0,0
61,170065,62478,228,0,639,4,4,0,0
58,32485,88854,162,0,489,3,11,0,1
68,89136,63363,283,1,426,1,15,1,0
51,197195,35148,66,0,468,3,17,0,1
62,66264,53114,85,0,765,2,5,1,0
30,65606,52410,37,1,793,2,3,0,1
25,56346,71629,180,0,767,1,7,1,0
30,123865,51788,102,0,586,4,3,0,0
53,186383,21994,86,0,824,4,18,1,0
23,135192,36323,5,0,541,4,17,0,0
55,143016,65031,141,0,447,1,1,1,0
49,193334,79817,35,1,597,4,15,0,1
38,73166,93563,76,0,827,4,8,1,0
61,59075,88971,43,0,646,4,1,0,0
61,187454,12452,237,1,669,4,11,0,1
66,98675,7126,44,0,669,3,2,1,0
24,123446,98297,111,0,654,2,16,1,0
43,24806,11221,261,0,465,3,10,0,1
32,49357,20886,109,0,760,4,14,1,0
66,78877,35475,210,0,306,2,12,0,1
59,130137,66994,226,1,338,4,10,0,1
40,73155,45594,46,1,684,1,8,1,0
69,78051,20904,21,0,642,4,5,1,0
55,144503,60764,66,0,828,4,5,0,0
58,93147,32613,240,1,478,2,12,0,1
32,147117,62506,204,0,715,1,7,1,0
65,177976,83181,103,0,758,1,0,0,0
57,96742,35720,12,0,639,4,9,0,0
33,117486,26705,76,0,455,1,7,0,1
49,152779,-773,11,0,650,3,19,0,1
54,42290,88344,4,0,495,2,2,1,0
35,104875,13109,204,1,385,3,7,1,0
37,39311,4808,126,0,389,4,8,0,1
63,68175,70625,252,0,787,4,10,1,0
19,22720,11071,14,0,545,3,2,1,0
40,55790,24017,65,0,832,2,16,0,0
47,101285,5323,293,0,773,4,2,0,0
20,135066,50337,207,0,582,3,15,1,0
63,110328,79402,224,0,775,3,4,0,0
56,178544,98589,97,0,514,3,3,0,0
64,42442,78370,54,0,792,2,3,1,0
66,43802,99495,216,0,338,2,9,1,0
18,32721,49313,217,0,849,4,17,1,0
58,55757,81200,239,0,844,3,5,0,0
39,187670,99245,103,0,539,1,7,0,0
46,179304,19416,269,1,574,1,2,0,1
31,189243,12639,142,0,759,3,7,1,0
65,177154,60936,162,0,481,3,0,0,1
45,111402,41770,158,0,651,3,10,0,0
38,21939,57600,200,1,547,4,2,0,1
62,139382,33407,262,0,720,3,18,0,0
49,51989,16736,293,0,563,1,14,0,0
23,150404,5174,214,0,787,2,3,1,0
18,93251,41447,13,0,769,1,3,1,0
38,34454,43749,280,0,512,3,12,1,0
21,152449,37935,116,0,588,1,9,0,0
20,55523,31232,261,0,349,2,14,0,1
66,50807,16450,19,1,514,2,5,1,0
47,38467,50797,80,0,413,2,16,1,0
48,57177,13798,95,0,379,2,0,0,1
51,163359,6374,186,1,777,1,10,0,1
36,68667,87420,133,0,498,1,4,0,1
37,163910,60095,166,0,808,4,19,0,0
40,183137,61623,137,0,564,1,1,1,0
57,75259,59179,136,0,840,4,17,0,0
42,199939,-1126,228,0,368,3,14,0,1
32,56872,38507,161,0,784,2,5,1,0
55,30522,92339,204,1,301,1,0,1,0
40,134108,80080,74,1,404,1,14,0,1
69,180204,1499,214,0,420,4,18,1,0
19,60425,4584,188,1,324,4,10,0,1
32,25478,37475,206,1,833,2,16,1,0
69,113873,30461,116,0,771,2,8,0,0
61,71793,63439,266,0,344,4,1,1,0
52,25025,56302,12,1,793,4,18,0,1
27,27764,56844,70,0,558,3,16,1,0
31,89036,66587,94,0,411,1,4,1,0
44,115062,40423,240,0,676,3,4,0,0
31,51521,49528,21,0,348,2,12,0,1
52,191464,93524,37,0,360,2,4,0,1
50,48807,66952,141,1,768,3,1,1,0
69,38013,-1988,261,0,464,2,18,0,1
18,31311,35312,237,0,307,4,10,0,1
51,181699,33134,30,0,316,2,1,1,0
36,100483,19433,50,0,583,3,5,1,0
41,29041,76285,19,0,739,4,15,0,0
59,91796,82609,134,1,742,2,9,0,1
21,43306,97572,241,0,384,3,7,0,1
53,194899,16831,116,0,343,2,16,1,0
30,109086,54096,154,1,406,2,12,1,0
49,112151,58954,12,0,438,1,4,0,1
26,162499,44787,4,0,570,2,5,1,0
56,185150,6055,64,0,749,3,1,0,0
33,98359,96041,144,0,539,4,3,0,0
67,182285,49502,164,0,418,4,9,1,0
20,149428,8623,145,1,805,3,10,0,1
69,82960,63232,258,0,486,3,9,0,1
37,83741,89201,244,0,779,3,1,0,0
27,79000,4691,127,1,343,2,7,0,1
39,47207,71989,221,0,366,3,16,0,1
65,23936,20076,223,1,808,4,0,0,1
20,71775,29424,77,1,430,4,19,0,1
28,38674,14742,16,0,628,3,4,1,0
42,34374,1464,82,0,558,2,7,0,0
59,116128,-3104,174,0,649,1,7,1,0
65,135040,95412,67,0,678,4,13,0,0
25,147401,69889,141,0,691,2,13,0,0
26,129644,60460,66,0,609,3,14,1,0
32,166389,60661,223,0,706,4,18,1,0
49,49181,97079,138,0,785,3,8,1,0
20,162852,48439,257,0,612,4,14,1,0
21,72994,54313,272,0,647,3,11,1,0
47,40402,72013,169,0,670,3,19,0,0
30,174348,79160,124,0,663,4,12,0,0
61,92778,77508,278,0,840,4,7,0,0
38,144889,27397,32,0,421,4,7,1,0
58,113057,85854,213,1,321,3,15,0,1
63,21052,67062,77,0,692,1,16,0,0
36,35400,63763,105,0,687,4,13,0,0
56,81980,4017,19,0,323,4,10,1,0
65,105483,55000,110,1,480,1,9,0,1
39,45699,86265,180,1,328,2,19,0,1
37,54111,76322,144,1,558,2,7,0,1
54,81065,87384,135,0,460,2,14,0,1
48,142378,58191,262,1,686,3,3,1,0
27,101798,58499,240,1,379,4,11,1,0
35,186763,39903,164,1,432,1,3,0,1
60,128732,21971,29,1,394,3,19,1,0
56,198269,86246,51,1,415,3,0,1,0
63,72404,45657,84,0,342,1,14,0,1
37,80736,34800,169,1,725,4,6,0,1
35,145210,70966,154,0,602,4,0,0,0
28,43942,51232,258,0,457,3,4,0,1
39,170073,14519,15,0,680,1,13,0,0
61,48696,66621,204,0,738,1,15,0,0
35,42319,42754,70,1,710,3,6,0,1
51,57123,73317,242,0,438,1,9,1,0
40,169383,84152,116,0,517,4,10,0,0
18,178192,9595,97,0,736,4,1,1,0
27,42642,35710,41,0,536,4,6,0,0
18,90083,52512,121,0,780,1,9,0,0
55,180443,12552,223,0,833,3,4,0,0
56,125219,44738,108,0,454,4,13,0,1
66,105639,11438,288,0,652,2,3,0,0
26,95279,1777,28,0,597,3,0,0,0
48,185522,91794,113,0,481,1,17,1,0
24,132033,27651,230,0,413,4,5,0,1
34,43407,87846,193,1,687,2,12,0,1
52,24445,23321,7,0,821,4,11,0,0
65,133443,3327,42,0,459,4,7,0,1
54,182168,84459,112,1,669,4,11,0,1
69,137606,142,267,0,690,2,2,0,0
35,136801,3729,39,1,341,3,1,0,1
50,152214,68463,4,0,572,3,6,0,0
21,69897,79127,109,0,462,1,7,1,0
40,108071,63101,256,0,821,4,2,0,0
28,87266,13112,160,1,673,2,5,0,1
69,81466,16880,187,0,444,4,4,1,0
26,155195,23986,72,0,401,4,7,1,0
47,38898,75561,230,0,657,2,6,0,0
25,136457,-4293,33,1,352,1,7,1,0
57,192139,78160,71,0,535,2,15,0,0
22,65946,97663,288,0,765,1,4,0,0
29,137174,12959,55,0,675,2,8,0,0
18,94504,47141,75,0,730,2,3,0,0
32,159064,99447,82,0,559,2,6,1,0
42,141132,53528,230,1,679,1,1,1,0
35,75173,81899,148,0,722,2,4,1,0
55,30125,7418,195,0,816,3,10,1,0
59,173502,66758,235,0,402,4,19,0,1
63,94165,15544,176,0,373,2,3,1,0
43,29226,-4432,10,1,484,1,0,1,0
57,168292,45594,122,0,745,4,10,0,0
20,24702,92203,217,1,619,4,7,0,1
39,151713,87128,132,1,804,3,13,1,0
43,55942,61482,59,1,437,2,17,0,1
36,142341,55176,157,1,421,2,12,0,1
61,23875,7236,65,1,364,2,10,0,1
61,192674,68779,143,1,336,1,4,0,1
64,150140,8231,209,1,778,4,12,1,0
56,167149,6851,89,1,536,4,17,0,1
53,145797,43742,11,1,642,4,0,0,1
38,154684,18577,25,1,773,2,3,1,0
58,92598,26770,250,0,654,3,11,0,0
65,108240,27023,241,1,378,4,7,1,0
43,86998,74351,26,0,654,2,6,0,0
30,190651,87496,52,0,843,3,0,0,0
53,179477,72962,84,1,482,4,5,1,0
41,97510,10957,175,1,699,2,2,0,1
58,118814,81407,292,1,368,1,8,0,1
43,54924,93537,44,1,541,3,18,0,1
38,153991,15911,202,0,847,1,19,0,0
35,92168,73111,130,0,686,3,9,0,0
32,94460,74900,76,0,395,4,15,0,1
32,63910,4321,156,0,684,1,5,0,0
23,54005,48855,160,1,780,4,4,0,1
60,103400,48880,16,1,659,1,17,0,1
48,150634,11999,266,0,594,2,3,1,0
45,30657,62460,122,0,712,1,7,1,0
25,38394,84264,289,0,445,1,10,1,0
46,92433,42756,222,0,478,2,8,0,1
38,58397,92663,235,0,634,1,19,0,0
34,139445,31696,123,0,619,4,13,0,0
66,43874,79265,292,0,793,2,7,0,0
41,180945,-111,149,0,782,2,1,1,0
67,43670,63308,34,0,701,3,10,0,0
53,162023,-4082,14,1,488,1,0,0,1
48,166840,43043,268,1,785,2,4,0,1
64,175535,195,28,1,350,3,17,1,0
51,98905,84638,15,1,745,2,19,1,0
19,50836,22818,0,0,745,2,5,0,0
59,162760,32623,33,0,726,1,2,1,0
20,37202,27378,103,1,322,3,18,0,1
47,27188,8113,288,1,317,4,8,1,0
25,73326,11088,142,0,622,1,3,0,0
69,165207,83163,185,0,502,1,8,0,0
24,54657,87063,290,0,337,2,15,0,1
29,151630,44425,180,0,432,4,4,0,1
36,46195,-2655,203,0,709,2,19,1,0
43,34443,56651,57,0,632,3,4,1,0
45,43215,14457,76,1,573,4,11,0,1
32,25949,53299,148,1,342,3,15,1,0
31,60411,97061,38,0,753,2,9,1,0
65,135877,83272,0,0,765,1,0,0,0
31,88438,690,48,0,332,1,10,0,1
20,82521,26331,298,0,359,1,15,0,1
67,171796,32560,87,0,334,2,12,0,1
46,91431,83509,69,0,705,1,4,1,0
23,125854,75062,246,1,822,1,14,0,1
66,42081,30656,62,0,566,4,18,0,0
40,64732,79638,79,1,803,2,1,0,1
45,149808,74526,239,1,605,3,1,0,1
31,110182,36556,84,0,786,3,6,1,0
31,107904,43149,80,0,617,1,1,0,0
37,111374,54664,66,0,768,3,1,1,0
30,153227,10490,87,1,472,4,9,0,1
44,180975,48536,97,1,671,2,4,0,1
52,180465,15745,258,0,478,2,9,0,1
62,147277,97148,166,0,420,4,14,1,0
19,197581,36795,266,0,422,3,9,0,1
58,199306,66922,223,0,651,4,5,0,0
62,142606,98077,285,1,516,4,18,1,0
57,181173,4183,66,1,759,1,18,1,0
65,165285,27357,175,1,624,3,15,0,1
41,147927,91467,103,0,481,4,3,1,0
46,155423,76480,295,0,632,3,5,0,0
20,60236,98219,227,1,679,3,19,0,1
62,33241,42111,271,0,500,2,6,1,0
21,108987,98863,159,0,359,2,15,1,0
67,173251,94937,189,0,532,4,11,0,0
19,111659,56213,229,0,786,3,19,0,0
37,67665,65217,213,0,418,4,12,1,0
32,81242,85189,101,0,687,1,4,1,0
66,24455,90099,39,0,635,2,7,0,0
49,60459,63282,205,0,467,2,1,1,0
59,80899,60207,198,0,419,3,9,1,0
18,37597,63821,136,0,776,2,9,1,0
55,75591,63786,152,1,586,3,5,0,1
52,66209,42099,132,0,531,3,4,0,0
68,29052,84116,4,0,466,1,10,1,0
24,55691,-2348,267,0,808,1,9,0,1
62,37816,58549,217,1,418,2,5,0,1
30,85876,41214,244,0,401,4,8,0,1
66,76533,1571,201,0,335,1,4,1,0
18,128873,10493,86,0,623,2,3,1,0
31,34206,5722,112,0,331,1,3,0,1
46,182590,98229,293,1,544,2,10,1,0
20,152270,29532,164,0,651,3,7,0,0
63,188136,16571,233,0,544,4,1,1,0
41,199816,98885,152,0,580,1,17,0,0
18,98566,61300,59,0,475,2,18,0,1
65,142874,17981,66,1,736,1,11,0,1
27,171649,84008,115,0,383,2,10,1,0
30,199302,64783,67,0,789,2,13,1,0
53,181320,85572,163,0,763,1,9,0,0
26,127787,73071,280,0,758,3,7,0,0
31,24934,59907,7,0,801,2,16,0,0
53,175999,11184,280,1,628,4,13,0,1
27,141298,9492,29,0,849,2,2,0,0
57,45877,52943,114,1,669,3,5,0,1
40,39471,51637,187,0,795,4,8,0,0
52,189913,23769,228,0,755,2,7,0,0
24,25853,82117,46,0,475,2,11,0,1
59,56018,48786,177,1,485,4,0,0,1
52,78501,60412,41,1,692,1,17,1,0
19,20257,59942,177,1,808,4,7,1,0
32,135169,67079,262,0,351,1,11,1,0
26,180743,9348,3,0,371,1,1,0,1
64,155802,-467,104,0,775,4,2,0,1
34,31305,-3578,172,0,786,4,3,0,1
56,183188,70747,286,1,748,3,17,1,0
69,140761,85776,79,0,461,1,9,1,0
35,108979,9735,60,0,453,2,18,1,0
32,173911,47595,172,1,514,1,18,1,0
35,30818,73827,2,1,404,1,17,1,0
41,26202,6870,2,1,565,1,18,0,1
40,58946,69286,82,0,626,4,13,0,0
29,37031,79452,259,0,396,2,2,1,0
40,164370,91672,58,1,565,1,12,0,1
38,146705,48913,34,0,551,2,15,0,0
43,132212,73306,178,0,561,3,19,1,0
25,181914,6559,153,0,779,2,11,0,0
47,172438,24510,165,0,665,1,19,1,0
51,121890,33828,67,0,441,1,1,0,1
19,113496,96982,242,0,756,1,13,0,0
22,175129,70434,276,0,317,1,7,0,1
48,157152,44942,168,1,508,1,1,0,1
50,135446,76710,88,0,326,2,6,1,0
21,51942,4003,258,1,737,1,5,1,0
23,37016,49097,236,0,518,1,1,0,0
40,44232,52513,189,0,509,4,1,1,0
62,80928,83843,216,1,635,4,1,0,1
36,151401,42613,223,0,423,3,8,0,1
60,80363,64981,83,0,338,2,17,0,1
62,181667,58139,14,1,574,2,17,0,1
25,156518,8902,193,1,332,2,18,0,1
56,97781,67145,253,0,490,3,14,0,1
30,128670,83024,244,0,329,3,1,0,1
18,135672,95236,29,0,518,1,9,0,0
23,145158,13135,166,0,840,4,13,0,0
24,66094,82120,234,1,471,4,17,1,0
65,34822,52792,245,1,789,3,4,0,1
44,36825,95983,184,0,462,2,5,0,1
32,155092,4316,6,0,612,4,12,1,0
69,173133,-3608,85,0,401,4,0,0,1
51,44849,13202,214,1,787,3,17,0,1
40,45602,-3317,22,0,339,1,4,0,1
65,114460,72329,261,1,610,3,11,0,1
66,186966,21431,185,1,843,2,4,1,0
41,55701,40820,13,1,668,1,7,1,0
32,143327,70016,283,1,555,4,16,1,0
52,39752,-2751,260,1,565,1,5,0,1
21,179341,4333,55,0,392,3,0,0,1
61,180212,38376,120,0,663,1,3,0,0
54,172711,73208,152,1,691,3,12,0,1
34,159138,17074,131,1,834,4,8,1,0
48,97045,82971,28,1,550,4,8,0,1
55,159333,26054,232,0,848,3,17,1,0
27,112689,51736,110,0,432,4,5,1,0
67,155657,6584,113,0,812,2,18,0,0
44,73750,24834,262,0,731,2,0,1,0
59,47632,97506,42,0,750,2,15,1,0
23,58585,20497,155,1,689,1,5,0,1
23,20116,58833,39,0,741,4,18,1,0
69,35616,53053,292,0,684,2,12,0,0
32,103733,32856,275,1,437,3,12,0,1
21,133246,-4554,200,1,413,4,18,0,1
65,49590,63045,162,1,515,3,7,1,0
57,135591,6479,137,0,495,2,14,1,0
24,28685,38813,240,0,632,4,14,0,0
68,89394,68085,58,1,322,2,5,0,1
66,165210,-3928,148,1,694,2,10,1,0
62,116752,39648,298,0,404,1,16,0,1
64,39067,26376,232,0,830,2,11,1,0
43,122034,14512,298,0,624,1,13,1,0
48,190468,39557,215,0,446,2,15,1,0
19,131186,1839,128,0,430,1,16,0,1
45,58211,48270,173,0,603,3,11,1,0
59,116516,84665,126,0,433,1,10,1,0
30,60727,20012,62,0,541,4,4,0,0
35,34464,16388,150,0,674,2,19,1,0
47,130875,28361,273,0,734,2,17,0,0
28,166478,38520,282,0,738,1,5,0,0
30,99035,8284,43,1,393,3,18,0,1
68,84086,60812,173,0,793,3,3,0,0
41,157869,15971,60,1,785,3,2,0,1
46,24858,3274,139,0,722,3,18,0,0
22,80796,96687,226,0,705,1,1,1,0
