transaction_id,customer_id,customer_age,customer_tenure_months,merchant_category,merchant_country,is_foreign,is_high_risk_country,transaction_type,card_present,transaction_hour,time_of_day,amount,device_score,num_transactions_30d,avg_monthly_spend,days_since_last_tx,new_card,is_fraud
6717,988698,41,32,entertainment,DE,1,0,in-store,1,2,night,25.98,0.109,2,2232.73,13,0,0
20121,638569,28,8,electronics,NG,1,1,in-store,1,7,morning,41.82,0.159,5,638.02,5,0,0
2262,965580,55,28,entertainment,US,1,0,online,0,23,evening,148.75,0.102,9,2447.97,15,0,0
7430,150013,44,22,electronics,GB,1,0,in-store,1,0,night,106.45,0.31,4,3795.72,5,0,0
20390,788526,22,11,grocery,DE,1,0,in-store,1,3,night,6.35,0.283,1,4775.87,1,0,0
9303,350449,44,6,utilities,IN,1,0,mobile,0,22,evening,37.7,0.067,5,2114.27,27,0,0
28447,397821,41,24,utilities,IN,1,0,in-store,1,10,morning,17.95,0.194,4,1475.22,7,0,0
11191,401033,38,14,restaurants,Other,1,0,online,0,2,night,21.01,0.216,8,5218.55,6,0,0
18779,622117,40,5,entertainment,PK,0,0,in-store,1,6,morning,6.72,0.216,7,5289.36,11,0,0
17570,624252,26,119,others,US,1,0,online,0,0,night,7.81,0.152,7,1268.32,42,0,0
2008,263038,43,79,utilities,IN,1,0,in-store,1,14,afternoon,32.63,0.235,3,3124.25,6,0,0
194,471369,35,32,others,Other,1,0,online,0,20,evening,23.93,0.296,2,539.36,5,0,0
13804,738172,23,4,services,GB,1,0,in-store,1,5,night,18.45,0.068,2,3490.58,2,0,0
28328,981587,50,35,grocery,PK,0,0,online,0,9,morning,6.73,0.335,3,3083.85,0,0,0
8771,449982,29,41,entertainment,IN,1,0,online,0,21,evening,24.78,0.424,3,7074.87,7,0,0
16301,992055,43,17,electronics,FR,1,0,in-store,1,2,night,76.54,0.096,4,4750.44,3,0,0
21910,147027,42,32,others,PK,0,0,in-store,1,7,morning,39.62,0.144,5,2365.62,11,0,0
772,338067,23,40,electronics,PK,0,0,in-store,1,13,afternoon,9.06,0.151,5,2491.59,1,0,0
10588,948689,55,26,utilities,PK,0,0,in-store,1,7,morning,14.37,0.469,3,3018.76,7,0,0
17863,726692,27,56,electronics,IN,1,0,online,0,7,morning,223.83,0.318,6,1462.78,9,0,0
18231,101845,44,9,services,CN,1,1,mobile,0,6,morning,5.66,0.242,6,3183.86,19,0,0
12467,967050,45,15,fashion,Other,1,0,online,0,5,night,89.31,0.253,7,3007.78,6,0,0
20125,200020,39,17,utilities,PK,0,0,mobile,0,2,night,29.96,0.081,7,2893.45,5,0,0
26849,648155,39,6,travel,US,1,0,online,0,7,morning,80.13,0.197,5,563.54,0,0,0
24371,443243,18,34,fashion,PK,0,0,online,0,6,morning,9.4,0.086,8,3751.2,7,0,0
14869,355416,33,63,grocery,US,1,0,mobile,0,5,night,38.92,0.137,5,5242.19,1,0,0
14568,991111,52,11,restaurants,AE,1,0,in-store,1,4,night,7.41,0.035,0,1831.08,0,0,0
16790,773265,32,20,entertainment,GB,1,0,in-store,1,19,evening,14.17,0.117,8,2423.99,11,0,0
29310,875469,40,62,services,IN,1,0,in-store,1,23,evening,37.08,0.245,5,2198.09,7,0,0
29565,462105,61,13,fashion,US,1,0,in-store,1,18,evening,11.45,0.311,7,848.81,1,0,0
10089,411997,26,32,travel,PK,0,0,mobile,0,10,morning,26.38,0.298,5,1416.58,1,0,0
16911,583663,26,16,fashion,IN,1,0,online,0,4,night,53.58,0.266,2,2827.86,2,0,0
6318,259882,25,4,electronics,AE,1,0,online,0,2,night,7.87,0.0,3,1702.35,14,0,0
11852,901680,35,1,restaurants,GB,1,0,mobile,0,2,night,17.58,0.426,2,3101.86,15,1,0
6582,484794,46,101,grocery,PK,0,0,in-store,1,4,night,6.53,0.295,3,3021.11,2,0,0
1448,891189,19,6,grocery,TR,1,1,in-store,1,0,night,26.94,0.465,7,2607.26,4,0,0
343,898615,28,6,grocery,DE,1,0,online,0,17,afternoon,8.22,0.163,7,6520.28,15,0,0
23853,354166,47,2,services,PK,0,0,online,0,3,night,18.44,0.0,4,4968.32,29,0,0
13320,574917,35,27,entertainment,TR,1,1,in-store,1,8,morning,79.5,0.136,6,3936.58,20,0,0
11329,622116,28,6,pharmacy,Other,1,0,online,0,5,night,13.4,0.101,5,3815.94,2,0,0
17112,681330,23,2,electronics,PK,0,0,online,0,15,afternoon,34.2,0.093,7,1065.8,16,0,0
20962,345741,47,36,restaurants,PK,0,0,online,0,21,evening,13.61,0.376,4,4068.81,10,0,0
9169,841652,18,37,electronics,Other,1,0,in-store,1,2,night,155.5,0.599,8,2476.45,0,0,0
25635,329652,44,16,grocery,BD,1,1,online,0,16,afternoon,25.5,0.165,1,4026.14,0,0,1
28538,162146,50,3,restaurants,FR,1,0,online,0,18,evening,49.85,0.131,1,2870.4,10,0,0
19901,916708,19,36,pharmacy,Other,1,0,in-store,1,7,morning,11.57,0.033,5,2338.15,5,0,0
7369,895379,40,14,restaurants,FR,1,0,mobile,0,20,evening,3.19,0.16,3,2907.67,7,0,0
2045,530783,27,0,restaurants,PK,0,0,in-store,1,21,evening,32.24,0.176,2,1621.73,6,1,0
7157,130791,18,5,entertainment,PK,0,0,online,0,15,afternoon,15.59,0.193,2,3509.07,7,0,0
16289,623195,26,1,restaurants,AE,1,0,in-store,1,5,night,4.37,0.472,7,2598.98,22,1,0
7852,946090,29,7,grocery,GB,1,0,online,0,12,afternoon,163.88,0.044,6,732.84,0,0,0
10179,883077,45,11,travel,ES,1,0,in-store,1,13,afternoon,62.52,0.197,5,3485.63,5,0,0
12133,840957,45,9,pharmacy,US,1,0,online,0,14,afternoon,20.95,0.148,6,2868.37,20,0,0
25876,369856,45,17,travel,DE,1,0,in-store,1,15,afternoon,98.15,0.29,4,3224.69,9,0,0
13616,422176,34,9,travel,PK,0,0,online,0,8,morning,18.78,0.203,7,4319.69,9,0,0
17733,549303,29,31,utilities,PK,0,0,online,0,6,morning,21.64,0.31,2,3966.28,0,0,0
17045,130924,40,25,grocery,Other,1,0,mobile,0,18,evening,9.54,0.298,3,3725.94,3,0,0
1493,897917,28,66,grocery,US,1,0,online,0,14,afternoon,34.04,0.191,4,3487.24,8,0,0
779,844699,36,23,grocery,Other,1,0,in-store,1,8,morning,71.94,0.179,6,3404.26,20,0,0
21539,743421,38,25,electronics,Other,1,0,online,0,15,afternoon,175.25,0.162,6,2739.01,12,0,0
9886,101620,52,9,fashion,ES,1,0,in-store,1,4,night,65.17,0.024,5,2740.14,17,0,0
18864,493399,38,6,grocery,NG,1,1,in-store,1,4,night,6.3,0.497,5,4169.75,4,0,0
9278,826747,48,29,grocery,CN,1,1,online,0,20,evening,26.74,0.226,7,3521.11,4,0,0
2525,739430,33,10,restaurants,ES,1,0,online,0,3,night,2.22,0.003,1,2063.09,5,0,0
23568,324376,27,0,grocery,PK,0,0,online,0,6,morning,9.67,0.17,10,4155.72,9,1,0
21175,214688,18,4,utilities,IN,1,0,online,0,21,evening,41.47,0.226,5,3346.33,3,0,0
5375,153053,43,30,grocery,PK,0,0,mobile,0,19,evening,9.85,0.165,8,4946.8,12,0,0
19583,625608,18,25,electronics,PK,0,0,in-store,1,23,evening,13.95,0.156,9,2985.06,2,0,0
22102,645422,18,38,services,TR,1,1,mobile,0,1,night,25.12,0.451,4,3569.14,1,0,0
26207,470868,35,16,restaurants,ES,1,0,in-store,1,16,afternoon,13.6,0.239,1,50.0,2,0,0
28639,722762,25,7,grocery,Other,1,0,in-store,1,7,morning,25.44,0.364,4,3502.67,1,0,0
16233,402085,30,3,grocery,GB,1,0,in-store,1,3,night,16.02,0.261,3,2334.15,5,0,0
14850,663616,32,0,services,PK,0,0,online,0,15,afternoon,26.56,0.064,5,3408.3,34,1,0
17372,705984,47,61,entertainment,IN,1,0,mobile,0,8,morning,9.77,0.209,5,2982.06,7,0,0
8260,904732,42,40,utilities,PK,0,0,online,0,15,afternoon,72.89,0.193,2,384.68,13,0,0
26921,882948,29,12,electronics,PK,0,0,mobile,0,11,morning,60.84,0.161,7,2774.7,0,0,0
41,627035,52,9,restaurants,PK,0,0,online,0,14,afternoon,217.51,0.235,9,1525.54,9,0,0
11241,480572,38,61,utilities,PK,0,0,online,0,4,night,37.06,0.327,12,1349.0,8,0,0
18147,117184,40,5,grocery,PK,0,0,in-store,1,1,night,0.83,0.161,8,3306.54,23,0,0
27405,357144,29,1,others,GB,1,0,in-store,1,20,evening,164.96,0.154,8,2381.77,2,1,0
14425,471427,30,33,grocery,PK,0,0,online,0,10,morning,9.42,0.134,5,2870.97,10,0,0
11640,933358,25,5,fashion,PK,0,0,online,0,2,night,47.35,0.159,6,3207.57,4,0,0
6817,621144,42,37,electronics,FR,1,0,in-store,1,13,afternoon,22.46,0.216,6,5009.78,27,0,0
26326,110019,18,37,travel,GB,1,0,online,0,15,afternoon,52.13,0.23,7,5043.02,4,0,0
27114,747049,50,17,electronics,Other,1,0,online,0,4,night,15.56,0.348,3,5659.65,21,0,0
10705,936971,46,36,services,BD,1,1,online,0,15,afternoon,166.01,0.213,4,2051.99,4,0,1
19108,599264,38,48,services,IN,1,0,online,0,10,morning,15.92,0.275,7,1934.89,12,0,0
14141,822153,48,27,fashion,AE,1,0,mobile,0,22,evening,7.56,0.405,6,6113.59,7,0,0
1461,721019,19,43,others,PK,0,0,online,0,6,morning,81.91,0.201,5,4012.8,11,0,0
27798,422233,34,40,electronics,Other,1,0,in-store,1,2,night,56.52,0.482,6,2787.93,4,0,0
25720,587129,48,72,entertainment,PK,0,0,in-store,1,2,night,7.18,0.077,4,1512.87,8,0,0
4494,302346,18,6,utilities,IN,1,0,in-store,1,15,afternoon,18.53,0.001,2,3041.23,16,0,0
23540,364250,42,97,fashion,Other,1,0,in-store,1,9,morning,30.57,0.278,4,2320.44,22,0,0
26319,843192,24,3,grocery,DE,1,0,online,0,23,evening,15.29,0.521,5,3504.41,15,0,0
13075,169519,36,19,grocery,PK,0,0,in-store,1,15,afternoon,14.03,0.078,5,1017.22,44,0,0
17916,670569,51,23,restaurants,PK,0,0,mobile,0,14,afternoon,30.88,0.21,4,5073.7,8,0,0
13687,445753,23,31,restaurants,PK,0,0,online,0,17,afternoon,18.78,0.224,5,506.56,6,0,0
13948,915122,43,89,utilities,PK,0,0,online,0,13,afternoon,36.51,0.228,2,1380.41,17,0,0
11003,645648,26,9,restaurants,IN,1,0,mobile,0,11,morning,14.88,0.0,2,3716.13,2,0,0
15433,528906,38,10,others,PK,0,0,in-store,1,15,afternoon,29.06,0.261,1,2909.86,5,0,0
7231,506547,54,0,services,ES,1,0,in-store,1,16,afternoon,63.56,0.157,7,2577.28,0,1,0
15687,651872,29,14,restaurants,DE,1,0,online,0,1,night,12.33,0.495,3,739.34,3,0,0
10413,957617,33,3,restaurants,ES,1,0,in-store,1,11,morning,24.13,0.168,7,2775.47,3,0,0
5076,165942,33,1,pharmacy,DE,1,0,in-store,1,2,night,17.49,0.152,3,2395.41,15,1,0
24265,501365,46,8,restaurants,PK,0,0,mobile,0,4,night,117.89,0.336,4,1341.21,9,0,0
21779,407157,44,12,utilities,IN,1,0,online,0,11,morning,5.19,0.484,7,3273.39,7,0,0
9642,298910,42,10,fashion,AE,1,0,online,0,13,afternoon,2.88,0.183,6,3395.46,3,0,0
27764,243363,21,10,travel,PK,0,0,online,0,18,evening,34.82,0.055,7,6368.33,7,0,0
27592,392592,32,2,utilities,DE,1,0,in-store,1,21,evening,26.35,0.022,3,2715.7,13,0,0
24174,720137,18,23,others,US,1,0,online,0,13,afternoon,8.38,0.217,9,50.0,10,0,0
29013,227899,29,38,grocery,FR,1,0,in-store,1,8,morning,3.04,0.089,3,3292.69,9,0,0
4089,182279,36,2,grocery,PK,0,0,online,0,8,morning,18.61,0.24,2,1907.4,9,0,0
18352,699493,47,15,services,BD,1,1,online,0,11,morning,30.57,0.234,5,410.63,5,0,0
21142,117412,26,42,restaurants,BD,1,1,online,0,1,night,102.04,0.409,8,3535.49,7,0,1
28175,758446,35,3,utilities,AE,1,0,online,0,7,morning,45.02,0.059,7,1384.05,23,0,0
14950,384329,46,11,travel,US,1,0,in-store,1,0,night,27.18,0.066,6,1740.46,7,0,0
4250,888140,29,15,travel,PK,0,0,online,0,9,morning,14.8,0.149,8,2523.6,8,0,0
23384,699435,48,5,grocery,IN,1,0,online,0,13,afternoon,12.91,0.034,0,3861.06,5,0,0
16808,991307,25,1,restaurants,BD,1,1,in-store,1,3,night,17.99,0.099,3,3490.43,10,1,1
28904,503048,47,1,utilities,PK,0,0,mobile,0,1,night,64.66,0.368,6,2116.61,18,1,0
10097,317256,32,21,utilities,US,1,0,mobile,0,22,evening,17.17,0.156,4,915.76,18,0,0
29258,741142,44,2,electronics,IN,1,0,online,0,2,night,38.68,0.037,6,2074.53,11,0,0
22011,333259,44,76,travel,BD,1,1,online,0,21,evening,16.06,0.029,5,5432.5,13,0,0
12110,255915,43,8,services,Other,1,0,in-store,1,21,evening,11.47,0.202,7,4428.86,4,0,0
6143,214091,23,0,electronics,NG,1,1,in-store,1,19,evening,24.91,0.156,9,2734.5,65,1,0
5662,455054,48,8,pharmacy,IN,1,0,online,0,22,evening,52.19,0.174,2,4088.66,1,0,0
13971,801793,18,49,entertainment,PK,0,0,online,0,1,night,83.09,0.235,7,2284.33,26,0,0
15038,972189,47,1,pharmacy,BD,1,1,in-store,1,11,morning,150.54841016474032,0.088,4,5049.81,11,1,0
9032,196952,24,4,entertainment,Other,1,0,online,0,22,evening,39.49,0.47,5,3065.97,4,0,0
20981,282639,35,30,pharmacy,PK,0,0,in-store,1,19,evening,9.11,0.064,5,527.06,12,0,0
2660,529667,41,36,entertainment,NG,1,1,online,0,11,morning,182.08,0.228,6,3097.15,26,0,1
142,130535,32,25,fashion,AE,1,0,online,0,4,night,28.71,0.172,7,2045.1,6,0,0
2598,798012,50,51,entertainment,FR,1,0,online,0,7,morning,22.48,0.182,3,1354.72,6,0,0
6702,741517,26,22,grocery,US,1,0,in-store,1,9,morning,20.5,0.123,2,3700.28,3,0,0
15224,924356,25,35,grocery,NG,1,1,online,0,1,night,21.57,0.173,7,3379.56,12,0,1
17762,805339,31,34,pharmacy,BD,1,1,in-store,1,16,afternoon,6.28,0.198,4,1875.37,12,0,0
20059,605241,33,15,grocery,PK,0,0,mobile,0,3,night,9.18,0.231,2,3018.17,18,0,0
26043,689959,36,34,entertainment,BD,1,1,online,0,15,afternoon,316.66,0.035,4,3878.29,6,0,1
29847,282277,26,15,restaurants,PK,0,0,online,0,16,afternoon,4.87,0.244,3,3196.44,27,0,0
22747,483021,27,40,restaurants,DE,1,0,in-store,1,7,morning,37.3,0.307,6,3189.54,6,0,0
7419,830212,23,27,fashion,BD,1,1,online,0,5,night,27.68,0.39,6,5642.69,2,0,1
21126,935624,27,0,grocery,US,1,0,in-store,1,9,morning,16.49,0.171,2,5089.83,1,1,0
17523,449738,37,9,electronics,FR,1,0,online,0,3,night,324.14,0.363,10,2633.56,3,0,0
10450,749443,39,121,services,PK,0,0,in-store,1,16,afternoon,6.24,0.0,3,4112.1,10,0,0
23759,622699,49,10,electronics,PK,0,0,online,0,7,morning,27.02,0.2,5,5633.21,2,0,0
18172,175911,51,0,restaurants,IN,1,0,online,0,23,evening,9.06,0.326,5,1425.08,4,1,0
12131,762806,31,2,restaurants,PK,0,0,online,0,14,afternoon,36.78,0.113,2,3396.69,1,0,0
26906,369999,27,0,restaurants,PK,0,0,online,0,11,morning,8.74,0.279,7,1690.61,5,1,0
21031,780213,42,11,fashion,CN,1,1,in-store,1,20,evening,34.75,0.194,4,3956.52,0,0,0
23953,845512,38,9,utilities,FR,1,0,online,0,17,afternoon,3.35,0.269,1,2766.79,33,0,0
16844,465169,44,11,utilities,NG,1,1,online,0,12,afternoon,13.46,0.196,5,4209.16,9,0,0
22500,489326,30,24,fashion,AE,1,0,mobile,0,2,night,25.82,0.205,7,5247.33,2,0,0
16014,127738,43,22,others,PK,0,0,in-store,1,17,afternoon,40.96,0.027,8,2272.17,25,0,0
8180,529763,28,39,travel,PK,0,0,online,0,11,morning,23.4,0.124,4,1229.93,15,0,0
11566,962781,20,36,fashion,AE,1,0,in-store,1,16,afternoon,3.36,0.254,4,2457.92,0,0,0
17333,569965,37,15,fashion,Other,1,0,in-store,1,18,evening,16.77,0.08,5,2290.93,3,0,0
9529,204672,18,7,others,IN,1,0,online,0,11,morning,50.39,0.188,5,2172.2,7,0,0
6371,832835,20,45,services,DE,1,0,online,0,16,afternoon,39.29,0.277,4,4901.55,18,0,0
4629,416275,22,45,entertainment,PK,0,0,online,0,8,morning,93.78,0.138,7,1359.52,4,0,0
23743,828606,60,13,grocery,IN,1,0,online,0,15,afternoon,199.76,0.113,5,1320.96,14,0,0
14479,320782,32,35,fashion,IN,1,0,in-store,1,18,evening,224.95,0.355,4,3172.05,2,0,0
22310,890505,53,11,restaurants,ES,1,0,online,0,19,evening,93.15,0.345,2,5134.39,10,0,0
22425,795087,41,35,fashion,DE,1,0,mobile,0,18,evening,32.19,0.122,3,2272.26,1,0,0
442,136631,22,7,restaurants,PK,0,0,online,0,11,morning,64.25,0.183,5,1250.55,5,0,0
23044,225172,34,15,entertainment,PK,0,0,in-store,1,3,night,12.56,0.251,6,5189.18,2,0,0
9795,855664,30,27,services,PK,0,0,online,0,20,evening,36.33,0.304,6,2858.17,5,0,0
25216,790944,28,2,restaurants,FR,1,0,in-store,1,21,evening,5.66,0.288,1,57.02,21,0,0
9047,596753,30,48,services,NG,1,1,in-store,1,9,morning,215.02,0.321,3,1742.75,3,0,0
3831,976141,20,71,entertainment,PK,0,0,in-store,1,0,night,39.82,0.114,1,5515.86,5,0,0
29096,926998,30,53,entertainment,FR,1,0,mobile,0,20,evening,23.69,0.149,2,1061.87,1,0,0
22529,271926,46,102,electronics,AE,1,0,in-store,1,2,night,9.46,0.23,4,3117.71,1,0,0
28567,869432,32,1,others,Other,1,0,in-store,1,17,afternoon,14.59,0.102,7,5159.11,1,1,0
6345,585514,40,18,electronics,US,1,0,in-store,1,19,evening,277.27,0.182,6,1841.02,8,0,0
28325,601554,46,13,travel,NG,1,1,online,0,5,night,12.5,0.0,6,5168.39,14,0,1
1959,186231,29,45,fashion,ES,1,0,in-store,1,15,afternoon,6.8,0.289,7,2873.24,2,0,0
25647,487736,52,6,utilities,IN,1,0,online,0,18,evening,20.0,0.255,3,2317.13,0,0,0
156,999684,24,14,entertainment,AE,1,0,online,0,14,afternoon,25.8,0.27,3,50.0,13,0,0
10488,327600,27,8,restaurants,PK,0,0,mobile,0,22,evening,24.95,0.297,9,2671.03,18,0,0
27712,339891,49,17,services,Other,1,0,in-store,1,15,afternoon,27.93,0.138,7,4899.56,1,0,0
4579,601590,37,6,restaurants,FR,1,0,online,0,18,evening,25.71,0.254,6,5594.25,33,0,0
1090,345121,30,23,pharmacy,PK,0,0,in-store,1,12,afternoon,17.25,0.338,3,3121.4,41,0,0
22434,348465,33,46,restaurants,FR,1,0,mobile,0,19,evening,21.08,0.487,7,2049.94,9,0,0
28726,681539,34,100,fashion,NG,1,1,in-store,1,6,morning,39.89,0.316,5,4392.99,15,0,0
12577,493852,35,28,electronics,Other,1,0,online,0,3,night,114.1,0.356,4,3310.29,9,0,0
9123,250823,41,13,restaurants,AE,1,0,in-store,1,3,night,70.86,0.381,9,2983.58,0,0,0
7951,250653,29,9,grocery,CN,1,1,in-store,1,2,night,2.48,0.079,2,1880.5,3,0,0
11102,713587,39,22,entertainment,PK,0,0,online,0,7,morning,21.55,0.14,4,2314.59,3,0,0
18059,777748,36,56,utilities,DE,1,0,mobile,0,13,afternoon,13.11,0.256,1,2837.76,51,0,0
23148,705848,36,15,entertainment,ES,1,0,in-store,1,0,night,9.14,0.67,5,4367.2,4,0,0
27470,359004,18,22,travel,BD,1,1,in-store,1,6,morning,62.44,0.274,6,2577.1,4,0,0
6417,155805,33,12,electronics,PK,0,0,in-store,1,8,morning,29.2,0.041,3,2137.46,44,0,0
16022,584469,38,4,electronics,NG,1,1,in-store,1,2,night,224.7,0.309,3,1117.1,2,0,0
9088,827467,46,6,restaurants,Other,1,0,in-store,1,6,morning,25.22,0.229,6,3487.55,7,0,0
11440,581363,27,43,entertainment,US,1,0,online,0,5,night,27.23,0.119,4,2352.05,1,0,0
18711,606367,24,42,electronics,PK,0,0,in-store,1,19,evening,76.14,0.281,6,50.0,1,0,0
7097,815879,47,7,entertainment,PK,0,0,in-store,1,17,afternoon,22.35,0.297,5,2746.94,11,0,0
1099,971149,44,16,restaurants,IN,1,0,in-store,1,15,afternoon,159.4,0.128,6,5344.04,19,0,0
5434,255489,37,45,restaurants,IN,1,0,online,0,22,evening,17.09,0.089,4,2163.07,8,0,0
13231,480355,27,35,restaurants,GB,1,0,in-store,1,6,morning,64.62,0.189,6,72.01,27,0,0
6451,600981,33,15,grocery,GB,1,0,online,0,8,morning,11.08,0.529,9,3371.11,17,0,0
12329,955738,19,19,entertainment,DE,1,0,in-store,1,0,night,5.95,0.281,5,50.0,0,0,0
10786,603150,21,33,fashion,BD,1,1,mobile,0,16,afternoon,54.42,0.22,5,4559.88,15,0,0
18100,983601,32,10,utilities,Other,1,0,in-store,1,18,evening,5.66,0.047,6,2092.82,3,0,0
26275,831573,46,40,grocery,GB,1,0,in-store,1,0,night,20.24,0.126,11,6106.07,0,0,0
25557,167703,29,79,utilities,Other,1,0,in-store,1,18,evening,20.98,0.261,5,3537.59,3,0,0
24766,442709,36,2,grocery,GB,1,0,mobile,0,7,morning,15.67,0.123,1,1712.97,6,0,0
25818,263396,40,3,services,Other,1,0,in-store,1,9,morning,137.33,0.31,4,1660.29,5,0,0
20216,980381,34,53,restaurants,ES,1,0,in-store,1,13,afternoon,18.48,0.041,2,3006.17,12,0,0
22684,995846,27,13,grocery,AE,1,0,mobile,0,4,night,83.48,0.227,3,3776.44,12,0,0
3349,507688,45,27,restaurants,GB,1,0,online,0,22,evening,3.88,0.116,5,3793.7,12,0,0
4080,273921,54,7,services,IN,1,0,online,0,6,morning,16.84,0.021,8,4907.98,32,0,0
9178,114390,33,3,electronics,Other,1,0,online,0,19,evening,11.93,0.043,3,2272.48,0,0,0
29025,266812,44,6,restaurants,FR,1,0,online,0,6,morning,28.01,0.148,3,1559.06,0,0,0
588,555968,30,51,utilities,Other,1,0,online,0,11,morning,7.28,0.115,2,2758.02,7,0,0
9347,806014,41,36,services,PK,0,0,online,0,23,evening,122.67,0.221,5,4198.58,3,0,0
13270,819542,42,20,restaurants,GB,1,0,online,0,23,evening,73.07,0.095,5,2944.97,12,0,0
13538,481977,42,82,utilities,ES,1,0,in-store,1,5,night,9.85,0.259,5,1886.02,8,0,0
27878,503460,24,15,entertainment,IN,1,0,mobile,0,14,afternoon,5.75,0.173,7,1405.8,23,0,0
10965,167300,26,22,others,CN,1,1,in-store,1,20,evening,9.23,0.078,5,1040.76,1,0,0
29285,974325,29,44,services,AE,1,0,in-store,1,9,morning,37.33,0.077,2,5467.88,15,0,0
13676,956899,25,1,electronics,PK,0,0,in-store,1,10,morning,43.25,0.317,3,2449.91,23,1,0
19375,451591,40,12,electronics,BD,1,1,in-store,1,12,afternoon,32.79,0.0,5,795.85,7,0,0
21954,635916,31,43,restaurants,IN,1,0,online,0,2,night,45.67,0.036,3,6113.37,4,0,0
26698,931533,42,29,services,GB,1,0,online,0,16,afternoon,14.53,0.207,3,4177.05,14,0,0
16300,516706,41,15,grocery,US,1,0,online,0,21,evening,12.41,0.137,4,2423.66,3,0,0
646,724674,49,12,grocery,DE,1,0,online,0,0,night,8.51,0.274,6,4114.69,4,0,0
11750,942667,26,7,fashion,IN,1,0,in-store,1,14,afternoon,45.34,0.09,4,1924.23,11,0,0
9588,945844,35,2,pharmacy,CN,1,1,in-store,1,18,evening,10.86,0.199,4,2991.32,2,0,0
16649,947833,42,19,grocery,IN,1,0,online,0,20,evening,10.17,0.324,6,3221.67,41,0,0
11740,781065,35,48,pharmacy,BD,1,1,in-store,1,14,afternoon,33.59,0.117,2,3149.57,6,0,0
15037,843725,62,2,grocery,PK,0,0,online,0,4,night,43.66,0.32,9,1555.78,1,0,0
227,637833,41,29,travel,US,1,0,online,0,22,evening,106.26,0.066,7,3009.06,16,0,0
23173,901508,19,34,grocery,Other,1,0,in-store,1,22,evening,2.7,0.171,6,2373.59,29,0,0
27701,508632,39,15,restaurants,Other,1,0,in-store,1,8,morning,11.97,0.033,2,5042.73,27,0,0
3865,412023,20,14,grocery,ES,1,0,online,0,0,night,6.26,0.237,6,4077.35,3,0,0
10593,879085,46,32,grocery,GB,1,0,in-store,1,18,evening,5.62,0.232,6,2102.11,2,0,0
22659,353130,33,86,travel,US,1,0,in-store,1,19,evening,13.75,0.124,3,598.9,22,0,0
27974,293399,49,25,electronics,ES,1,0,in-store,1,19,evening,95.04,0.102,4,2779.67,1,0,0
29706,907864,53,12,entertainment,PK,0,0,in-store,1,7,morning,150.69,0.122,6,1720.54,3,0,0
16155,379477,47,1,electronics,US,1,0,online,0,13,afternoon,25.48,0.211,3,50.0,20,1,0
20096,247745,39,10,entertainment,AE,1,0,online,0,7,morning,43.38,0.041,5,4162.98,3,0,0
8439,913051,39,29,travel,US,1,0,in-store,1,12,afternoon,107.37,0.031,5,3259.63,36,0,0
26171,314649,28,1,pharmacy,AE,1,0,mobile,0,23,evening,15.45,0.088,5,1201.67,27,1,0
1530,697794,41,10,entertainment,PK,0,0,online,0,17,afternoon,0.36,0.134,7,5953.19,2,0,0
27189,943171,29,3,utilities,IN,1,0,mobile,0,20,evening,17.08,0.418,4,5501.9,0,0,0
924,815460,27,39,services,US,1,0,in-store,1,13,afternoon,18.26,0.412,9,256.08,4,0,0
26613,998027,27,102,restaurants,BD,1,1,mobile,0,9,morning,8.05,0.0,3,2204.35,1,0,0
23714,504317,46,17,others,Other,1,0,online,0,15,afternoon,33.18,0.376,3,2908.82,11,0,0
20749,495380,22,9,grocery,FR,1,0,in-store,1,12,afternoon,6.89,0.067,3,5611.95,8,0,0
17054,935227,39,15,services,FR,1,0,in-store,1,9,morning,8.51,0.033,2,4152.26,9,0,0
19989,235753,30,6,entertainment,AE,1,0,online,0,6,morning,6.49,0.098,9,3153.63,3,0,0
21493,385556,48,7,others,Other,1,0,in-store,1,6,morning,21.77,0.09,4,2580.56,14,0,0
10103,567310,46,22,restaurants,PK,0,0,in-store,1,14,afternoon,1.84,0.149,5,2417.44,6,0,0
28493,336600,60,22,grocery,PK,0,0,online,0,17,afternoon,6.85,0.461,5,2649.81,0,0,0
21633,289243,37,29,grocery,Other,1,0,mobile,0,21,evening,22.04,0.332,3,3361.64,18,0,0
7184,169639,29,79,fashion,IN,1,0,online,0,17,afternoon,81.45,0.153,3,50.0,4,0,0
12151,766775,37,30,restaurants,TR,1,1,mobile,0,2,night,23.81,0.222,6,2708.58,0,0,0
28374,132934,38,14,grocery,BD,1,1,in-store,1,9,morning,40.75,0.09,3,3971.91,14,0,0
2592,805475,53,7,entertainment,GB,1,0,online,0,5,night,125.05,0.167,3,3457.95,22,0,0
5907,210130,25,68,restaurants,IN,1,0,online,0,20,evening,13.57,0.103,6,5069.89,2,0,0
26358,566981,46,7,services,US,1,0,online,0,1,night,47.52,0.077,6,2114.28,10,0,0
22894,175561,34,44,grocery,IN,1,0,mobile,0,8,morning,24.73,0.044,3,4196.82,10,0,0
11206,581153,35,23,grocery,CN,1,1,in-store,1,20,evening,21.2,0.197,3,5882.47,20,0,0
7134,968277,28,26,travel,IN,1,0,in-store,1,13,afternoon,188.39,0.128,7,2827.49,19,0,0
2308,478544,40,15,travel,ES,1,0,online,0,3,night,113.07,0.035,5,2462.57,17,0,0
25189,689690,19,5,grocery,PK,0,0,online,0,23,evening,15.13,0.151,6,3707.63,2,0,0
