Age,Experience_Years,Education_Level,Department,Working_Hours_Per_Week,Remote_Work_Ratio,Training_Hours,Certifications,Gender,Region,High_Performance
57,7,PhD,R&D,48,0.37,26,9,Female,North,0
39,7,Bachelors,HR,48,0.77,46,9,Female,South,0
48,13,PhD,Operations,34,0.71,59,0,Female,North,0
25,19,High School,Finance,36,0.1,67,5,Female,West,0
28,13,Masters,R&D,42,0.71,13,1,Male,East,0
24,0,Masters,R&D,34,0.45,94,3,Female,North,0
58,25,High School,Sales,49,0.19,62,4,Female,North,1
38,19,PhD,Finance,46,0.64,32,4,Female,South,0
24,2,High School,IT,51,0.14,32,3,Male,South,0
39,14,Masters,Operations,40,0.99,86,6,Female,South,1
30,26,PhD,R&D,32,0.88,55,8,Female,South,0
46,18,PhD,R&D,36,0.24,36,5,Male,North,0
48,0,Bachelors,Sales,51,0.59,8,1,Male,South,0
26,24,Bachelors,R&D,34,0.95,12,1,Female,West,0
22,2,Bachelors,IT,37,0.89,70,4,Male,West,0
24,19,Bachelors,IT,43,0.37,10,9,Male,South,0
32,0,Bachelors,HR,58,0.62,56,2,Male,North,0
35,18,High School,HR,58,0.72,41,3,Female,East,0
31,16,High School,Sales,38,0.13,72,2,Female,North,0
58,12,PhD,R&D,39,0.51,98,3,Male,East,0
46,19,PhD,Operations,59,0.74,82,0,Female,South,1
52,15,Bachelors,Sales,57,0.03,5,0,Male,North,0
34,25,Masters,R&D,51,0.21,86,2,Male,South,1
40,11,Masters,IT,51,0.47,56,8,Female,South,1
36,6,PhD,HR,53,0.67,3,2,Male,East,0
56,25,PhD,IT,33,0.99,51,9,Male,West,1
34,26,PhD,IT,53,0.89,9,0,Male,West,1
39,23,Bachelors,HR,32,0.72,47,2,Male,West,0
38,23,PhD,R&D,31,0.3,8,7,Female,West,0
20,16,Bachelors,HR,37,0.96,73,1,Female,South,1
23,10,High School,Operations,38,0.74,15,2,Female,East,0
22,21,PhD,IT,49,0.68,49,0,Female,South,1
27,7,Masters,HR,42,0.86,65,1,Male,South,0
24,9,Bachelors,Sales,34,0.55,21,1,Male,South,0
28,15,High School,IT,48,0.48,26,9,Male,North,0
20,28,High School,R&D,41,0.03,0,5,Male,South,0
49,9,Bachelors,R&D,49,0.56,92,2,Male,North,1
26,23,Bachelors,Operations,41,0.75,95,4,Male,West,1
41,24,High School,Operations,45,0.07,42,3,Female,North,0
39,7,High School,R&D,35,0.91,28,3,Female,West,0
48,4,High School,IT,32,0.74,97,0,Male,East,0
46,16,Bachelors,Finance,48,0.64,35,4,Female,West,0
44,12,PhD,IT,56,0.88,94,1,Male,North,1
54,24,High School,Sales,53,0.23,47,2,Male,West,1
46,9,High School,Operations,46,0.56,15,8,Female,West,0
30,9,Masters,HR,52,0.55,97,1,Female,North,1
36,25,PhD,R&D,40,0.12,91,2,Male,East,1
50,25,Bachelors,HR,33,0.42,11,2,Male,West,0
37,20,High School,R&D,49,0.86,13,1,Female,North,0
38,22,Bachelors,R&D,38,0.86,98,1,Female,South,1
57,11,PhD,IT,50,0.84,63,2,Male,South,0
48,11,PhD,HR,57,0.09,88,7,Male,North,1
34,6,PhD,IT,58,0.29,64,1,Male,West,0
26,10,Masters,Finance,56,0.69,66,8,Female,North,1
56,19,High School,HR,50,0.02,77,6,Female,West,1
56,23,PhD,R&D,43,0.27,82,5,Male,West,1
26,26,Bachelors,Sales,45,0.32,3,8,Female,South,0
41,25,Masters,R&D,59,0.87,24,0,Female,West,1
31,24,PhD,Sales,57,0.99,87,8,Male,North,1
27,11,PhD,Operations,30,0.41,39,9,Male,West,0
37,3,Bachelors,HR,37,0.63,94,3,Female,West,0
47,17,Masters,IT,35,0.56,88,2,Male,South,0
37,9,Bachelors,Finance,31,0.97,25,0,Female,East,0
50,19,High School,Sales,50,0.91,73,6,Female,South,1
36,1,PhD,Operations,50,0.48,61,6,Female,West,0
42,27,Bachelors,IT,44,0.63,16,8,Female,West,1
30,0,Masters,Sales,55,0.02,5,1,Male,West,0
34,13,High School,HR,50,0.43,1,1,Female,East,0
49,16,PhD,Operations,34,0.48,26,2,Male,North,0
50,26,PhD,Operations,42,0.01,12,9,Female,East,0
25,3,Masters,IT,48,0.14,73,8,Male,South,0
31,29,Bachelors,Operations,48,0.54,66,5,Male,West,1
42,24,Bachelors,Sales,34,0.77,31,1,Male,East,0
58,29,PhD,IT,39,0.91,60,5,Male,West,1
59,8,High School,Sales,45,0.09,90,0,Female,East,0
55,6,Bachelors,Sales,50,0.42,61,5,Male,South,0
54,20,Masters,R&D,36,0.71,55,0,Male,South,1
22,21,PhD,HR,58,0.74,11,2,Male,West,0
47,16,High School,Operations,39,0.08,88,5,Male,West,0
34,2,Masters,HR,41,0.35,95,4,Male,South,0
32,0,High School,R&D,59,0.11,76,4,Female,West,0
38,9,High School,Finance,32,0.58,93,8,Male,North,0
59,4,PhD,Finance,39,0.54,66,9,Male,North,0
37,3,High School,HR,30,0.01,77,4,Male,South,0
50,18,Bachelors,Finance,50,0.38,11,4,Male,North,0
56,5,Bachelors,Finance,50,0.27,14,8,Female,West,0
40,5,High School,R&D,30,0.81,31,2,Female,North,0
58,8,PhD,HR,49,0.92,86,1,Male,South,1
24,19,PhD,R&D,52,0.39,62,5,Female,East,0
36,8,High School,HR,55,0.24,49,4,Female,West,0
38,28,Bachelors,HR,51,0.79,53,2,Female,South,1
23,14,Bachelors,Finance,49,0.98,53,4,Female,North,1
45,19,PhD,Operations,43,0.32,98,8,Female,West,1
43,7,PhD,R&D,45,0.05,85,1,Female,West,0
58,23,Masters,Sales,46,0.73,74,0,Male,North,1
57,1,Masters,Sales,42,0.73,64,6,Female,South,0
38,29,High School,Operations,50,0.33,95,8,Male,North,1
49,9,High School,HR,54,0.56,29,6,Male,East,0
45,13,PhD,IT,54,0.08,33,1,Male,East,0
30,27,PhD,IT,59,0.67,36,8,Female,North,1
58,23,Masters,HR,35,0.71,42,2,Male,North,1
22,1,High School,Sales,46,0.2,3,9,Female,North,0
41,26,Masters,IT,51,0.79,67,7,Female,West,1
36,23,Masters,Operations,53,0.03,25,1,Female,West,0
30,21,Masters,IT,41,0.82,72,7,Male,North,1
58,12,Bachelors,Operations,34,0.87,3,7,Female,West,0
46,18,High School,IT,53,0.06,87,2,Female,East,1
48,27,Masters,Sales,53,0.88,94,3,Male,East,1
31,26,Bachelors,HR,45,0.73,75,0,Female,South,1
32,29,Bachelors,R&D,59,0.33,7,4,Female,East,1
30,28,High School,IT,32,0.03,88,9,Female,North,1
50,28,Masters,R&D,39,0.95,66,2,Male,South,1
30,29,PhD,IT,58,0.38,5,7,Female,West,1
55,6,High School,R&D,48,0.65,34,4,Female,North,0
21,11,Masters,R&D,30,0.25,85,2,Male,South,0
42,5,Masters,R&D,47,0.94,70,9,Male,West,1
55,2,Bachelors,HR,52,0.19,35,8,Female,East,0
33,29,Masters,Operations,52,0.2,96,4,Female,West,1
56,4,Bachelors,R&D,42,0.87,30,8,Male,South,0
46,3,Masters,IT,39,0.09,99,3,Male,East,0
31,13,PhD,Finance,45,0.85,44,8,Male,East,1
48,28,High School,Operations,59,0.16,25,4,Female,East,1
25,5,Masters,Operations,57,0.7,36,0,Male,North,0
42,16,Bachelors,Operations,52,0.37,81,8,Female,West,0
29,16,Bachelors,R&D,39,0.35,31,5,Female,North,0
53,23,Bachelors,R&D,42,0.76,74,9,Female,North,1
31,12,Bachelors,Finance,37,0.71,90,9,Female,West,0
51,23,Bachelors,Finance,46,0.36,78,4,Female,South,1
45,11,Bachelors,Sales,44,0.14,35,8,Female,North,0
26,24,High School,Sales,54,0.36,97,8,Male,East,1
51,28,Masters,Sales,47,0.65,58,0,Male,East,0
52,23,High School,HR,45,0.0,44,8,Male,West,0
37,29,High School,R&D,53,0.86,28,0,Female,East,1
54,1,High School,Finance,51,0.95,23,5,Female,North,0
39,13,PhD,HR,53,0.88,3,1,Female,North,0
50,26,Masters,HR,37,0.65,27,4,Female,West,1
24,4,High School,Finance,50,0.46,52,0,Female,East,0
51,7,Bachelors,Finance,52,0.08,25,2,Female,North,0
38,14,Masters,Sales,30,0.72,82,3,Female,North,0
20,8,High School,IT,39,0.4,25,9,Female,West,0
26,15,High School,R&D,58,0.29,5,1,Female,North,0
41,12,PhD,HR,54,0.33,34,0,Female,East,0
53,21,Masters,Finance,33,0.03,17,4,Male,East,0
29,14,Masters,Finance,52,0.55,55,4,Female,East,0
45,3,Bachelors,R&D,56,0.76,16,8,Male,North,0
51,24,Bachelors,Sales,37,0.82,57,2,Male,South,1
46,15,Masters,Sales,59,0.83,89,2,Female,North,1
31,11,Bachelors,HR,47,0.07,30,5,Female,North,0
59,19,Bachelors,IT,50,0.93,55,8,Female,West,1
42,21,High School,IT,58,0.86,88,3,Female,East,1
33,11,Bachelors,Operations,38,0.11,5,1,Female,West,0
53,14,PhD,Operations,57,0.08,63,3,Male,South,1
36,4,High School,Sales,43,0.87,63,2,Female,East,0
25,0,Bachelors,R&D,47,0.94,6,9,Female,East,0
46,19,High School,R&D,48,0.53,11,9,Male,North,1
27,25,Bachelors,HR,38,0.44,75,0,Male,East,1
52,2,Bachelors,Operations,47,0.7,26,5,Male,South,0
54,7,Bachelors,HR,31,0.7,60,3,Male,East,0
36,6,High School,IT,39,0.69,7,3,Male,East,0
45,12,Masters,Sales,34,0.89,46,1,Female,West,0
26,9,Bachelors,HR,41,0.59,51,2,Male,West,0
43,16,PhD,R&D,43,0.24,31,1,Male,North,0
44,10,Bachelors,IT,37,0.77,74,1,Female,South,0
54,7,Masters,IT,58,0.61,84,9,Male,East,1
45,22,High School,HR,35,0.67,59,7,Male,East,1
24,14,Bachelors,HR,30,0.55,30,6,Female,East,0
57,11,PhD,Operations,48,0.56,49,1,Female,South,1
54,17,High School,Operations,39,0.48,81,7,Male,West,1
49,9,Bachelors,Finance,30,0.32,37,1,Female,South,0
44,11,High School,R&D,59,0.22,50,7,Female,North,1
43,29,High School,IT,41,0.18,58,6,Male,East,0
49,29,Masters,Finance,34,0.95,59,9,Male,East,1
39,3,High School,Operations,41,0.95,15,6,Female,North,0
22,14,Bachelors,IT,33,0.92,63,6,Male,East,0
51,17,Masters,HR,46,0.9,35,0,Female,North,0
27,24,Masters,IT,30,0.1,47,9,Female,West,0
42,12,High School,HR,54,0.4,98,9,Female,East,1
35,23,High School,Sales,41,0.9,26,4,Female,West,1
54,16,Bachelors,HR,52,0.22,61,9,Male,West,0
44,0,PhD,IT,43,0.92,57,2,Male,South,0
34,23,Masters,Operations,31,0.97,31,1,Male,East,0
27,4,Masters,HR,46,0.93,31,5,Female,South,0
53,16,Masters,Finance,52,0.5,21,2,Female,North,0
44,26,High School,Sales,50,0.62,55,0,Male,North,0
38,19,PhD,R&D,38,0.92,89,6,Female,South,1
32,17,Bachelors,Sales,34,0.68,90,7,Female,South,1
31,28,Bachelors,HR,38,0.95,50,0,Male,East,1
34,8,Masters,Finance,43,0.56,40,7,Female,East,1
42,9,High School,Finance,59,0.63,53,0,Male,North,0
59,21,PhD,IT,38,0.4,49,5,Male,North,0
21,26,Bachelors,R&D,32,0.25,73,5,Female,South,0
59,24,Bachelors,Sales,47,0.02,4,9,Male,South,0
42,16,High School,HR,41,0.26,41,6,Male,East,0
24,0,Bachelors,Finance,50,0.36,30,2,Male,North,0
53,26,Masters,HR,55,0.7,69,8,Female,North,1
29,3,High School,IT,32,0.43,59,2,Female,South,0
46,17,Masters,HR,43,0.19,4,6,Female,North,0
23,14,Masters,HR,40,0.3,38,2,Female,South,0
23,14,PhD,R&D,54,0.35,91,8,Female,South,1
27,0,High School,Finance,34,0.3,23,9,Male,South,0
25,21,Bachelors,R&D,39,0.1,21,3,Male,North,0
44,23,Masters,Finance,58,0.29,96,2,Male,North,1
46,0,PhD,Finance,43,0.36,28,5,Female,East,0
59,10,Bachelors,Operations,50,0.9,66,6,Female,North,1
39,10,Bachelors,IT,45,0.09,26,2,Female,South,0
46,25,Bachelors,Finance,35,0.01,80,8,Female,East,1
26,25,Bachelors,Operations,33,0.72,40,1,Male,East,0
42,5,PhD,IT,30,0.34,87,3,Male,East,0
39,0,PhD,R&D,59,0.86,2,5,Female,North,0
53,13,Bachelors,IT,48,0.26,74,1,Female,North,1
48,23,High School,Sales,49,0.3,19,9,Male,East,1
24,5,PhD,Finance,48,0.89,7,5,Female,South,0
46,29,Bachelors,Sales,39,0.47,10,4,Male,East,0
31,16,PhD,Operations,37,0.0,74,1,Male,North,0
36,8,PhD,Operations,52,0.26,36,4,Female,South,0
56,16,Bachelors,Operations,49,0.74,92,8,Female,West,1
53,24,Masters,R&D,32,0.68,32,9,Male,North,1
49,13,High School,HR,45,0.97,20,4,Female,South,1
55,18,PhD,IT,50,0.96,70,4,Female,East,0
25,7,Bachelors,HR,52,0.81,0,8,Male,West,0
51,23,Bachelors,R&D,34,0.78,40,9,Female,North,1
51,22,Masters,Finance,37,0.43,39,7,Male,West,1
28,11,PhD,R&D,46,0.13,86,8,Female,North,0
41,1,High School,Sales,43,0.9,33,3,Male,East,0
29,2,High School,HR,48,0.83,15,8,Female,North,0
48,20,Masters,Operations,57,0.57,96,7,Male,West,1
30,12,High School,R&D,39,0.96,14,1,Male,South,0
47,4,High School,Sales,58,0.93,69,0,Male,North,1
21,17,Bachelors,R&D,57,0.64,98,1,Male,West,1
40,0,Masters,Operations,45,0.4,55,1,Female,East,0
50,4,PhD,IT,59,0.78,98,6,Female,East,1
36,20,Masters,Operations,30,0.74,4,3,Female,North,0
46,11,High School,Operations,54,0.74,98,5,Female,East,1
49,18,Bachelors,IT,45,0.31,26,2,Male,East,0
27,23,PhD,Finance,31,0.56,8,5,Male,North,0
56,5,High School,Finance,34,0.2,12,7,Male,South,0
24,1,Bachelors,HR,43,0.92,15,3,Female,West,0
45,1,High School,IT,32,0.47,21,0,Female,South,0
25,19,High School,Finance,43,0.96,17,7,Male,East,0
35,12,Masters,R&D,36,0.91,92,7,Female,South,1
20,13,High School,IT,48,0.84,30,0,Male,North,0
28,5,PhD,Sales,45,0.58,84,9,Female,South,1
40,11,High School,Finance,50,0.69,18,8,Male,East,0
26,24,Masters,Operations,47,0.61,39,6,Male,West,0
34,12,Bachelors,HR,31,0.08,47,8,Male,North,0
43,23,High School,R&D,54,0.6,99,5,Male,East,1
24,7,High School,Finance,32,0.17,32,9,Male,South,0
57,13,Masters,R&D,36,0.67,36,5,Female,East,0
48,17,Bachelors,Finance,38,0.74,10,1,Female,East,0
30,29,High School,Sales,56,0.61,78,2,Female,East,1
23,26,High School,IT,41,0.98,83,6,Female,West,1
29,3,PhD,R&D,49,0.24,92,9,Male,North,0
53,5,Masters,Operations,45,0.67,47,4,Male,South,0
23,29,Bachelors,R&D,47,0.37,28,1,Male,East,0
29,21,High School,Operations,59,0.28,71,3,Male,South,1
52,27,Masters,Sales,32,0.41,91,3,Male,West,1
37,25,Masters,IT,53,1.0,54,2,Female,South,0
31,5,Masters,HR,39,0.67,82,8,Male,West,0
42,14,Bachelors,IT,30,0.65,31,7,Female,South,0
44,23,Masters,Operations,45,0.44,18,8,Male,East,0
56,23,High School,HR,52,0.39,0,4,Female,East,0
23,29,High School,Operations,59,0.46,85,8,Male,West,1
32,12,Bachelors,R&D,43,0.68,15,4,Male,South,0
37,6,High School,Finance,37,0.28,54,0,Male,South,0
48,12,Bachelors,Operations,30,0.31,82,8,Female,North,0
49,20,High School,R&D,38,0.84,28,2,Male,East,0
57,5,Masters,Sales,30,0.78,44,4,Female,North,0
47,5,High School,Finance,45,0.82,18,1,Male,West,0
26,13,Masters,IT,33,0.81,98,5,Female,West,1
43,2,Bachelors,Finance,39,0.39,22,4,Female,West,0
29,10,PhD,R&D,48,0.51,3,1,Female,East,0
56,12,Masters,IT,36,0.02,10,8,Male,North,0
46,2,Masters,IT,59,0.58,22,5,Male,West,0
40,11,PhD,Sales,32,0.16,6,2,Female,North,0
55,22,PhD,HR,51,0.36,47,4,Female,North,1
48,21,High School,Operations,36,0.87,22,8,Female,South,1
26,20,Bachelors,Finance,55,0.36,26,4,Female,North,1
32,26,High School,Sales,37,0.48,66,2,Female,West,0
42,21,Bachelors,Sales,53,0.32,68,3,Male,West,1
44,21,PhD,Finance,55,0.82,38,5,Female,East,1
32,19,Masters,R&D,45,0.25,57,7,Male,South,1
56,27,Bachelors,HR,31,0.01,1,3,Male,South,0
49,26,Bachelors,Operations,47,0.16,47,9,Female,South,1
45,4,Bachelors,Sales,59,0.94,31,1,Female,East,1
31,12,PhD,IT,37,0.25,31,8,Male,South,0
20,22,PhD,HR,45,0.19,73,0,Male,East,0
37,26,High School,Operations,54,0.46,60,1,Female,North,1
40,10,Masters,Finance,50,0.25,81,0,Male,North,0
43,16,Masters,Sales,40,0.39,44,0,Female,East,0
36,27,High School,Operations,59,0.18,67,5,Male,North,1
28,28,Bachelors,Sales,59,0.88,51,0,Female,North,1
59,9,PhD,Operations,48,0.17,34,2,Male,North,0
47,11,Masters,IT,40,0.15,42,0,Female,East,0
34,5,Masters,Operations,52,0.79,74,9,Male,South,1
32,4,Masters,R&D,48,0.67,85,9,Female,South,0
47,21,Bachelors,IT,49,0.45,82,4,Female,West,1
36,0,High School,Finance,35,0.42,91,8,Male,North,0
28,19,High School,HR,41,0.19,0,2,Male,North,0
40,23,Masters,Operations,55,0.83,44,9,Female,North,1
49,19,Bachelors,R&D,39,0.69,81,5,Female,East,1
30,29,PhD,Sales,59,0.6,88,2,Male,East,1
49,14,Masters,Finance,57,0.19,30,8,Female,North,0
55,15,High School,Operations,38,0.77,48,5,Female,North,0
44,28,Bachelors,Finance,39,0.42,97,0,Female,West,1
26,9,High School,Finance,44,0.76,26,5,Male,South,0
39,23,Masters,Finance,54,0.9,85,1,Male,West,1
54,26,PhD,Finance,52,0.5,61,5,Female,East,0
29,7,High School,Sales,41,0.75,39,9,Male,West,0
54,1,Bachelors,IT,54,0.27,76,1,Male,South,0
20,21,PhD,IT,46,0.36,82,4,Male,West,1
33,6,Bachelors,R&D,44,0.8,24,3,Female,East,0
24,22,Bachelors,Sales,38,0.03,34,5,Female,West,0
59,0,High School,Finance,47,0.77,20,8,Female,North,0
57,19,Bachelors,Sales,54,0.34,56,0,Female,North,0
53,29,High School,Finance,55,0.99,65,9,Male,North,1
43,22,Bachelors,R&D,58,0.93,15,2,Male,North,1
23,5,High School,Finance,36,0.54,20,1,Male,North,0
46,12,High School,HR,54,0.08,82,8,Female,North,1
24,11,PhD,IT,42,0.71,85,1,Female,South,0
32,18,High School,Sales,46,0.09,1,7,Female,East,0
59,25,Bachelors,Operations,34,0.11,86,4,Female,West,1
40,25,High School,R&D,41,0.34,83,7,Male,South,1
56,16,PhD,R&D,58,0.76,87,6,Male,East,1
51,4,Bachelors,Finance,42,0.25,26,2,Female,East,0
57,26,PhD,Operations,32,0.92,9,8,Male,North,1
50,23,Masters,HR,51,0.42,16,3,Female,East,0
51,14,Bachelors,R&D,44,0.75,65,5,Male,North,1
34,13,Masters,IT,36,0.19,52,2,Male,East,0
49,2,Bachelors,Finance,35,0.33,37,5,Female,East,0
26,4,Masters,Operations,52,0.42,94,3,Female,North,1
57,24,High School,HR,35,0.21,36,1,Female,North,0
50,13,Masters,IT,42,0.91,57,6,Female,South,1
45,7,PhD,Operations,34,0.89,29,4,Female,South,0
55,10,PhD,Sales,59,0.4,60,7,Male,North,0
45,24,Masters,Finance,55,0.96,16,4,Male,East,0
21,14,High School,HR,46,0.11,36,6,Female,North,0
28,12,Masters,Operations,35,0.0,84,6,Female,West,1
24,4,Bachelors,Sales,48,0.8,18,0,Female,North,0
46,12,Bachelors,Operations,47,0.22,87,6,Female,North,1
31,2,Masters,HR,48,0.76,17,2,Male,West,0
54,12,Masters,Finance,30,0.73,9,3,Female,North,0
48,10,Bachelors,IT,34,0.92,2,8,Female,East,0
35,8,Bachelors,R&D,44,0.24,53,2,Male,North,0
38,3,Masters,IT,30,0.96,19,7,Female,West,0
46,16,High School,IT,50,0.09,16,1,Female,West,0
37,14,High School,HR,44,0.84,16,1,Male,East,0
32,26,Bachelors,R&D,56,0.4,43,1,Female,East,1
49,17,PhD,R&D,59,0.03,4,7,Female,West,0
45,15,High School,IT,34,0.38,49,3,Female,South,0
25,23,Masters,Finance,52,0.85,60,1,Female,South,1
22,1,Bachelors,HR,43,0.58,15,0,Male,North,0
42,5,High School,Operations,38,0.0,64,3,Female,North,0
31,11,High School,R&D,50,0.63,39,5,Male,West,1
34,4,High School,R&D,30,0.1,19,1,Male,East,0
20,24,PhD,R&D,38,0.44,65,2,Female,North,0
27,23,Bachelors,Operations,52,0.15,3,9,Male,North,0
50,16,Masters,HR,31,0.65,99,2,Male,East,0
30,18,Masters,Finance,45,0.95,30,7,Female,East,1
36,29,Bachelors,HR,35,0.02,36,5,Female,South,0
46,11,PhD,HR,52,0.07,60,2,Male,East,0
50,4,High School,Operations,36,0.78,9,9,Female,East,0
46,27,PhD,HR,45,0.1,86,4,Male,West,1
33,23,Masters,Finance,46,0.91,46,1,Female,North,1
42,6,High School,IT,43,0.86,39,6,Female,West,0
24,1,Masters,Finance,44,1.0,13,0,Female,West,0
49,29,Masters,Finance,44,0.22,68,6,Male,West,1
53,11,Masters,Operations,39,0.77,89,8,Male,East,1
38,22,PhD,R&D,33,0.67,25,7,Female,West,0
50,4,High School,IT,35,0.43,87,5,Female,North,0
35,21,High School,Sales,39,0.38,8,9,Female,North,0
46,7,PhD,HR,50,0.75,49,7,Female,North,0
45,4,High School,IT,57,0.36,46,2,Male,West,0
58,15,High School,Operations,55,0.03,58,0,Male,West,0
48,8,High School,R&D,35,0.56,46,1,Female,East,0
58,0,PhD,HR,53,0.88,49,6,Male,East,0
48,4,Bachelors,Operations,55,0.04,32,3,Female,South,0
50,0,Masters,HR,48,0.25,46,6,Male,East,0
21,16,Masters,Operations,47,0.13,96,6,Male,South,1
25,0,PhD,Operations,41,0.23,20,6,Male,East,0
28,14,Bachelors,Operations,35,0.1,53,0,Male,North,0
34,4,Masters,HR,42,0.87,75,7,Female,North,1
39,8,Bachelors,Sales,52,0.2,82,1,Male,North,1
21,17,Bachelors,R&D,39,0.22,87,9,Female,South,0
22,5,PhD,IT,43,0.57,78,0,Male,South,0
49,20,Bachelors,HR,58,0.7,30,3,Female,North,1
27,11,Masters,Sales,54,0.81,7,7,Male,North,1
59,13,Bachelors,IT,37,0.85,6,8,Female,South,0
40,6,Masters,HR,43,0.11,38,8,Male,West,0
58,6,High School,IT,39,0.23,39,2,Male,North,0
32,18,PhD,Sales,58,0.11,69,7,Female,West,1
59,5,High School,Operations,38,0.82,89,8,Female,North,1
56,2,Bachelors,R&D,59,0.48,64,8,Female,South,1
51,15,Bachelors,Finance,51,0.71,56,0,Male,East,1
33,15,PhD,IT,33,0.53,40,0,Male,West,0
20,17,High School,HR,54,0.19,62,2,Female,East,1
46,4,High School,Finance,44,0.18,73,0,Male,South,0
43,19,High School,IT,46,0.08,14,5,Male,South,0
41,28,PhD,IT,47,0.51,64,3,Male,North,1
33,3,Bachelors,Finance,31,0.09,33,2,Female,North,0
27,15,High School,Operations,44,0.35,26,5,Female,North,0
46,3,Bachelors,HR,37,0.57,36,7,Female,South,0
22,23,Bachelors,HR,34,0.81,90,7,Male,North,0
52,12,Bachelors,Operations,46,0.94,88,3,Male,South,0
40,13,PhD,Sales,43,0.24,20,4,Male,North,0
51,16,Masters,IT,38,0.35,66,2,Male,West,0
59,2,PhD,Sales,36,0.28,18,9,Male,South,0
51,24,Bachelors,R&D,44,0.07,62,6,Female,North,1
43,2,PhD,Finance,54,0.58,57,5,Male,South,0
30,16,High School,HR,48,0.77,41,9,Male,North,1
56,12,High School,Finance,42,0.88,94,6,Male,North,1
40,20,PhD,IT,47,0.48,47,3,Male,North,0
37,19,Bachelors,HR,51,0.21,34,1,Male,South,0
30,9,Masters,Finance,57,0.83,68,0,Male,North,1
46,28,Masters,HR,43,0.71,4,3,Male,East,0
57,23,Bachelors,HR,30,0.76,20,1,Female,South,0
20,26,Masters,HR,35,0.1,49,8,Male,East,1
48,11,Bachelors,Sales,35,0.47,16,6,Male,South,0
40,26,PhD,R&D,33,0.01,41,4,Female,West,0
48,8,High School,Finance,41,0.94,46,9,Male,East,0
28,25,PhD,Operations,47,0.49,63,8,Male,West,1
26,20,Masters,HR,58,0.12,90,7,Male,West,1
57,0,Bachelors,IT,32,0.61,34,8,Female,North,0
50,3,Masters,R&D,45,0.81,90,7,Male,East,1
46,18,Masters,Sales,34,0.19,76,7,Male,East,0
51,5,Masters,Sales,33,0.69,22,5,Female,North,0
24,14,PhD,R&D,34,0.12,43,5,Female,South,0
52,17,PhD,Operations,59,0.66,68,6,Male,South,1
34,4,High School,Operations,40,0.7,73,8,Male,West,1
24,7,PhD,Sales,56,0.6,10,3,Male,South,0
39,10,High School,Sales,45,0.93,1,1,Male,West,0
57,4,Masters,Finance,52,0.46,58,3,Male,North,0
56,20,High School,Sales,48,0.49,50,3,Male,East,1
36,7,High School,Sales,33,0.14,85,4,Male,North,0
23,10,PhD,HR,50,0.41,47,0,Male,South,0
40,20,PhD,Operations,31,0.77,85,2,Male,North,0
53,19,Masters,Finance,56,0.02,92,9,Female,North,1
59,9,PhD,Sales,47,0.26,73,2,Male,North,0
24,8,PhD,Finance,55,0.35,43,5,Female,North,0
23,1,PhD,Operations,41,1.0,51,5,Female,North,0
41,16,Masters,Sales,36,0.99,30,2,Male,East,0
33,3,PhD,HR,56,0.51,84,1,Male,East,0
23,25,Masters,R&D,41,0.68,33,2,Female,East,1
27,11,Bachelors,Sales,49,0.4,33,4,Male,North,0
22,18,High School,Operations,42,0.02,32,7,Male,South,0
48,24,Bachelors,Finance,33,0.36,38,7,Male,East,0
45,18,Bachelors,HR,42,0.09,52,3,Female,West,0
49,18,Bachelors,IT,34,0.12,67,5,Male,South,0
31,25,High School,IT,37,0.19,16,4,Female,South,0
34,28,PhD,Operations,53,0.93,60,8,Male,South,1
21,6,Masters,Operations,48,0.69,10,2,Male,West,0
20,12,PhD,HR,51,0.74,74,8,Male,South,1
47,27,High School,R&D,47,0.2,48,0,Male,South,1
59,1,Masters,Finance,40,0.78,53,4,Male,East,0
54,26,Bachelors,Sales,35,0.49,43,3,Male,West,0
53,7,Bachelors,IT,44,0.86,92,3,Female,West,0
23,5,Bachelors,IT,35,0.36,27,9,Female,East,0
37,27,PhD,Operations,34,0.19,80,1,Female,South,0
31,10,PhD,Operations,54,0.97,31,2,Male,East,1
40,27,Bachelors,Finance,47,0.78,73,9,Male,West,1
29,29,Bachelors,HR,31,0.98,90,9,Female,East,1
40,8,Masters,R&D,30,0.89,5,6,Female,South,0
59,7,Bachelors,IT,56,0.69,6,2,Male,North,0
44,19,Bachelors,Finance,38,0.38,63,4,Male,East,0
36,23,Masters,HR,30,0.62,44,6,Female,East,0
25,19,High School,IT,56,0.59,73,3,Male,East,1
33,26,PhD,Sales,38,0.11,33,3,Female,South,0
56,14,Bachelors,Finance,46,0.54,61,0,Male,West,0
59,20,Masters,IT,50,0.72,14,6,Male,North,0
59,26,PhD,HR,33,0.06,35,6,Female,North,0
37,25,Bachelors,IT,45,0.78,83,7,Male,South,1
49,10,Masters,Sales,32,0.15,51,3,Female,North,0
28,14,High School,Operations,59,0.59,91,4,Male,South,1
33,22,PhD,Operations,37,0.01,80,5,Male,East,0
36,21,Bachelors,R&D,45,0.54,63,5,Female,North,1
53,4,Bachelors,Finance,50,0.05,83,2,Female,West,0
41,15,High School,HR,40,0.02,57,5,Female,East,0
51,1,PhD,Sales,36,0.58,66,1,Male,East,0
31,29,PhD,HR,51,0.21,47,8,Female,South,0
35,14,High School,Finance,38,0.57,20,2,Female,North,0
41,4,High School,Sales,42,0.67,16,6,Female,West,0
57,14,PhD,IT,35,0.5,66,5,Female,North,0
