ID,Age,Income,LoanAmount,CreditScore,EmploymentYears,Dependents,Married,OwnHouse,DefaultedBefore,Date,Approved
43488,35,72910,11052,591,25,3,1,0,1,2134-01-24,0
43489,24,112174,5934,508,13,1,0,0,0,2134-01-25,0
43490,28,52053,1359,748,36,4,0,1,1,2134-01-26,1
43491,59,116721,38687,311,0,1,1,1,1,2134-01-27,0
43492,28,41930,27061,418,5,0,0,0,0,2134-01-28,0
43493,26,93184,20768,845,32,3,0,0,1,2134-01-29,1
43494,52,21663,44984,380,4,2,0,0,1,2134-01-30,0
43495,54,68653,43365,372,27,4,1,0,0,2134-01-31,0
43496,40,140568,48315,308,9,4,0,0,1,2134-02-01,0
43497,50,111681,21200,713,25,2,1,0,0,2134-02-02,1
43498,18,53153,23164,724,37,3,1,1,1,2134-02-03,1
43499,37,123955,28715,782,14,0,1,1,0,2134-02-04,1
43500,22,106777,47744,573,16,3,1,0,1,2134-02-05,0
43501,46,63881,32553,727,33,4,0,0,1,2134-02-06,0
43502,43,92975,45762,512,1,0,1,0,1,2134-02-07,0
43503,68,133858,30278,677,14,2,0,1,1,2134-02-08,0
43504,55,46861,46358,814,15,4,0,0,1,2134-02-09,0
43505,20,88509,46383,694,16,0,1,1,0,2134-02-10,0
43506,38,26614,13181,848,27,3,0,1,1,2134-02-11,0
43507,30,100998,14674,565,0,2,0,1,1,2134-02-12,0
43508,48,81234,16044,849,36,3,0,1,0,2134-02-13,1
43509,34,45842,41495,431,21,2,1,0,1,2134-02-14,0
43510,52,125464,20109,428,33,4,0,1,0,2134-02-15,0
43511,40,69366,42496,553,34,4,0,0,0,2134-02-16,0
43512,20,105746,26154,414,9,2,1,0,0,2134-02-17,0
43513,62,51618,47168,479,6,0,0,0,0,2134-02-18,0
43514,19,124524,6997,587,10,1,1,0,1,2134-02-19,0
43515,20,133023,33048,371,24,4,0,1,0,2134-02-20,0
43516,37,145874,43409,412,8,4,1,0,1,2134-02-21,0
43517,65,83608,9783,345,35,3,0,0,1,2134-02-22,0
43518,61,128333,42279,423,15,2,1,1,1,2134-02-23,0
43519,26,80967,47194,341,37,4,1,1,1,2134-02-24,0
43520,65,83004,24260,747,18,3,0,1,0,2134-02-25,1
43521,21,99766,39603,776,25,1,0,1,1,2134-02-26,0
43522,42,112903,23133,743,10,3,0,0,1,2134-02-27,1
43523,69,44720,34834,603,12,2,1,0,1,2134-02-28,0
43524,67,85272,10022,475,24,4,0,1,1,2134-03-01,0
43525,18,116212,42673,688,35,2,1,0,0,2134-03-02,0
43526,56,148092,42048,697,18,0,1,1,1,2134-03-03,0
43527,69,112644,43627,462,18,3,0,0,1,2134-03-04,0
43528,29,20836,29497,635,0,1,0,0,1,2134-03-05,0
43529,57,122904,31779,672,8,1,1,0,0,2134-03-06,0
43530,57,48244,13871,381,28,2,0,1,0,2134-03-07,0
43531,41,45921,35054,301,33,2,1,1,1,2134-03-08,0
43532,26,136469,33656,682,24,2,0,0,0,2134-03-09,0
43533,63,32182,3437,678,27,1,0,1,1,2134-03-10,0
43534,37,115306,2961,311,28,3,0,0,0,2134-03-11,0
43535,22,122862,36476,507,25,2,0,0,0,2134-03-12,0
43536,37,71350,16361,425,39,3,0,0,0,2134-03-13,0
43537,38,96934,24948,718,17,2,0,1,0,2134-03-14,1
43538,19,55754,31239,355,4,2,0,1,1,2134-03-15,0
43539,38,119517,31412,373,19,1,0,1,1,2134-03-16,0
43540,59,145985,23044,443,4,1,0,1,1,2134-03-17,0
43541,41,121733,46685,642,16,3,0,0,1,2134-03-18,0
43542,26,109192,32577,627,35,2,0,0,1,2134-03-19,0
43543,56,20368,12772,364,28,3,0,0,0,2134-03-20,0
43544,47,117842,1997,756,14,4,0,0,1,2134-03-21,1
43545,35,61131,25175,559,15,1,0,1,1,2134-03-22,0
43546,61,96869,32185,414,21,1,1,0,0,2134-03-23,0
43547,60,61679,36344,562,39,0,1,1,1,2134-03-24,0
43548,27,79830,38262,393,9,1,1,1,1,2134-03-25,0
43549,62,142177,16803,481,2,2,1,1,1,2134-03-26,0
43550,58,76927,41654,645,10,0,1,1,0,2134-03-27,0
43551,65,92249,16086,707,23,4,0,0,1,2134-03-28,1
43552,38,139927,11179,507,39,3,0,0,0,2134-03-29,0
43553,39,98506,46768,797,33,2,0,1,1,2134-03-30,0
43554,34,147086,43923,617,34,0,0,0,1,2134-03-31,0
43555,22,83036,27912,612,6,0,1,0,0,2134-04-01,1
43556,23,88863,13154,458,31,4,0,0,1,2134-04-02,0
43557,27,37829,9366,841,21,3,1,0,1,2134-04-03,0
43558,60,61115,46418,777,20,2,1,1,1,2134-04-04,0
43559,19,129752,48655,798,0,0,1,1,0,2134-04-05,0
43560,24,84040,11100,694,31,1,1,0,1,2134-04-06,1
43561,63,90344,34352,414,16,0,0,1,0,2134-04-07,0
43562,21,35320,6141,489,22,4,0,0,1,2134-04-08,0
43563,54,52305,23553,711,25,3,0,1,0,2134-04-09,1
43564,36,56441,22001,804,30,3,0,1,1,2134-04-10,1
43565,45,101132,12964,418,26,2,1,1,1,2134-04-11,0
43566,37,120185,2658,572,26,4,1,1,0,2134-04-12,0
43567,47,125916,8058,756,34,2,0,1,0,2134-04-13,1
43568,59,21526,38059,765,32,4,1,0,1,2134-04-14,0
43569,55,105316,46906,648,36,4,0,1,1,2134-04-15,0
43570,19,24030,16494,452,12,2,1,1,1,2134-04-16,0
43571,20,48024,2675,412,18,2,1,0,0,2134-04-17,0
43572,64,59760,13890,656,8,3,0,0,0,2134-04-18,1
43573,59,21817,20871,311,33,2,0,0,0,2134-04-19,0
43574,66,94230,35388,344,9,0,0,1,1,2134-04-20,0
43575,56,107705,46365,590,13,1,0,1,0,2134-04-21,0
43576,42,77332,21420,378,16,1,0,0,0,2134-04-22,0
43577,19,62858,40250,562,31,0,0,1,1,2134-04-23,0
43578,56,85992,13402,785,6,0,0,0,1,2134-04-24,1
43579,32,79798,8880,472,29,2,1,0,1,2134-04-25,0
43580,20,90323,18444,745,39,0,0,0,0,2134-04-26,1
43581,22,139802,35097,497,25,2,1,1,0,2134-04-27,0
43582,57,84599,44388,426,34,3,1,0,1,2134-04-28,0
43583,53,139912,14192,382,29,4,0,1,0,2134-04-29,0
43584,67,78952,35180,780,10,3,0,1,1,2134-04-30,0
43585,68,146409,32797,688,25,1,0,0,1,2134-05-01,0
43586,57,125331,22039,346,36,1,1,0,1,2134-05-02,0
43587,55,29157,34032,704,35,2,0,0,1,2134-05-03,0
43588,54,66979,42194,521,4,0,1,0,1,2134-05-04,0
43589,44,126752,48133,304,0,0,1,1,0,2134-05-05,0
43590,22,135845,9525,450,15,1,1,1,1,2134-05-06,0
43591,34,70103,45219,596,8,0,0,0,1,2134-05-07,0
43592,55,52229,43242,768,39,1,1,1,0,2134-05-08,0
43593,62,43836,15487,492,20,0,1,0,1,2134-05-09,0
43594,58,62731,43651,610,28,3,0,1,0,2134-05-10,0
43595,29,49058,16014,781,15,1,1,0,1,2134-05-11,1
43596,59,67999,4153,642,35,4,1,1,1,2134-05-12,1
43597,48,77964,14810,763,29,2,0,1,1,2134-05-13,1
43598,50,67447,9912,825,39,2,1,1,1,2134-05-14,1
43599,60,24521,1664,826,8,2,0,1,1,2134-05-15,0
43600,46,64168,49488,751,28,4,1,0,1,2134-05-16,0
43601,55,119152,15605,807,4,0,0,0,1,2134-05-17,1
43602,20,76042,1468,517,15,2,1,1,1,2134-05-18,0
43603,55,113754,5362,497,36,1,0,0,1,2134-05-19,0
43604,58,48965,39574,779,7,3,0,1,0,2134-05-20,0
43605,57,39497,48386,574,17,3,0,1,0,2134-05-21,0
43606,47,136471,27627,721,18,3,0,1,0,2134-05-22,1
43607,64,148049,44624,792,39,1,0,0,1,2134-05-23,0
43608,39,127277,46126,548,29,3,1,0,1,2134-05-24,0
43609,55,138653,10489,659,34,2,1,0,1,2134-05-25,1
43610,49,25987,14819,757,15,0,1,1,1,2134-05-26,0
43611,60,123596,17914,553,11,2,0,1,1,2134-05-27,0
43612,27,53056,33721,321,8,3,1,0,0,2134-05-28,0
43613,49,71091,39474,572,36,2,0,1,0,2134-05-29,0
43614,60,66241,26123,333,33,4,0,0,0,2134-05-30,0
43615,21,112738,1756,666,16,4,1,0,0,2134-05-31,1
43616,46,105331,6361,752,23,3,0,1,1,2134-06-01,1
43617,62,135010,6263,697,33,3,0,1,1,2134-06-02,1
43618,25,46949,37059,666,32,4,0,0,0,2134-06-03,0
43619,37,145660,29843,452,5,2,0,0,1,2134-06-04,0
43620,64,51910,14030,670,33,4,1,0,1,2134-06-05,1
43621,24,27850,35091,801,26,1,1,0,1,2134-06-06,0
43622,18,121086,2437,537,39,1,1,1,1,2134-06-07,0
43623,42,97990,40536,620,19,2,1,1,1,2134-06-08,0
43624,43,146320,14320,431,6,4,1,0,1,2134-06-09,0
43625,26,97908,33892,407,12,2,1,0,0,2134-06-10,0
43626,40,147090,29717,829,13,2,0,0,1,2134-06-11,1
43627,57,130379,46956,424,26,1,0,1,0,2134-06-12,0
43628,19,99744,6854,827,13,1,0,0,1,2134-06-13,1
43629,43,53632,30969,422,39,2,0,0,1,2134-06-14,0
43630,31,24553,12691,379,0,2,0,1,0,2134-06-15,0
43631,61,126359,43197,322,0,4,0,0,1,2134-06-16,0
43632,48,135059,14121,751,14,1,1,0,1,2134-06-17,1
43633,43,85341,1633,704,38,1,1,0,0,2134-06-18,1
43634,66,58105,18905,653,34,1,0,0,0,2134-06-19,1
43635,36,130850,27041,541,7,2,0,0,0,2134-06-20,0
43636,55,21997,20778,658,31,3,0,0,1,2134-06-21,0
43637,22,60583,41878,575,14,4,0,1,1,2134-06-22,0
43638,23,137551,35651,600,37,0,1,1,1,2134-06-23,0
43639,52,60305,24370,720,18,1,0,0,1,2134-06-24,1
43640,33,117375,17969,723,21,1,0,1,0,2134-06-25,1
43641,48,36040,42566,702,6,3,1,1,1,2134-06-26,0
43642,35,85443,15260,445,5,2,1,0,0,2134-06-27,0
43643,31,74746,39450,534,32,3,0,1,1,2134-06-28,0
43644,42,132440,1428,772,33,0,0,0,0,2134-06-29,1
43645,32,73472,36247,733,19,1,1,0,1,2134-06-30,0
43646,43,123764,31451,747,28,1,1,1,1,2134-07-01,0
43647,53,64889,18014,460,24,2,0,0,0,2134-07-02,0
43648,28,44438,2105,628,9,2,0,0,1,2134-07-03,1
43649,54,99693,42995,672,13,2,0,0,0,2134-07-04,0
43650,58,84938,48310,649,38,0,0,0,1,2134-07-05,0
43651,54,22531,28574,723,20,2,0,0,1,2134-07-06,0
43652,24,64315,27977,571,18,2,0,1,0,2134-07-07,0
43653,35,89979,3651,576,28,0,0,0,0,2134-07-08,0
43654,67,34676,27046,342,39,4,0,1,0,2134-07-09,0
43655,37,148879,38055,481,2,3,1,0,1,2134-07-10,0
43656,19,41178,34451,649,5,0,1,1,1,2134-07-11,0
43657,43,116232,37622,473,36,3,1,0,0,2134-07-12,0
43658,40,119701,16739,771,18,4,0,0,1,2134-07-13,1
43659,49,143292,16074,565,17,4,1,1,0,2134-07-14,0
43660,30,33293,10616,589,19,1,0,0,0,2134-07-15,0
43661,30,68933,45005,587,21,4,1,1,0,2134-07-16,0
43662,34,70593,25138,432,5,1,1,0,0,2134-07-17,0
43663,42,88416,20772,545,23,1,0,1,1,2134-07-18,0
43664,39,76211,26331,370,27,4,1,1,0,2134-07-19,0
43665,44,57145,13501,513,26,3,1,0,0,2134-07-20,0
43666,34,86802,33919,327,13,0,1,0,1,2134-07-21,0
43667,43,84026,41948,643,5,2,1,1,0,2134-07-22,0
43668,55,82102,44048,324,23,4,0,0,0,2134-07-23,0
43669,31,73446,41538,717,28,4,0,0,0,2134-07-24,0
43670,31,22837,13782,326,19,2,0,0,1,2134-07-25,0
43671,29,127950,21840,616,17,2,0,0,1,2134-07-26,1
43672,22,117764,27764,536,34,2,1,0,0,2134-07-27,0
43673,54,139010,21446,307,30,2,0,0,0,2134-07-28,0
43674,21,94734,3113,531,18,4,1,0,0,2134-07-29,0
43675,46,45795,27458,666,18,0,0,0,0,2134-07-30,1
43676,42,24828,35879,313,16,2,0,0,1,2134-07-31,0
43677,62,72068,7599,557,3,3,1,1,0,2134-08-01,0
43678,21,36611,16499,723,27,2,0,0,1,2134-08-02,0
43679,67,50786,9405,790,12,2,1,0,1,2134-08-03,1
43680,33,52705,30256,494,31,4,0,0,1,2134-08-04,0
43681,67,115556,7013,711,19,4,1,1,1,2134-08-05,1
43682,19,104305,17995,325,30,3,0,1,0,2134-08-06,0
43683,40,139393,13300,516,16,2,1,0,0,2134-08-07,0
43684,21,144430,13142,710,24,1,0,1,0,2134-08-08,1
43685,37,31249,10345,358,11,2,0,1,0,2134-08-09,0
43686,34,103837,7688,515,38,1,1,0,0,2134-08-10,0
43687,69,36497,16107,548,9,1,0,0,1,2134-08-11,0
43688,23,87687,42399,681,31,0,1,0,0,2134-08-12,0
43689,35,36811,24113,365,32,0,0,1,1,2134-08-13,0
43690,37,90134,11680,755,37,4,0,1,0,2134-08-14,1
43691,56,108040,27881,568,37,2,0,0,0,2134-08-15,0
43692,62,39762,23206,453,22,2,0,0,0,2134-08-16,0
43693,58,144096,36595,387,3,2,0,0,0,2134-08-17,0
43694,51,83701,14455,416,11,2,0,1,1,2134-08-18,0
43695,57,38328,27683,812,3,4,1,1,0,2134-08-19,0
43696,63,37340,41162,816,30,1,1,1,1,2134-08-20,0
43697,41,93872,36255,724,16,1,1,0,1,2134-08-21,0
43698,35,77952,48944,352,31,0,0,1,1,2134-08-22,0
43699,47,42067,40042,446,0,0,0,0,0,2134-08-23,0
43700,18,144985,28355,759,18,0,1,0,1,2134-08-24,1
43701,40,126192,6299,756,3,0,1,0,1,2134-08-25,1
43702,46,34008,26103,627,6,0,1,0,1,2134-08-26,0
43703,58,32965,39375,565,30,1,0,0,0,2134-08-27,0
43704,58,133220,9914,642,21,3,1,0,1,2134-08-28,1
43705,49,147098,27058,666,12,4,1,1,1,2134-08-29,1
43706,19,124996,43157,561,27,2,1,1,0,2134-08-30,0
43707,65,120586,42246,642,17,2,0,0,1,2134-08-31,0
43708,53,79882,19432,747,2,2,1,1,1,2134-09-01,1
43709,62,67178,47059,847,21,3,1,0,1,2134-09-02,0
43710,34,108011,22942,488,23,0,1,0,1,2134-09-03,0
43711,60,91275,34309,822,13,4,1,1,0,2134-09-04,0
43712,19,46529,12214,423,6,3,1,0,0,2134-09-05,0
43713,21,111938,18935,314,8,0,0,0,1,2134-09-06,0
43714,61,130523,28715,577,11,0,1,0,0,2134-09-07,0
43715,51,55110,28735,506,29,1,0,0,0,2134-09-08,0
43716,18,110611,5263,558,38,3,1,0,0,2134-09-09,0
43717,40,137421,46072,730,2,0,0,1,1,2134-09-10,0
43718,23,139925,49117,683,3,3,0,1,0,2134-09-11,0
43719,33,84143,46666,478,30,3,0,0,1,2134-09-12,0
43720,19,40823,40287,409,30,3,1,1,1,2134-09-13,0
43721,63,67262,36609,436,6,1,0,1,0,2134-09-14,0
43722,69,114989,48906,793,33,1,1,0,0,2134-09-15,0
43723,29,124176,1462,791,20,4,0,0,1,2134-09-16,1
43724,44,69198,47478,480,39,0,1,0,1,2134-09-17,0
43725,36,58815,45276,482,21,0,1,1,0,2134-09-18,0
43726,45,92042,17014,396,39,2,0,1,0,2134-09-19,0
43727,52,27500,35932,475,13,1,0,0,1,2134-09-20,0
43728,68,123013,4527,384,12,4,0,1,1,2134-09-21,0
43729,60,49456,45018,769,29,2,1,1,0,2134-09-22,0
43730,21,43531,39147,690,2,0,0,0,1,2134-09-23,0
43731,66,115611,44456,624,38,4,0,0,1,2134-09-24,0
43732,66,49819,43264,544,2,0,1,0,1,2134-09-25,0
43733,24,44247,1482,833,9,0,1,0,0,2134-09-26,1
43734,54,21187,49263,357,17,1,1,0,0,2134-09-27,0
43735,68,125332,12664,484,27,3,0,0,0,2134-09-28,0
43736,42,57033,15363,601,8,3,0,1,0,2134-09-29,1
43737,68,102513,15277,617,27,0,1,0,0,2134-09-30,1
43738,58,51890,46930,702,33,2,0,0,0,2134-10-01,0
43739,34,95398,4589,600,25,1,0,0,0,2134-10-02,0
43740,58,55638,2846,563,30,2,1,1,1,2134-10-03,0
43741,31,20511,27690,693,23,3,1,0,0,2134-10-04,0
43742,54,82621,38576,541,21,0,0,1,1,2134-10-05,0
43743,19,58219,16310,308,26,3,0,1,1,2134-10-06,0
43744,41,90858,40975,358,36,0,0,1,1,2134-10-07,0
43745,32,78487,14907,639,38,2,0,0,0,2134-10-08,1
43746,65,136764,10289,536,38,4,0,0,0,2134-10-09,0
43747,68,121314,32821,593,26,2,1,1,1,2134-10-10,0
43748,50,30401,48990,373,12,1,1,0,0,2134-10-11,0
43749,29,23745,28535,360,0,1,0,1,1,2134-10-12,0
43750,36,96766,15350,328,20,4,1,1,1,2134-10-13,0
43751,69,44405,1680,842,5,2,0,1,1,2134-10-14,1
43752,64,85025,48625,625,37,4,0,1,0,2134-10-15,0
43753,22,69050,17359,539,10,4,0,0,1,2134-10-16,0
43754,18,20558,15628,444,3,3,1,0,0,2134-10-17,0
43755,60,140931,13031,539,2,2,0,1,0,2134-10-18,0
43756,26,38143,25984,609,34,4,1,0,1,2134-10-19,0
43757,56,26200,8604,678,18,3,1,0,1,2134-10-20,0
43758,51,122009,35973,830,13,3,1,1,1,2134-10-21,0
43759,46,92162,5026,596,33,1,1,0,0,2134-10-22,0
43760,66,123568,21414,345,32,0,1,1,1,2134-10-23,0
43761,65,76161,16310,350,0,1,0,1,0,2134-10-24,0
43762,65,23225,14179,397,29,2,0,0,1,2134-10-25,0
43763,63,86940,24185,302,25,2,1,1,0,2134-10-26,0
43764,19,55465,12645,362,10,1,1,1,1,2134-10-27,0
43765,36,75334,40362,721,11,3,1,1,0,2134-10-28,0
43766,45,109864,29676,444,0,2,1,0,1,2134-10-29,0
43767,52,144696,14400,677,8,0,1,1,0,2134-10-30,1
43768,57,33459,3899,545,29,1,0,0,1,2134-10-31,0
43769,68,91182,18448,549,12,2,1,1,0,2134-11-01,0
43770,65,64263,21565,362,29,2,1,1,1,2134-11-02,0
43771,39,104080,15618,308,14,0,1,0,1,2134-11-03,0
43772,21,146810,6387,323,28,3,0,0,0,2134-11-04,0
43773,25,53418,19583,482,23,1,1,0,0,2134-11-05,0
43774,18,148655,40065,703,13,1,0,0,0,2134-11-06,0
43775,53,123901,42331,459,35,2,1,0,0,2134-11-07,0
43776,24,123829,31049,434,1,2,0,0,1,2134-11-08,0
43777,42,142813,42868,560,0,2,1,1,1,2134-11-09,0
43778,46,76471,16835,683,28,1,1,1,0,2134-11-10,1
43779,18,82705,6395,581,29,2,0,1,0,2134-11-11,0
43780,35,82935,28825,764,2,1,1,1,0,2134-11-12,1
43781,21,75203,32861,585,14,1,0,1,0,2134-11-13,0
43782,37,122801,31327,560,6,4,1,0,0,2134-11-14,0
43783,63,33971,10823,470,33,4,1,0,1,2134-11-15,0
43784,25,39719,35031,667,21,0,0,0,1,2134-11-16,0
43785,44,89390,23813,435,39,0,0,1,0,2134-11-17,0
43786,67,21612,1655,523,14,2,1,0,1,2134-11-18,0
43787,56,105987,22167,487,13,2,1,0,1,2134-11-19,0
43788,52,24476,24944,575,9,4,0,0,0,2134-11-20,0
43789,42,63085,33414,643,13,3,0,1,1,2134-11-21,0
43790,31,62990,30674,571,18,3,1,1,1,2134-11-22,0
43791,61,146167,8329,799,37,1,1,1,1,2134-11-23,1
43792,64,73878,43557,385,28,2,0,0,1,2134-11-24,0
43793,57,120580,30391,576,21,4,1,0,0,2134-11-25,0
43794,48,131767,1599,643,36,2,0,1,0,2134-11-26,1
43795,22,56654,14491,380,15,2,1,0,0,2134-11-27,0
43796,34,107569,5919,425,34,2,1,0,0,2134-11-28,0
43797,27,32191,35502,688,8,0,1,0,1,2134-11-29,0
43798,60,27650,7955,694,39,2,0,0,1,2134-11-30,0
43799,33,25587,1449,369,25,4,0,0,1,2134-12-01,0
43800,65,89289,32358,722,11,4,0,0,1,2134-12-02,0
43801,21,94847,28366,433,0,1,0,1,1,2134-12-03,0
43802,22,129028,24155,305,37,3,1,0,0,2134-12-04,0
43803,59,102596,37631,639,37,3,0,0,0,2134-12-05,0
43804,63,55822,29476,454,34,2,0,0,0,2134-12-06,0
43805,58,101440,22757,314,5,4,0,1,0,2134-12-07,0
43806,67,68512,21875,387,9,0,0,1,1,2134-12-08,0
43807,37,70415,40027,525,8,1,0,0,0,2134-12-09,0
43808,23,43387,4698,366,34,1,1,1,0,2134-12-10,0
43809,28,114106,19669,631,23,4,1,1,1,2134-12-11,1
43810,34,121648,18214,413,8,2,0,0,1,2134-12-12,0
43811,58,129613,45369,308,15,1,1,1,1,2134-12-13,0
43812,20,137326,13322,644,23,3,1,0,1,2134-12-14,1
43813,33,64020,21542,799,9,2,0,1,1,2134-12-15,1
43814,69,100222,33592,742,31,2,1,1,0,2134-12-16,0
43815,53,32961,16023,834,30,4,1,0,0,2134-12-17,0
43816,43,30498,41108,849,34,0,0,0,0,2134-12-18,0
43817,41,149079,47620,766,11,0,0,0,0,2134-12-19,0
43818,64,68779,48327,314,19,2,1,0,0,2134-12-20,0
43819,51,101433,44152,677,22,4,0,0,1,2134-12-21,0
43820,37,81079,12246,824,33,1,1,0,0,2134-12-22,1
43821,34,91483,35873,368,30,3,0,0,1,2134-12-23,0
43822,68,135769,29052,472,6,2,1,1,1,2134-12-24,0
43823,37,142302,31849,746,22,2,1,0,0,2134-12-25,0
43824,33,101121,6382,438,17,2,1,0,0,2134-12-26,0
43825,68,124711,22850,580,34,2,0,1,0,2134-12-27,0
43826,66,132378,18557,336,9,3,0,1,1,2134-12-28,0
43827,21,78571,37867,701,4,1,0,1,1,2134-12-29,0
43828,35,103400,39874,695,26,4,0,1,1,2134-12-30,0
43829,53,43065,40903,685,33,1,1,1,1,2134-12-31,0
43830,52,71053,15434,428,38,1,0,0,1,2135-01-01,0
43831,47,113113,22192,572,4,4,0,1,1,2135-01-02,0
43832,35,36805,21571,579,26,1,1,1,0,2135-01-03,0
43833,38,39504,27101,464,36,3,0,1,0,2135-01-04,0
43834,69,111946,21105,847,29,4,0,1,0,2135-01-05,1
43835,49,104410,11609,456,16,2,1,1,1,2135-01-06,0
43836,22,49906,12927,511,27,1,0,1,0,2135-01-07,0
43837,58,138804,45344,350,26,2,0,1,1,2135-01-08,0
43838,40,135084,35287,487,35,2,1,0,1,2135-01-09,0
43839,47,59266,33387,371,17,2,0,0,1,2135-01-10,0
43840,44,100258,46392,546,28,3,1,0,1,2135-01-11,0
43841,32,111224,33943,324,16,1,1,1,1,2135-01-12,0
43842,58,55743,48319,380,30,0,0,0,1,2135-01-13,0
43843,31,54580,30753,572,22,0,1,0,1,2135-01-14,0
43844,38,142381,33128,514,25,2,1,1,0,2135-01-15,0
43845,51,71678,48460,579,32,4,0,0,1,2135-01-16,0
43846,43,96935,16553,789,7,4,1,0,0,2135-01-17,1
43847,42,36390,39695,686,6,3,0,1,0,2135-01-18,0
43848,67,24835,31255,570,33,1,0,1,1,2135-01-19,0
43849,62,28290,19612,552,18,3,1,0,0,2135-01-20,0
43850,48,87026,16245,301,19,1,1,1,1,2135-01-21,0
43851,65,96474,37598,490,12,0,0,1,0,2135-01-22,0
43852,23,122529,7205,568,8,4,0,0,0,2135-01-23,0
43853,65,66404,10251,751,10,2,0,1,0,2135-01-24,1
43854,21,149707,8956,511,8,2,1,1,1,2135-01-25,0
43855,41,139873,33309,637,34,1,1,0,1,2135-01-26,0
43856,59,48689,35247,539,23,1,0,0,1,2135-01-27,0
43857,48,57582,23147,812,20,0,1,0,0,2135-01-28,1
43858,36,88751,26562,474,23,4,1,1,1,2135-01-29,0
43859,28,38699,47546,406,0,0,1,0,1,2135-01-30,0
43860,46,46987,15301,548,5,1,1,0,0,2135-01-31,0
43861,22,83803,10434,829,23,1,1,1,1,2135-02-01,1
43862,35,124931,45988,571,22,4,1,0,0,2135-02-02,0
43863,20,144373,44645,342,39,4,1,1,1,2135-02-03,0
43864,57,143867,15116,535,30,1,1,0,0,2135-02-04,0
43865,28,124757,5738,614,4,2,0,1,0,2135-02-05,1
43866,38,115271,36504,819,37,4,0,0,1,2135-02-06,0
43867,47,75978,35587,784,0,4,1,1,0,2135-02-07,0
43868,36,57365,30138,391,28,4,1,1,0,2135-02-08,0
43869,42,36021,24157,475,24,3,1,0,1,2135-02-09,0
43870,52,103971,11966,830,8,2,0,0,0,2135-02-10,1
43871,29,57323,38004,738,28,1,1,0,0,2135-02-11,0
43872,64,60724,6369,772,3,1,0,1,1,2135-02-12,1
43873,43,31226,19397,826,12,3,0,0,0,2135-02-13,0
43874,65,141238,33424,642,13,2,0,1,0,2135-02-14,0
43875,22,120521,45145,330,16,3,1,1,0,2135-02-15,0
43876,36,125306,33365,398,21,3,1,1,1,2135-02-16,0
43877,44,145736,5010,414,36,0,0,0,1,2135-02-17,0
43878,55,146351,16665,521,29,3,0,0,0,2135-02-18,0
43879,46,94335,26390,469,35,0,0,0,0,2135-02-19,0
43880,29,63555,9336,330,21,0,1,0,1,2135-02-20,0
43881,36,107673,16388,630,17,3,1,1,1,2135-02-21,1
43882,26,62256,48159,637,1,4,1,0,1,2135-02-22,0
43883,35,59093,35023,571,7,4,1,1,0,2135-02-23,0
43884,46,47089,45083,535,5,4,1,0,1,2135-02-24,0
43885,20,120698,15255,359,22,3,0,0,0,2135-02-25,0
43886,40,96678,4957,370,2,2,0,1,0,2135-02-26,0
43887,47,87445,15849,442,3,1,1,1,1,2135-02-27,0
43888,63,79816,33032,636,0,4,0,1,0,2135-02-28,0
43889,41,53637,16084,420,26,0,0,0,0,2135-03-01,0
43890,54,101469,21022,759,36,4,0,0,1,2135-03-02,1
43891,54,88213,21002,374,6,3,1,1,1,2135-03-03,0
43892,21,75635,11014,421,30,2,1,1,1,2135-03-04,0
43893,45,143131,36998,392,26,0,1,0,1,2135-03-05,0
43894,33,138584,30721,667,6,4,1,1,0,2135-03-06,0
43895,30,52866,1747,768,2,3,1,0,0,2135-03-07,1
43896,25,67598,28359,633,0,4,1,1,1,2135-03-08,1
43897,65,136000,49432,360,19,4,1,0,1,2135-03-09,0
43898,42,98586,2339,606,21,4,0,0,0,2135-03-10,1
43899,19,42041,25816,507,13,2,0,1,0,2135-03-11,0
43900,47,57463,10009,356,37,1,0,0,1,2135-03-12,0
43901,57,105783,42081,548,36,4,0,1,0,2135-03-13,0
43902,20,101182,8867,632,29,1,1,0,1,2135-03-14,1
43903,40,35130,12650,329,36,4,1,0,0,2135-03-15,0
43904,46,90704,29307,603,38,0,0,1,0,2135-03-16,1
43905,58,102504,35676,817,33,2,0,0,1,2135-03-17,0
43906,47,66273,46057,456,24,2,1,0,0,2135-03-18,0
43907,28,141541,26830,831,32,0,0,1,0,2135-03-19,1
43908,38,108478,22495,551,12,3,0,0,1,2135-03-20,0
43909,44,149688,1574,336,25,2,1,1,1,2135-03-21,0
43910,41,111151,22868,311,37,4,0,1,0,2135-03-22,0
43911,69,122508,2228,669,31,1,1,1,0,2135-03-23,1
43912,48,148389,8132,519,17,0,0,1,1,2135-03-24,0
43913,47,106102,19878,317,24,3,1,0,1,2135-03-25,0
43914,18,63374,1306,493,18,4,1,1,0,2135-03-26,0
43915,18,35992,27693,329,25,2,1,0,1,2135-03-27,0
43916,25,140516,22767,439,25,3,1,1,0,2135-03-28,0
43917,65,143536,6045,496,39,0,1,0,0,2135-03-29,0
43918,59,75304,11313,738,36,4,0,1,1,2135-03-30,1
43919,51,62329,37023,594,23,3,0,1,1,2135-03-31,0
43920,33,72669,22501,749,14,3,0,0,1,2135-04-01,1
43921,44,56108,25427,563,23,4,1,1,1,2135-04-02,0
43922,21,106918,21927,732,36,2,0,1,1,2135-04-03,1
