ID,Age,Income,LoanAmount,CreditScore,EmploymentYears,FamilySize,OwnsCar,OwnsPropertyBefore,OwnsHouse
41530,30,93361,81663,718,16,6,0,1,1
41531,28,187555,51654,438,30,1,0,1,1
41532,43,175855,278300,838,6,1,1,0,1
41533,29,38769,112545,547,35,5,0,0,0
41534,57,80628,271893,410,27,7,0,0,1
41535,62,132818,151627,736,16,9,0,0,1
41536,60,150990,257395,698,13,3,0,1,1
41537,56,53077,374837,674,12,4,0,1,1
41538,61,174008,415405,738,23,3,1,0,1
41539,51,153257,499960,689,22,3,0,1,1
41540,39,186278,122139,406,34,8,1,0,1
41541,33,92061,19033,798,26,7,0,0,1
41542,57,29972,287995,548,8,7,0,0,0
41543,23,172256,476616,710,1,8,1,0,1
41544,43,54656,40496,577,12,5,0,0,0
41545,51,123392,483738,625,19,2,0,1,1
41546,29,66590,447654,842,0,5,1,1,1
41547,62,84134,30299,306,6,8,1,0,1
41548,35,35854,98931,839,9,3,1,1,1
41549,58,124296,398047,796,7,9,0,1,1
41550,51,40941,445153,676,35,3,1,1,1
41551,37,35397,430647,495,32,2,1,0,0
41552,44,29862,111839,422,13,9,1,1,1
41553,26,125194,222153,564,15,7,0,0,1
41554,66,105058,497442,542,23,3,0,0,1
41555,37,128807,306065,690,30,5,1,0,1
41556,66,95353,81656,367,6,9,0,1,1
41557,37,171141,137636,728,14,2,1,0,1
41558,22,52258,118651,729,0,9,0,1,1
41559,20,196732,441495,539,3,2,0,0,0
41560,52,162347,410903,331,8,5,1,1,1
41561,26,131185,111133,824,1,4,0,0,1
41562,29,194072,428701,539,29,3,1,0,1
41563,63,92582,241539,641,10,4,1,0,1
41564,27,105225,482074,812,1,3,1,1,1
41565,51,51695,308332,634,21,9,0,1,1
41566,42,110668,203202,313,21,9,0,0,1
41567,36,157752,45050,746,10,3,0,1,1
41568,33,149969,77957,403,2,7,1,0,0
41569,36,164832,226822,348,7,5,1,0,1
41570,44,111005,159094,407,12,1,0,1,1
41571,40,187785,24916,773,27,8,0,1,1
41572,25,20194,306630,452,28,9,0,0,0
41573,39,24251,11521,351,18,3,1,0,0
41574,68,40589,463304,338,20,1,1,0,0
41575,39,154602,203970,838,38,9,0,1,1
41576,45,87236,436975,456,37,6,1,0,1
41577,51,116129,81038,514,35,1,0,0,1
41578,27,68456,32688,802,38,9,1,1,1
41579,64,131612,116770,602,24,7,1,0,1
41580,67,95836,266452,769,14,4,1,0,1
41581,63,81407,342800,789,2,3,0,0,1
41582,48,23890,371525,644,27,3,0,0,1
41583,36,24692,70798,752,10,1,0,0,1
41584,37,196115,443915,708,11,7,1,1,1
41585,59,72969,184188,459,31,9,0,1,1
41586,37,37370,191369,418,3,3,0,1,0
41587,30,78106,466629,674,11,2,1,1,1
41588,64,88774,284329,409,5,3,1,0,0
41589,31,125871,232096,607,24,3,0,0,1
41590,34,110690,472951,458,31,1,0,1,1
41591,45,159646,135180,308,25,1,1,0,1
41592,22,92477,122237,488,22,4,1,0,1
41593,22,26492,196289,544,31,6,1,0,0
41594,57,135134,183825,347,37,5,1,1,1
41595,54,79332,458353,400,1,2,0,0,0
41596,28,179406,39632,464,5,7,1,1,1
41597,62,39978,240993,620,30,5,1,0,1
41598,59,111666,400695,771,24,6,0,1,1
41599,23,113373,53724,792,38,3,1,0,1
41600,39,194151,391045,647,36,3,1,1,1
41601,34,195996,176846,352,15,1,1,0,1
41602,48,37032,90718,613,26,3,1,0,1
41603,24,130872,144812,474,16,2,0,1,1
41604,58,65342,228381,822,5,1,1,0,0
41605,59,143532,33747,355,32,5,1,1,1
41606,26,45408,477849,475,21,9,0,1,1
41607,27,35005,107155,497,6,6,1,0,0
41608,51,192232,283063,313,37,9,1,1,1
41609,55,54279,461847,712,38,7,1,1,1
41610,52,178236,493627,635,26,7,1,0,1
41611,56,110206,498471,751,22,4,0,0,1
41612,51,131889,419247,511,18,4,0,0,1
41613,62,151202,472591,574,10,9,0,0,1
41614,55,31810,425529,607,18,1,0,0,1
41615,53,180705,60483,438,8,4,1,0,1
41616,68,117411,258913,714,38,6,1,1,1
41617,44,197448,216700,564,23,4,1,0,1
41618,63,67568,364738,449,19,5,0,1,1
41619,51,72313,321342,332,17,5,1,1,1
41620,21,133886,14629,693,39,8,0,0,1
41621,28,127741,285552,555,7,3,1,0,1
41622,57,111402,281920,476,10,5,1,1,1
41623,48,191552,367883,306,7,6,0,0,1
41624,57,199493,305362,775,35,9,0,1,1
41625,37,117517,44273,369,12,6,1,0,1
41626,41,143578,392179,363,0,9,0,0,0
41627,54,87831,105668,458,39,8,1,0,1
41628,34,82002,216106,401,31,3,1,1,1
41629,26,193632,184114,375,26,7,1,1,1
41630,32,23267,77222,542,8,4,0,0,0
41631,61,125017,264329,637,6,2,1,1,1
41632,55,94937,219364,672,5,7,0,1,1
41633,35,94213,470307,548,16,5,0,0,1
41634,60,193054,44401,675,12,8,0,1,1
41635,40,110683,22392,414,25,3,0,1,1
41636,47,158554,207074,541,8,1,0,0,1
41637,29,58281,281944,306,29,1,1,1,1
41638,38,143002,267952,475,31,9,0,0,1
41639,36,87405,446202,493,19,3,0,0,1
41640,20,168387,70578,837,14,2,1,0,1
41641,32,161110,68537,673,34,6,1,1,1
41642,55,166845,85630,767,15,9,0,1,1
41643,66,77113,461534,742,33,5,1,1,1
41644,61,100222,327659,438,38,7,0,1,1
41645,39,64841,134522,748,8,4,1,0,1
41646,60,194510,223587,399,24,6,1,0,1
41647,59,122290,299218,465,0,8,1,1,1
41648,25,146823,87925,614,18,1,1,1,1
41649,42,108652,276230,758,12,3,1,1,1
41650,61,182770,192904,519,10,2,1,0,1
41651,43,152687,363992,767,3,8,1,0,1
41652,68,119736,465046,408,14,2,0,0,1
41653,24,191388,48076,659,39,6,1,0,1
41654,51,185337,196089,620,11,6,0,0,1
41655,65,21916,206710,768,22,8,1,0,1
41656,36,142964,204606,822,4,4,1,0,1
41657,30,80177,263721,614,34,5,1,1,1
41658,46,164855,93706,759,22,8,1,0,1
41659,23,193678,447842,804,14,8,1,1,1
41660,42,116093,371671,768,4,7,0,0,1
41661,42,191907,30113,466,5,1,1,0,0
41662,68,180054,234028,834,13,7,1,1,1
41663,53,179643,233738,728,11,8,0,0,1
41664,40,55838,338739,782,16,2,0,1,1
41665,41,108840,391762,633,6,8,1,1,1
41666,20,198851,267067,453,20,9,0,0,1
41667,51,84135,199471,766,31,2,1,0,1
41668,47,35549,251675,823,8,3,0,1,1
41669,37,188187,17391,503,6,4,0,1,1
41670,26,25592,145080,344,9,9,1,1,1
41671,57,65872,385445,312,17,5,0,0,0
41672,25,163577,373133,388,27,2,0,1,1
41673,33,132809,398534,317,2,4,1,1,1
41674,49,25377,362229,702,19,4,0,1,1
41675,63,96446,137887,348,14,7,0,0,1
41676,65,85611,4791,343,28,6,0,0,1
41677,33,105778,108288,799,13,4,1,0,1
41678,63,138392,297020,581,30,3,0,1,1
41679,60,126852,228342,709,35,3,1,1,1
41680,28,136681,469,798,27,8,0,0,1
41681,50,96093,167136,810,27,3,1,0,1
41682,21,85211,278319,384,3,7,0,0,0
41683,37,94849,373899,344,10,7,1,0,1
41684,24,137519,473884,508,14,6,1,0,1
41685,45,134792,250656,822,14,9,1,1,1
41686,42,75942,97056,380,13,4,0,1,1
41687,31,84332,497941,802,1,1,1,1,1
41688,33,190179,432114,336,0,8,1,0,0
41689,32,72190,453701,412,21,8,0,1,1
41690,54,129257,34398,703,1,1,0,0,1
41691,66,74155,65004,785,0,4,0,0,0
41692,34,80385,308984,313,10,5,1,1,1
41693,54,65659,431827,801,28,3,1,0,1
41694,38,124324,486991,359,0,4,1,0,0
41695,34,128042,89226,619,13,8,0,1,1
41696,27,117441,386977,373,34,2,1,0,1
41697,42,103406,152804,659,2,3,1,1,1
41698,32,32850,293302,713,30,3,1,0,1
41699,42,61476,463076,303,37,3,0,1,1
41700,50,73551,48219,680,29,2,1,0,1
41701,49,104948,493758,572,34,6,0,0,1
41702,61,198599,37893,405,24,1,1,0,1
41703,21,139174,305963,577,6,6,1,0,1
41704,30,166516,88448,822,35,9,0,0,1
41705,44,175943,262180,625,35,6,1,0,1
41706,48,153060,33749,718,33,4,1,1,1
41707,41,195501,114144,774,4,5,1,1,1
41708,38,106497,453009,624,15,4,1,1,1
41709,28,66857,483429,464,9,7,0,0,0
41710,60,90481,454748,612,6,2,1,1,1
41711,57,116720,163302,769,21,5,1,1,1
41712,48,43781,331137,475,12,3,1,0,0
41713,29,50711,27328,324,5,2,0,0,0
41714,41,44543,432965,365,23,2,0,0,0
41715,43,110256,303855,774,1,8,1,0,1
41716,27,97525,481790,629,10,9,0,1,1
41717,66,192477,172698,477,3,1,1,1,1
41718,25,124225,467817,670,34,7,0,0,1
41719,26,148964,273678,426,5,7,1,0,0
41720,39,60171,255821,672,30,1,1,0,1
41721,36,146596,4063,578,25,2,1,1,1
41722,55,133767,465290,570,10,2,0,0,1
41723,27,197193,299012,472,30,9,1,1,1
41724,32,86690,67922,849,17,6,1,0,1
41725,43,57566,431578,425,39,7,1,0,0
41726,65,179653,102509,557,21,7,1,0,1
41727,69,105772,301432,463,16,8,0,1,1
41728,50,74003,96832,518,2,9,0,0,0
41729,42,42919,40046,326,25,4,1,0,0
41730,36,34396,362536,624,27,1,1,0,1
41731,69,170321,295264,818,10,8,0,0,1
41732,65,25188,462430,376,6,6,1,1,1
41733,43,147269,411548,828,11,7,1,0,1
41734,62,44670,224870,340,13,1,0,1,1
41735,29,109350,491007,461,16,4,1,1,1
41736,50,63215,276416,716,19,3,1,0,1
41737,64,73641,397052,594,0,2,0,1,0
41738,39,190524,212716,499,27,4,1,0,1
41739,35,65545,360821,411,16,8,0,1,1
41740,33,109249,228991,531,38,7,0,0,1
41741,22,22017,98074,661,11,5,1,1,1
41742,49,149121,283688,471,20,4,1,0,1
41743,37,167628,76742,799,6,5,0,1,1
41744,25,170201,490555,421,23,1,1,1,1
41745,39,147776,209983,750,39,1,1,0,1
41746,54,82302,225770,640,2,6,1,1,1
41747,38,115481,352734,606,13,1,0,0,1
41748,45,109433,310940,582,8,7,1,0,1
41749,54,90361,185194,390,19,6,0,1,1
41750,31,163741,445797,371,37,1,1,0,1
41751,27,98799,468468,485,3,4,1,0,0
41752,56,130603,194668,389,20,8,0,1,1
41753,68,69600,216362,764,6,9,1,0,1
41754,29,85723,36785,560,11,8,0,0,1
41755,40,146955,351752,662,11,2,0,1,1
41756,68,162611,351932,640,14,7,0,1,1
41757,60,82968,1010,526,14,1,0,0,1
41758,64,84833,39142,484,21,5,1,0,1
41759,61,165937,237533,404,1,5,0,1,1
41760,48,24553,265677,802,22,5,0,1,1
41761,50,23446,25135,515,30,2,0,0,0
41762,59,104741,309459,530,32,5,1,1,1
41763,26,82927,241165,315,0,5,1,0,0
41764,53,193124,333174,331,2,4,1,0,0
41765,53,64156,350293,611,14,7,1,1,1
41766,49,135813,29978,804,17,8,1,1,1
41767,23,97525,365774,390,33,2,0,1,1
41768,60,91033,470297,820,7,4,0,1,1
41769,49,162485,279822,511,36,6,1,0,1
41770,44,121781,218462,475,29,3,1,0,1
41771,33,93280,161674,661,33,6,0,1,1
41772,43,35587,312717,532,1,8,0,0,0
41773,62,28112,2819,479,39,3,0,1,1
41774,50,101484,89826,713,35,5,1,0,1
41775,58,49374,499642,834,6,8,1,0,1
41776,47,85164,138079,330,35,1,0,0,1
41777,44,90258,380707,616,33,2,1,1,1
41778,38,68635,368945,760,9,2,0,1,1
41779,23,144986,461855,536,15,6,1,0,1
41780,53,185489,65146,657,32,6,0,0,1
41781,51,170229,86349,656,28,5,0,1,1
41782,44,102243,278113,489,33,9,1,0,1
41783,41,165416,137146,527,31,1,1,1,1
41784,47,69607,269250,312,12,5,0,1,1
41785,37,190760,166180,575,33,5,1,0,1
41786,26,54129,51120,445,6,6,1,0,0
41787,30,21813,472854,570,25,8,1,1,1
41788,61,102532,347555,352,27,2,0,1,1
41789,30,132757,135509,722,37,9,1,0,1
41790,28,116708,448433,695,33,3,1,0,1
41791,54,129700,42739,771,9,8,1,1,1
41792,56,27652,398319,413,8,2,0,1,1
41793,42,141382,361972,466,14,8,1,1,1
41794,52,163874,72565,522,8,2,1,1,1
41795,20,108601,229995,726,6,5,1,0,1
41796,39,62452,310784,528,34,5,0,0,0
41797,24,119379,465149,753,26,6,0,1,1
41798,48,182769,222334,486,20,4,1,0,1
41799,45,197860,55523,577,17,7,1,0,1
41800,57,68517,277809,438,26,2,1,1,1
41801,22,42397,213773,697,8,4,0,1,1
41802,40,96954,42553,757,4,1,1,1,1
41803,32,191413,398544,652,30,7,0,1,1
41804,50,51205,369916,632,37,3,1,1,1
41805,36,157770,237309,599,32,6,0,0,1
41806,54,66106,99982,480,12,1,0,0,0
41807,42,123980,100666,586,16,5,1,1,1
41808,22,77200,205402,323,8,4,1,1,1
41809,64,41630,454911,825,28,2,0,0,1
41810,21,186237,361592,633,33,2,0,0,1
41811,22,158081,323822,772,35,2,0,1,1
41812,39,141936,238209,811,24,2,0,1,1
41813,67,22738,146008,463,25,8,0,0,0
41814,63,98527,436551,725,1,6,0,0,1
41815,28,67365,147390,821,5,6,1,0,0
41816,67,158367,25865,828,34,9,1,0,1
41817,23,77238,355483,751,16,3,1,1,1
41818,44,184109,318585,347,34,2,0,1,1
41819,69,114408,431801,464,31,5,0,1,1
41820,20,164974,270243,437,39,9,0,0,1
41821,58,133893,215409,331,5,6,0,0,0
41822,31,74168,312807,756,11,1,1,1,1
41823,59,131763,145314,419,24,3,1,0,1
41824,59,138250,149753,448,38,3,0,1,1
41825,43,77286,146511,761,31,4,1,1,1
41826,28,82353,216784,440,12,1,1,1,1
41827,65,130203,195697,492,25,7,1,1,1
41828,39,132272,309824,325,1,3,0,0,0
41829,24,104109,92757,633,4,2,1,1,1
41830,39,70713,78019,373,24,1,0,0,0
41831,40,37127,9403,788,13,8,0,1,1
41832,21,124095,65050,566,6,5,0,1,1
41833,40,177020,263269,815,39,8,1,1,1
41834,61,169735,482964,672,19,6,0,1,1
41835,43,156774,192586,479,12,7,0,1,1
41836,28,94040,131614,506,31,4,1,0,1
41837,58,44776,64963,791,13,2,0,0,1
41838,49,178987,111958,484,25,7,1,0,1
41839,37,110114,350251,700,4,6,0,1,1
41840,63,114560,483174,334,36,3,0,1,1
41841,62,159400,83939,648,4,5,0,1,1
41842,29,177744,480755,694,12,4,1,0,1
41843,64,127691,335347,621,26,2,0,0,1
41844,60,60528,484887,717,18,1,1,1,1
41845,67,176668,64778,521,9,7,0,1,1
41846,40,120108,341028,319,35,3,0,0,1
41847,41,194894,317835,586,11,2,0,0,1
41848,36,181966,231613,593,15,4,1,1,1
41849,24,180518,34356,651,3,8,1,0,1
41850,25,140229,374248,836,36,2,1,0,1
41851,29,127300,283657,699,26,7,1,0,1
41852,62,99186,9653,767,4,6,1,0,1
41853,21,142344,54883,302,11,4,0,1,1
41854,26,61375,338845,412,7,7,1,0,0
41855,65,60375,483470,376,34,1,0,0,0
41856,23,99101,303686,602,8,9,0,0,1
41857,56,64458,480799,735,23,9,1,1,1
41858,38,178274,453671,586,31,9,1,0,1
41859,47,112133,49006,434,24,7,0,1,1
41860,39,94290,8646,329,6,2,1,0,1
41861,49,39119,16005,749,4,6,0,0,0
41862,61,126311,439083,481,35,5,1,1,1
41863,57,32530,47709,374,22,9,1,0,0
41864,21,30420,185579,356,27,1,1,1,1
41865,22,156914,425661,496,22,6,1,0,1
41866,66,58237,458337,326,4,5,1,0,0
41867,61,162567,80559,366,22,3,0,0,1
41868,68,27560,148964,839,9,7,0,1,1
41869,58,93773,485701,447,7,2,0,1,1
41870,44,153155,381466,330,14,9,0,1,1
41871,21,126505,367739,730,23,5,0,0,1
41872,58,195347,250161,590,1,9,0,1,1
41873,34,36372,428968,541,37,3,1,0,0
41874,22,104859,47017,346,37,8,0,0,1
41875,24,77934,75331,736,33,8,1,1,1
41876,59,66482,384142,455,4,1,1,0,0
41877,55,97450,443087,783,32,4,1,0,1
41878,69,175679,50894,731,21,4,1,0,1
41879,59,31923,343124,480,27,9,1,0,0
41880,57,86107,273332,534,26,3,0,1,1
41881,56,27235,48726,786,38,8,1,0,1
41882,46,93744,227864,579,2,7,1,1,1
41883,24,35936,307131,342,14,9,0,0,0
41884,36,48856,326664,402,39,4,1,0,0
41885,57,145714,213813,671,29,7,1,1,1
41886,64,30833,435743,546,37,2,0,0,0
41887,60,53846,42488,845,29,9,1,0,1
41888,31,198664,414323,532,21,1,0,0,1
41889,61,33330,76350,560,15,1,0,0,0
41890,50,183970,63852,784,30,5,1,1,1
41891,52,170001,368964,600,4,5,0,1,1
41892,62,27452,287652,527,36,2,1,0,0
41893,48,149204,26972,300,24,2,1,0,1
41894,57,137111,149268,848,6,5,0,0,1
41895,22,188580,60479,594,20,7,0,0,1
41896,57,31327,244992,777,9,5,1,1,1
41897,60,81918,87750,415,25,5,1,0,1
41898,59,100410,415813,758,39,2,0,0,1
41899,49,181568,33531,375,4,6,0,0,0
41900,66,27481,435495,778,4,5,0,0,0
41901,41,62301,222733,830,31,6,0,0,1
41902,57,131441,90629,643,3,5,0,1,1
41903,51,32759,370874,708,12,8,1,0,1
41904,62,64766,23048,731,36,1,0,0,1
41905,29,125741,489439,397,34,9,1,1,1
41906,51,171071,56566,509,36,5,1,0,1
41907,62,40474,190151,328,35,1,1,1,1
41908,23,104454,177659,817,38,8,1,1,1
41909,48,186696,487528,571,12,6,1,0,1
41910,64,115227,126421,801,18,4,0,1,1
41911,27,25880,199,374,9,2,1,1,1
41912,39,124495,401771,566,12,8,1,1,1
41913,66,179189,63933,528,16,6,0,1,1
41914,26,25413,33057,608,2,5,1,0,0
41915,20,145984,376432,661,18,6,0,1,1
41916,44,137098,211336,681,32,3,1,0,1
41917,45,27656,67529,534,19,3,1,1,1
41918,28,163409,151317,544,37,3,0,0,1
41919,42,118985,183934,520,19,2,0,1,1
41920,59,21118,302668,378,26,3,0,0,0
41921,21,32506,201129,649,22,5,1,1,1
41922,45,73900,204793,567,32,7,0,1,1
41923,33,121278,205298,520,5,5,0,1,1
41924,63,75007,372194,305,8,5,1,0,0
41925,50,135990,170695,645,33,1,1,0,1
41926,45,183815,478156,367,25,2,1,0,1
41927,68,54668,60130,445,26,7,0,0,0
41928,38,53850,286044,426,34,8,0,1,1
41929,57,97583,263933,575,14,4,0,0,1
41930,24,128326,464073,308,34,2,0,0,1
41931,25,171239,333725,539,7,6,0,1,1
41932,54,71793,103034,724,0,6,1,1,1
41933,35,145177,489925,483,27,1,0,0,1
41934,50,46458,263452,588,7,5,0,1,1
41935,37,169256,385317,340,31,6,1,0,1
41936,33,134111,307204,479,5,4,0,1,1
41937,44,64123,495878,823,17,4,0,0,1
41938,34,39733,233354,423,27,3,1,0,0
41939,45,93525,290515,587,14,5,1,0,1
41940,55,90549,25626,746,31,9,0,0,1
41941,30,160272,380478,445,33,2,0,1,1
41942,56,66017,473166,339,16,9,0,1,1
41943,60,119406,352604,580,17,4,1,0,1
41944,56,69585,274699,401,23,5,0,0,0
41945,26,110588,123322,782,26,1,0,1,1
41946,37,63744,447289,648,26,8,0,1,1
41947,69,48911,69925,643,0,5,0,1,1
41948,39,109856,60192,527,9,1,1,0,1
41949,21,72462,439202,626,27,7,0,1,1
41950,45,142422,93366,726,12,7,1,1,1
41951,42,49200,364286,817,37,9,1,1,1
41952,51,167839,265274,737,1,4,1,0,1
41953,32,143746,209784,845,8,5,1,0,1
41954,32,77611,482347,708,36,1,0,1,1
41955,36,197785,18223,840,11,2,1,1,1
41956,44,116245,178016,476,19,7,0,1,1
41957,41,140206,243598,810,37,9,1,1,1
41958,46,195652,497379,813,10,6,1,0,1
41959,36,183496,362860,416,24,2,1,1,1
41960,45,123803,1206,581,1,9,0,1,1
41961,57,119293,54110,601,11,8,1,0,1
41962,33,59757,402667,494,9,3,1,1,1
41963,33,165667,241705,342,10,2,0,1,1
41964,31,43431,359832,703,18,5,0,1,1
41965,24,90214,322935,597,38,8,1,1,1
41966,56,81968,51969,499,24,4,1,1,1
41967,23,64949,437841,734,33,6,0,1,1
41968,48,60037,421928,450,21,7,0,0,0
41969,44,162553,498603,668,34,8,1,0,1
41970,64,173479,124505,448,35,4,0,0,1
41971,23,144693,359885,464,29,8,1,0,1
41972,69,56135,430918,387,6,3,1,0,0
41973,35,146700,418347,833,17,6,0,1,1
41974,69,127413,128089,597,35,5,0,1,1
41975,21,195207,30394,703,1,5,0,0,1
41976,42,98980,249400,485,15,8,1,1,1
41977,23,130867,70695,749,13,4,0,1,1
41978,39,142709,171067,815,20,3,1,0,1
41979,36,48794,419322,796,24,3,1,0,1
41980,25,140609,78990,793,2,2,1,1,1
41981,37,151042,496221,531,23,3,1,0,1
41982,39,193403,198715,474,22,1,0,0,1
41983,58,48284,33908,484,39,3,0,0,0
41984,64,44229,3137,539,21,4,0,0,0
41985,60,47586,236661,842,2,8,1,0,0
41986,53,67135,178086,805,16,1,0,0,1
41987,59,32461,497369,668,7,9,1,1,1
41988,65,185726,282158,322,33,2,1,1,1
41989,43,95244,168031,430,28,6,0,1,1
41990,37,158776,5484,774,3,4,1,1,1
41991,49,36544,408166,657,17,5,1,1,1
41992,20,159588,139028,559,15,2,1,0,1
41993,42,69789,66025,639,16,1,0,1,1
41994,48,114394,114957,489,6,5,0,1,1
41995,60,153114,94798,426,0,4,1,1,1
41996,60,80953,479992,468,35,6,0,0,1
41997,51,66654,351893,765,20,1,1,0,1
41998,21,175065,495977,793,24,7,1,1,1
41999,67,102657,498632,767,2,2,0,0,1
42000,55,130564,29511,586,10,1,1,1,1
42001,64,82778,428105,824,14,5,0,1,1
42002,36,50141,17295,541,38,3,1,0,0
42003,62,52707,492637,447,22,8,1,1,1
42004,21,190222,158464,597,18,8,1,1,1
42005,23,64078,9162,827,16,4,0,1,1
42006,63,82741,487841,646,21,6,0,0,1
42007,53,185327,379847,669,29,1,1,1,1
42008,20,56204,433029,669,33,1,1,1,1
42009,42,37087,257440,654,38,2,1,0,1
42010,25,171725,95690,465,4,3,1,1,1
42011,35,27098,52105,760,0,8,0,1,1
42012,21,182463,474608,306,20,9,1,1,1
42013,65,184564,85082,338,4,8,0,1,1
42014,31,183930,149116,684,7,2,0,1,1
42015,46,169225,295376,642,26,5,0,0,1
42016,38,75722,383154,828,37,7,0,1,1
42017,47,188044,249240,478,38,6,1,0,1
42018,54,104294,463557,715,23,4,1,1,1
42019,62,138210,84689,758,3,2,0,1,1
42020,23,24780,218743,639,10,7,0,0,1
42021,68,159944,421674,455,23,7,1,1,1
42022,68,148886,122537,650,17,2,0,1,1
42023,26,133217,346626,495,24,3,0,0,1
42024,56,21291,148688,385,9,7,0,1,1
42025,44,114478,370798,389,20,7,0,1,1
42026,60,29974,439999,787,1,1,0,0,0
42027,36,178199,22965,545,26,8,0,0,1
42028,60,190906,120974,832,17,2,0,1,1
42029,33,69056,365583,773,25,5,1,1,1
42030,56,70778,443315,582,18,9,1,0,0
42031,21,36087,497470,775,19,1,1,1,1
42032,43,181206,499243,514,29,8,0,1,1
42033,34,54021,481383,792,14,7,1,0,1
42034,67,167098,169389,338,3,4,0,1,1
42035,52,79694,158691,849,31,1,1,0,1
42036,31,160190,157587,844,34,9,0,1,1
42037,38,29634,257850,539,12,9,1,0,0
42038,66,106179,185461,574,26,1,1,0,1
42039,24,164279,408066,759,39,8,1,1,1
42040,20,199344,74993,481,37,8,1,1,1
42041,62,104669,425117,651,30,7,0,0,1
42042,28,158368,427947,547,2,9,1,0,0
42043,58,59620,154940,720,33,7,1,1,1
42044,53,81119,390088,563,21,5,0,0,1
42045,48,86396,448339,787,23,2,1,1,1
42046,68,62238,273099,769,26,1,0,1,1
42047,67,83028,470412,512,36,4,0,1,1
42048,67,167936,299202,588,11,2,1,1,1
42049,65,197772,27290,349,21,4,1,1,1
42050,21,165829,398865,514,2,4,1,0,0
42051,38,120275,157549,413,17,2,0,0,1
42052,47,45436,282416,379,15,4,0,1,1
42053,54,77451,199073,777,35,7,0,1,1
42054,59,138601,427443,498,2,5,0,0,0
42055,67,82431,105290,808,27,9,1,1,1
42056,41,166712,242123,564,37,3,1,0,1
42057,23,128507,158803,840,18,2,1,0,1
42058,27,87698,128070,368,9,9,0,0,1
42059,20,162126,171949,784,38,7,0,1,1
42060,55,177624,147965,301,3,2,0,1,1
42061,26,43199,256079,404,7,8,0,0,0
42062,44,55454,411602,420,14,6,1,1,1
42063,48,73037,430029,324,28,8,1,1,1
42064,20,76867,396342,833,9,4,1,0,1
42065,37,71270,285211,771,30,5,1,0,1
42066,23,28585,347683,344,12,8,0,1,1
42067,39,46413,261566,793,30,1,1,1,1
42068,65,63616,116870,558,1,7,0,0,0
42069,27,155705,95153,411,28,6,0,0,1
42070,46,66255,337384,676,9,4,0,1,1
42071,69,57533,29758,348,0,2,1,1,0
42072,58,155391,403772,360,28,7,1,0,1
42073,54,150272,286664,768,9,6,1,0,1
42074,44,121829,345121,464,36,8,0,0,1
42075,33,118787,44503,307,18,1,0,1,1
42076,63,94039,420086,316,34,4,1,1,1
42077,66,156477,11728,583,13,4,1,1,1
42078,59,183565,152508,739,13,3,0,0,1
42079,50,99264,36126,742,15,9,0,1,1
42080,24,176841,296318,384,2,5,0,1,1
42081,36,53285,13710,343,15,6,1,0,0
42082,29,123240,467227,406,32,2,0,0,1
42083,62,114794,385195,438,37,6,0,0,1
42084,35,192247,393870,570,2,6,0,0,0
42085,67,124773,197328,749,14,6,0,0,1
42086,23,153671,412695,539,38,8,1,1,1
42087,24,47319,90956,418,28,4,1,0,0
42088,61,41071,65577,805,5,3,1,0,0
42089,65,62768,332734,486,34,8,1,0,0
42090,60,53895,428180,779,12,7,1,0,1
42091,69,30747,96920,343,35,5,1,0,0
42092,39,38745,454930,366,25,5,0,1,1
42093,25,46557,32879,808,2,9,1,1,1
42094,30,174569,174338,430,17,3,1,1,1
42095,36,59733,482733,628,38,4,0,1,1
42096,60,34344,245780,558,1,3,0,1,0
42097,22,176297,214272,649,36,3,0,1,1
42098,35,82000,89084,678,24,2,1,1,1
42099,55,159528,21624,691,31,2,0,0,1
42100,45,162509,91313,609,21,6,0,1,1
42101,43,125241,425374,706,27,6,0,0,1
42102,66,23810,113158,785,6,7,0,0,1
42103,53,129695,477855,612,2,6,0,0,1
42104,39,185914,222250,647,14,4,1,1,1
42105,36,195187,237303,670,9,6,1,1,1
42106,39,112058,62563,663,20,8,0,0,1
42107,35,148168,399042,840,29,7,1,0,1
42108,68,103754,374971,421,39,6,1,1,1
42109,23,162376,257547,321,29,5,0,1,1
42110,37,143751,91913,692,13,4,1,0,1
42111,55,112177,376182,687,5,8,1,0,1
42112,54,166787,469958,323,33,1,1,1,1
42113,49,182277,213272,480,1,8,1,0,0
42114,37,92756,211418,328,5,5,1,1,1
42115,40,160556,72026,558,20,4,0,1,1
42116,51,46223,274245,460,8,9,1,0,0
42117,24,160889,275795,686,1,3,1,1,1
42118,60,75351,211504,379,28,4,1,0,0
42119,42,179572,347285,432,26,9,1,0,1
42120,49,159452,312827,394,20,4,1,1,1
42121,46,89041,327665,415,29,9,0,1,1
42122,34,37087,397081,342,32,3,0,1,1
42123,60,166865,200684,725,19,2,0,0,1
42124,33,29601,402920,602,29,7,1,0,1
42125,40,129125,240159,457,20,3,0,1,1
42126,53,170021,222038,680,11,2,1,1,1
42127,45,86069,327744,738,32,2,0,0,1
42128,44,163832,380643,710,18,1,1,1,1
42129,69,68813,159124,438,28,3,0,0,0
42130,64,196734,175437,517,36,1,1,1,1
42131,50,116956,209918,736,1,9,0,1,1
42132,67,99778,399506,536,9,1,1,1,1
42133,25,21341,233368,780,29,7,0,0,1
42134,67,178264,325000,833,8,8,0,0,1
42135,23,154609,344872,454,20,9,0,1,1
